Kadencja;Czas;Liczba iteracji;Intensyf;Rand;Czy RedRand?;Sasiedztwo;Optimum
40;3;5000;4;2;0;1;40973
40;3;5000;4;2;1;2;40990
30;3;5000;4;1;1;2;41046
40;3;5000;7;2;1;2;41085
30;3;5000;7;0;1;1;41093
30;3;5000;7;0;1;1;41093
40;3;5000;10;0;1;1;41093
30;3;5000;13;1;0;2;41131
60;3;5000;7;1;0;2;41143
40;3;5000;7;0;1;1;41147
40;3;5000;7;0;1;1;41147
40;3;5000;7;0;0;1;41147
40;3;5000;7;0;0;1;41147
40;3;5000;7;1;1;1;41147
40;3;5000;7;1;1;1;41147
40;3;5000;7;1;0;1;41147
40;3;5000;7;1;0;1;41147
40;3;5000;7;2;1;1;41147
40;3;5000;7;2;1;1;41147
40;3;5000;7;2;0;1;41147
40;3;5000;7;2;0;1;41147
30;3;5000;7;2;1;2;41186
40;3;5000;10;1;1;2;41186
80;3;5000;7;1;0;2;41188
70;3;5000;13;1;0;2;41200
30;3;5000;4;2;0;2;41217
30;3;5000;7;1;0;1;41264
30;3;5000;13;1;0;2;41277
40;3;5000;7;1;1;2;41278
70;3;5000;7;1;0;2;41287
40;3;5000;13;1;0;2;41294
30;3;5000;10;2;1;2;41296
80;3;5000;10;1;0;2;41296
30;3;5000;10;0;1;1;41318
30;3;5000;10;0;1;1;41318
30;3;5000;13;0;1;1;41318
30;3;5000;13;0;1;1;41318
40;3;5000;10;1;0;2;41325
30;3;5000;4;1;0;2;41334
30;3;5000;4;1;0;2;41344
60;3;5000;4;1;0;2;41351
60;3;5000;4;1;0;2;41351
60;3;5000;4;1;0;2;41351
70;3;5000;4;1;0;2;41351
70;3;5000;4;1;0;2;41351
70;3;5000;4;1;0;2;41351
80;3;5000;4;1;0;2;41351
80;3;5000;4;1;0;2;41351
80;3;5000;4;1;0;2;41351
80;3;5000;7;1;0;2;41351
30;3;5000;13;1;1;2;41367
40;3;5000;4;0;1;0;41392
40;3;5000;4;0;1;0;41392
40;3;5000;4;0;0;0;41392
40;3;5000;4;0;0;0;41392
40;3;5000;4;1;1;0;41392
40;3;5000;4;1;1;0;41392
40;3;5000;4;1;0;0;41392
40;3;5000;4;1;0;0;41392
40;3;5000;4;2;1;0;41392
40;3;5000;4;2;1;0;41392
40;3;5000;4;2;0;0;41392
40;3;5000;4;2;0;0;41392
40;3;5000;7;0;1;0;41392
40;3;5000;7;0;1;0;41392
40;3;5000;7;0;0;0;41392
40;3;5000;7;0;0;0;41392
40;3;5000;7;1;1;0;41392
40;3;5000;7;1;1;0;41392
40;3;5000;7;1;0;0;41392
40;3;5000;7;1;0;0;41392
40;3;5000;7;2;1;0;41392
40;3;5000;7;2;1;0;41392
40;3;5000;7;2;0;0;41392
40;3;5000;7;2;0;0;41392
60;3;5000;7;1;0;2;41407
40;3;5000;4;1;0;2;41442
30;3;5000;4;1;1;2;41443
40;3;5000;7;2;1;2;41443
40;3;5000;13;1;0;2;41451
30;3;5000;4;0;1;0;41479
30;3;5000;4;0;0;0;41479
30;3;5000;4;0;0;0;41479
30;3;5000;4;1;1;0;41479
30;3;5000;4;1;1;0;41479
30;3;5000;4;1;0;0;41479
30;3;5000;4;1;0;0;41479
30;3;5000;4;2;1;0;41479
30;3;5000;4;2;1;0;41479
30;3;5000;4;2;0;0;41479
30;3;5000;4;2;0;0;41479
70;3;5000;13;1;0;2;41479
60;3;5000;10;1;0;2;41482
60;3;5000;13;1;0;2;41482
30;3;5000;7;1;1;2;41495
30;3;5000;13;2;1;2;41503
30;3;5000;7;2;1;2;41504
30;10;5000;13;1;0;2;41534
50;3;5000;10;1;0;2;41555
40;3;5000;4;1;0;2;41558
50;3;5000;10;1;0;2;41558
30;3;5000;4;0;1;2;41564
30;3;5000;4;0;1;2;41564
30;3;5000;10;0;1;2;41564
30;3;5000;10;0;1;2;41564
30;3;5000;13;0;1;2;41564
30;3;5000;13;0;1;2;41564
40;3;5000;4;0;1;2;41564
40;3;5000;4;0;1;2;41564
40;3;5000;7;0;1;2;41564
40;3;5000;7;0;1;2;41564
30;3;5000;7;0;1;2;41569
30;3;5000;7;0;1;2;41569
30;3;5000;7;2;0;1;41592
40;3;5000;7;1;1;2;41603
30;3;5000;10;1;1;2;41611
40;3;5000;10;0;1;2;41613
40;3;5000;10;0;1;2;41613
50;3;5000;4;1;0;2;41613
50;3;5000;4;1;0;2;41613
50;3;5000;4;1;0;2;41613
30;3;5000;4;0;0;2;41649
30;3;5000;4;0;0;2;41649
30;3;5000;7;0;0;2;41649
30;3;5000;7;0;0;2;41649
30;3;5000;10;0;0;2;41649
30;3;5000;10;0;0;2;41649
30;3;5000;13;0;0;2;41649
30;3;5000;13;0;0;2;41649
40;3;5000;4;0;0;2;41649
40;3;5000;4;0;0;2;41649
40;3;5000;4;1;0;2;41649
30;3;5000;4;2;1;2;41669
40;3;5000;7;0;0;2;41669
40;3;5000;7;0;0;2;41669
40;3;5000;7;1;0;2;41669
40;3;5000;7;2;0;2;41669
40;3;5000;10;0;0;2;41669
40;3;5000;10;0;0;2;41669
30;3;5000;4;1;0;2;41669
40;3;5000;7;1;0;2;41669
30;3;5000;13;1;0;2;41675
30;3;5000;7;0;1;0;41721
30;3;5000;7;0;1;0;41721
30;3;5000;7;0;0;0;41721
30;3;5000;7;0;0;0;41721
30;3;5000;7;1;1;0;41721
30;3;5000;7;1;1;0;41721
30;3;5000;7;1;0;0;41721
30;3;5000;7;1;0;0;41721
30;3;5000;7;2;1;0;41721
30;3;5000;7;2;1;0;41721
30;3;5000;7;2;0;0;41721
30;3;5000;7;2;0;0;41721
30;3;5000;10;0;1;0;41721
30;3;5000;10;0;1;0;41721
30;3;5000;10;0;0;0;41721
30;3;5000;10;0;0;0;41721
30;3;5000;10;1;1;0;41721
30;3;5000;10;1;1;0;41721
30;3;5000;10;1;0;0;41721
30;3;5000;10;1;0;0;41721
30;3;5000;10;2;1;0;41721
30;3;5000;10;2;1;0;41721
30;3;5000;10;2;0;0;41721
30;3;5000;10;2;0;0;41721
30;3;5000;13;0;1;0;41721
30;3;5000;13;0;1;0;41721
30;3;5000;13;0;0;0;41721
30;3;5000;13;0;0;0;41721
30;3;5000;13;1;1;0;41721
30;3;5000;13;1;1;0;41721
30;3;5000;13;1;0;0;41721
30;3;5000;13;1;0;0;41721
30;3;5000;13;2;1;0;41721
30;3;5000;13;2;1;0;41721
30;3;5000;13;2;0;0;41721
30;3;5000;13;2;0;0;41721
40;3;5000;10;0;1;0;41745
40;3;5000;10;0;1;0;41745
40;3;5000;10;0;0;0;41745
40;3;5000;10;0;0;0;41745
40;3;5000;10;1;1;0;41745
40;3;5000;10;1;1;0;41745
40;3;5000;10;1;0;0;41745
40;3;5000;10;1;0;0;41745
30;3;5000;7;2;0;2;41749
30;3;5000;10;2;1;2;41749
30;3;5000;13;1;1;2;41749
30;3;5000;13;2;1;2;41749
40;3;5000;10;1;1;2;41749
30;3;5000;10;1;0;2;41749
30;3;5000;10;1;0;2;41749
40;3;5000;13;1;0;2;41749
30;3;5000;4;0;1;0;41830
30;3;5000;13;1;0;1;41869
40;3;5000;10;1;1;1;41913
30;3;5000;10;2;0;1;42045
30;3;5000;10;1;1;1;42061
30;3;5000;13;2;0;1;42208
30;3;5000;10;1;0;1;42563
30;3;5000;13;2;0;1;42644
40;3;5000;10;1;1;1;42692
30;3;5000;7;2;1;1;42697
30;3;5000;10;2;1;1;42762
30;3;5000;7;2;1;1;42828
30;3;5000;13;1;1;1;42836
30;3;5000;7;2;0;1;42920
30;3;5000;10;1;1;1;42926
40;3;5000;10;0;0;1;43053
40;3;5000;10;0;0;1;43053
30;3;5000;7;1;1;1;43122
30;3;5000;10;2;1;1;43131
30;3;5000;13;1;1;1;43155
30;3;5000;7;1;1;1;43255
40;3;5000;10;1;0;1;43268
30;3;5000;13;1;0;1;43317
30;3;5000;13;2;1;1;43382
30;3;5000;13;2;1;1;43521
30;3;5000;7;0;0;1;43528
30;3;5000;7;0;0;1;43528
30;3;5000;7;1;0;1;43528
30;3;5000;10;0;0;1;43528
30;3;5000;10;0;0;1;43528
30;3;5000;13;0;0;1;43528
30;3;5000;13;0;0;1;43528
