Instancja;Poczatkowa;Minimalna;Liczba iteracji;Chlodzenie;Typ alg;Sasiedztwo;Razem iteracji;Optimum;Czas;;;;data39;data45;data70;;data323;data358;data403;data443
ftv38.atsp;100;0.1;10;0.85;1;0;430;3181;0.0039359;;;;1536;1653;39762;;1516;1398;2544;2828
ftv38.atsp;100;0.1;10;0.85;1;0;430;3067;0.0010765;;;;1553;1660;39782;;1518;1401;2545;2840
ftv38.atsp;100;0.1;10;0.85;1;0;430;2949;0.0010838;;;;1561;1662;39814;;1520;1409;2546;2851
ftv38.atsp;100;0.1;10;0.85;1;0;430;3146;0.0010987;;;;1562;1679;39882;;1521;1427;2549;2858
ftv38.atsp;100;0.1;10;0.85;1;0;430;3020;0.001166;;;;1567;1683;39968;;1522;1433;2549;2861
ftv38.atsp;100;0.1;10;0.85;1;0;430;3147;0.0011169;;;;1568;1685;39977;;1523;1434;2551;2866
ftv38.atsp;100;0.1;10;0.85;1;0;430;3094;0.0010849;;;;1575;1693;39994;;1525;1435;2555;2867
ftv38.atsp;100;0.1;10;0.85;1;0;430;2708;0.0018164;;;;1575;1707;40004;;1526;1437;2555;2870
ftv38.atsp;100;0.1;10;0.85;1;1;430;2928;0.0012843;;;;1577;1708;40038;;1527;1437;2568;2870
ftv38.atsp;100;0.1;10;0.85;1;1;430;2912;0.0013002;;;;1578;1709;40089;;1530;1438;2569;2876
ftv38.atsp;100;0.1;10;0.85;1;1;430;2981;0.0021007;;;;1579;1716;40136;;1535;1439;2571;2882
ftv38.atsp;100;0.1;10;0.85;1;1;430;3148;0.0011754;;;;1583;1717;40141;;1535;1439;2575;2888
ftv38.atsp;100;0.1;10;0.85;1;1;430;3009;0.0012436;;;;1587;1721;40156;;1542;1440;2579;2896
ftv38.atsp;100;0.1;10;0.85;1;1;430;3073;0.0012636;;;;1589;1721;40160;;1544;1441;2585;2898
ftv38.atsp;100;0.1;10;0.85;1;1;430;3012;0.0010954;;;;1592;1722;40172;;1546;1446;2586;2899
ftv38.atsp;100;0.1;10;0.85;1;1;430;2757;0.0013334;;;;1593;1723;40172;;1548;1448;2588;2902
ftv38.atsp;100;0.1;10;0.85;1;2;430;3751;0.0010792;;;;1593;1723;40184;;1549;1448;2588;2903
ftv38.atsp;100;0.1;10;0.85;1;2;430;3585;0.0012193;;;;1594;1724;40209;;1549;1449;2588;2905
ftv38.atsp;100;0.1;10;0.85;1;2;430;3622;0.0012686;;;;1594;1725;40224;;1551;1451;2596;2910
ftv38.atsp;100;0.1;10;0.85;1;2;430;3454;0.0011822;;;;1595;1727;40232;;1553;1453;2598;2910
ftv38.atsp;100;0.1;10;0.85;1;2;430;3513;0.0011356;;;;1599;1727;40233;;1554;1455;2600;2913
ftv38.atsp;100;0.1;10;0.85;1;2;430;3357;0.0011645;;;;1599;1728;40252;;1554;1457;2601;2920
ftv38.atsp;100;0.1;10;0.85;1;2;430;2853;0.001122;;;;1601;1729;40263;;1555;1466;2602;2921
ftv38.atsp;100;0.1;10;0.85;1;2;430;3313;0.0011993;;;;1603;1731;40271;;1556;1466;2610;2930
ftv38.atsp;100;0.1;10;0.85;0;0;430;2525;0.0010538;;;;1604;1732;40282;;1556;1467;2615;2933
ftv38.atsp;100;0.1;10;0.85;0;0;430;3129;0.0012089;;;;1605;1735;40308;;1557;1467;2616;2936
ftv38.atsp;100;0.1;10;0.85;0;0;430;2869;0.0011265;;;;1605;1735;40313;;1558;1468;2616;2936
ftv38.atsp;100;0.1;10;0.85;0;0;430;2887;0.001126;;;;1605;1738;40315;;1558;1468;2616;2937
ftv38.atsp;100;0.1;10;0.85;0;0;430;3067;0.0010802;;;;1607;1739;40354;;1558;1472;2619;2938
ftv38.atsp;100;0.1;10;0.85;0;0;430;2860;0.0010848;;;;1607;1739;40361;;1558;1473;2619;2939
ftv38.atsp;100;0.1;10;0.85;0;0;430;3077;0.0011165;;;;1609;1740;40370;;1560;1475;2620;2942
ftv38.atsp;100;0.1;10;0.85;0;0;430;2861;0.0012715;;;;1612;1741;40376;;1562;1476;2621;2947
ftv38.atsp;100;0.1;10;0.85;0;1;430;2704;0.001087;;;;1612;1742;40385;;1565;1476;2623;2948
ftv38.atsp;100;0.1;10;0.85;0;1;430;2892;0.001148;;;;1612;1742;40418;;1566;1480;2624;2950
ftv38.atsp;100;0.1;10;0.85;0;1;430;2973;0.0011326;;;;1613;1743;40456;;1568;1483;2624;2954
ftv38.atsp;100;0.1;10;0.85;0;1;430;2892;0.0012257;;;;1613;1743;40461;;1569;1486;2624;2957
ftv38.atsp;100;0.1;10;0.85;0;1;430;2764;0.0012121;;;;1617;1745;40495;;1570;1490;2625;2958
ftv38.atsp;100;0.1;10;0.85;0;1;430;2634;0.0011552;;;;1619;1746;40497;;1571;1491;2625;2959
ftv38.atsp;100;0.1;10;0.85;0;1;430;2932;0.0011174;;;;1621;1746;40514;;1571;1495;2626;2960
ftv38.atsp;100;0.1;10;0.85;0;1;430;2626;0.0012294;;;;1621;1746;40529;;1572;1495;2627;2962
ftv38.atsp;100;0.1;10;0.85;0;2;430;3131;0.0011069;;;;1622;1747;40530;;1573;1496;2627;2964
ftv38.atsp;100;0.1;10;0.85;0;2;430;3521;0.001105;;;;1624;1747;40532;;1574;1500;2628;2966
ftv38.atsp;100;0.1;10;0.85;0;2;430;3138;0.0011362;;;;1624;1750;40538;;1575;1501;2630;2970
ftv38.atsp;100;0.1;10;0.85;0;2;430;3205;0.0012905;;;;1625;1750;40538;;1576;1506;2631;2971
ftv38.atsp;100;0.1;10;0.85;0;2;430;3288;0.0016101;;;;1625;1750;40551;;1578;1507;2632;2972
ftv38.atsp;100;0.1;10;0.85;0;2;430;3561;0.0012044;;;;1626;1751;40567;;1583;1509;2632;2973
ftv38.atsp;100;0.1;10;0.85;0;2;430;3107;0.0010758;;;;1627;1754;40575;;1586;1512;2635;2975
ftv38.atsp;100;0.1;10;0.85;0;2;430;3340;0.0011118;;;;1627;1755;40578;;1588;1512;2635;2976
ftv38.atsp;100;0.1;10;0.9;1;0;660;2680;0.0067832;;;;1628;1755;40593;;1589;1513;2641;2980
ftv38.atsp;100;0.1;10;0.9;1;0;660;2869;0.0030923;;;;1628;1755;40600;;1594;1516;2645;2983
ftv38.atsp;100;0.1;10;0.9;1;0;660;2807;0.0027175;;;;1629;1756;40603;;1597;1516;2645;2984
ftv38.atsp;100;0.1;10;0.9;1;0;660;2565;0.0027144;;;;1629;1757;40617;;1600;1516;2645;2984
ftv38.atsp;100;0.1;10;0.9;1;0;660;2880;0.0016673;;;;1630;1760;40626;;1604;1523;2652;2986
ftv38.atsp;100;0.1;10;0.9;1;0;660;2686;0.0016275;;;;1630;1762;40627;;1604;1524;2659;2988
ftv38.atsp;100;0.1;10;0.9;1;0;660;2743;0.0018133;;;;1630;1762;40638;;1607;1531;2661;2992
ftv38.atsp;100;0.1;10;0.9;1;0;660;2797;0.0016333;;;;1631;1762;40640;;1607;1532;2663;2997
ftv38.atsp;100;0.1;10;0.9;1;1;660;2841;0.0017028;;;;1631;1763;40652;;1611;1533;2664;2999
ftv38.atsp;100;0.1;10;0.9;1;1;660;2832;0.0017964;;;;1631;1764;40664;;1620;1535;2666;3002
ftv38.atsp;100;0.1;10;0.9;1;1;660;2817;0.001661;;;;1631;1764;40666;;1621;1546;2666;3003
ftv38.atsp;100;0.1;10;0.9;1;1;660;2691;0.0030312;;;;1631;1765;40671;;1622;1551;2670;3006
ftv38.atsp;100;0.1;10;0.9;1;1;660;2754;0.0030697;;;;1632;1766;40697;;1624;1553;2685;3006
ftv38.atsp;100;0.1;10;0.9;1;1;660;2787;0.0019511;;;;1632;1766;40698;;1634;1566;2689;3033
ftv38.atsp;100;0.1;10;0.9;1;1;660;2926;0.0048135;;;;1632;1766;40706;;1643;1568;2690;3139
ftv38.atsp;100;0.1;10;0.9;1;1;660;2922;0.0020964;;;;1633;1766;40707;;1646;1569;2694;3171
ftv38.atsp;100;0.1;10;0.9;1;2;660;3122;0.0019065;;;;1633;1767;40720;;1688;1608;2765;3182
ftv38.atsp;100;0.1;10;0.9;1;2;660;3844;0.0017007;;;;1633;1767;40721;;1700;1675;2786;3187
ftv38.atsp;100;0.1;10;0.9;1;2;660;3414;0.0017582;;;;1634;1767;40723;;1713;1685;2791;3193
ftv38.atsp;100;0.1;10;0.9;1;2;660;3041;0.0018179;;;;1634;1767;40723;;1722;1691;2795;3194
ftv38.atsp;100;0.1;10;0.9;1;2;660;3327;0.0016944;;;;1635;1769;40738;;1724;1692;2797;3204
ftv38.atsp;100;0.1;10;0.9;1;2;660;3166;0.0017695;;;;1635;1770;40743;;1725;1694;2802;3210
ftv38.atsp;100;0.1;10;0.9;1;2;660;3266;0.0016892;;;;1636;1770;40768;;1727;1694;2807;3212
ftv38.atsp;100;0.1;10;0.9;1;2;660;3036;0.0017451;;;;1638;1770;40773;;1732;1705;2820;3213
ftv38.atsp;100;0.1;10;0.9;0;0;660;3015;0.0016595;;;;1639;1770;40792;;1732;1712;2825;3218
ftv38.atsp;100;0.1;10;0.9;0;0;660;2916;0.0016196;;;;1640;1771;40804;;1733;1712;2827;3219
ftv38.atsp;100;0.1;10;0.9;0;0;660;2953;0.001622;;;;1640;1772;40820;;1736;1717;2831;3221
ftv38.atsp;100;0.1;10;0.9;0;0;660;2823;0.0016465;;;;1640;1774;40834;;1736;1721;2838;3221
ftv38.atsp;100;0.1;10;0.9;0;0;660;3152;0.0017361;;;;1641;1774;40834;;1737;1729;2841;3226
ftv38.atsp;100;0.1;10;0.9;0;0;660;3024;0.0016346;;;;1642;1774;40843;;1741;1730;2845;3227
ftv38.atsp;100;0.1;10;0.9;0;0;660;2726;0.0016326;;;;1642;1775;40848;;1743;1730;2846;3229
ftv38.atsp;100;0.1;10;0.9;0;0;660;2855;0.0016267;;;;1642;1775;40860;;1744;1735;2849;3230
ftv38.atsp;100;0.1;10;0.9;0;1;660;2920;0.0017105;;;;1643;1776;40861;;1744;1736;2850;3231
ftv38.atsp;100;0.1;10;0.9;0;1;660;2851;0.0017519;;;;1643;1777;40877;;1746;1739;2854;3233
ftv38.atsp;100;0.1;10;0.9;0;1;660;2435;0.0017501;;;;1643;1777;40878;;1750;1739;2857;3235
ftv38.atsp;100;0.1;10;0.9;0;1;660;2803;0.0017067;;;;1644;1777;40878;;1752;1739;2859;3237
ftv38.atsp;100;0.1;10;0.9;0;1;660;2609;0.0016671;;;;1644;1777;40880;;1756;1749;2864;3241
ftv38.atsp;100;0.1;10;0.9;0;1;660;2600;0.0016958;;;;1645;1778;40888;;1764;1749;2866;3243
ftv38.atsp;100;0.1;10;0.9;0;1;660;2571;0.0016646;;;;1645;1779;40894;;1766;1757;2868;3243
ftv38.atsp;100;0.1;10;0.9;0;1;660;2834;0.0016604;;;;1645;1779;40904;;1771;1758;2870;3247
ftv38.atsp;100;0.1;10;0.9;0;2;660;3724;0.0017337;;;;1645;1781;40907;;1771;1762;2875;3251
ftv38.atsp;100;0.1;10;0.9;0;2;660;3090;0.001643;;;;1645;1782;40923;;1772;1765;2878;3269
ftv38.atsp;100;0.1;10;0.9;0;2;660;3039;0.0016428;;;;1645;1782;40940;;1772;1766;2881;3271
ftv38.atsp;100;0.1;10;0.9;0;2;660;3261;0.0016427;;;;1646;1783;40940;;1772;1770;2885;3277
ftv38.atsp;100;0.1;10;0.9;0;2;660;3367;0.0016411;;;;1646;1784;40956;;1773;1771;2888;3285
ftv38.atsp;100;0.1;10;0.9;0;2;660;3419;0.0017124;;;;1646;1784;40960;;1776;1772;2889;3290
ftv38.atsp;100;0.1;10;0.9;0;2;660;2822;0.0019511;;;;1646;1784;40977;;1777;1772;2893;3303
ftv38.atsp;100;0.1;10;0.9;0;2;660;2565;0.0018082;;;;1646;1784;40980;;1782;1773;2909;3314
ftv38.atsp;100;0.1;10;0.95;1;0;1350;2672;0.0032906;;;;1647;1785;40982;;1784;1773;2914;3328
ftv38.atsp;100;0.1;10;0.95;1;0;1350;2423;0.0035601;;;;1647;1787;40987;;1785;1778;2917;3334
ftv38.atsp;100;0.1;10;0.95;1;0;1350;2259;0.003331;;;;1648;1788;41003;;1788;1779;2921;3335
ftv38.atsp;100;0.1;10;0.95;1;0;1350;2340;0.0033795;;;;1648;1788;41003;;1789;1782;2929;3336
ftv38.atsp;100;0.1;10;0.95;1;0;1350;2709;0.0039675;;;;1648;1789;41010;;1790;1787;2937;3351
ftv38.atsp;100;0.1;10;0.95;1;0;1350;2566;0.0033895;;;;1648;1789;41017;;1791;1791;2948;3360
ftv38.atsp;100;0.1;10;0.95;1;0;1350;2600;0.0032888;;;;1649;1790;41018;;1791;1794;2949;3363
ftv38.atsp;100;0.1;10;0.95;1;0;1350;2522;0.0033946;;;;1649;1790;41024;;1793;1795;2950;3364
ftv38.atsp;100;0.1;10;0.95;1;1;1350;2708;0.0035198;;;;1650;1790;41031;;1793;1798;2950;3367
ftv38.atsp;100;0.1;10;0.95;1;1;1350;2337;0.0036624;;;;1650;1791;41033;;1796;1798;2952;3369
ftv38.atsp;100;0.1;10;0.95;1;1;1350;2362;0.0033885;;;;1650;1791;41037;;1797;1798;2953;3370
ftv38.atsp;100;0.1;10;0.95;1;1;1350;2533;0.003583;;;;1650;1791;41051;;1799;1798;2954;3371
ftv38.atsp;100;0.1;10;0.95;1;1;1350;2415;0.0034707;;;;1650;1791;41056;;1805;1799;2955;3372
ftv38.atsp;100;0.1;10;0.95;1;1;1350;2421;0.0036443;;;;1650;1792;41058;;1806;1800;2958;3375
ftv38.atsp;100;0.1;10;0.95;1;1;1350;2293;0.0033874;;;;1650;1792;41073;;1806;1803;2958;3376
ftv38.atsp;100;0.1;10;0.95;1;1;1350;2562;0.0034746;;;;1650;1792;41074;;1806;1805;2958;3378
ftv38.atsp;100;0.1;10;0.95;1;2;1350;2695;0.0033857;;;;1650;1792;41075;;1808;1808;2958;3379
ftv38.atsp;100;0.1;10;0.95;1;2;1350;2957;0.0034045;;;;1650;1792;41079;;1809;1809;2961;3382
ftv38.atsp;100;0.1;10;0.95;1;2;1350;3118;0.0034208;;;;1650;1793;41080;;1812;1811;2961;3383
ftv38.atsp;100;0.1;10;0.95;1;2;1350;2636;0.0034652;;;;1651;1794;41087;;1813;1812;2964;3388
ftv38.atsp;100;0.1;10;0.95;1;2;1350;2529;0.0033812;;;;1651;1794;41088;;1817;1818;2966;3392
ftv38.atsp;100;0.1;10;0.95;1;2;1350;2635;0.0035307;;;;1651;1795;41089;;1818;1819;2969;3399
ftv38.atsp;100;0.1;10;0.95;1;2;1350;3112;0.0033607;;;;1652;1795;41092;;1820;1819;2974;3399
ftv38.atsp;100;0.1;10;0.95;1;2;1350;2765;0.0034733;;;;1652;1796;41096;;1821;1820;2976;3401
ftv38.atsp;100;0.1;10;0.95;0;0;1350;2578;0.0036174;;;;1653;1796;41108;;1821;1825;2981;3401
ftv38.atsp;100;0.1;10;0.95;0;0;1350;2400;0.0033937;;;;1653;1796;41110;;1822;1828;2983;3404
ftv38.atsp;100;0.1;10;0.95;0;0;1350;2584;0.0032779;;;;1654;1797;41114;;1823;1833;2990;3406
ftv38.atsp;100;0.1;10;0.95;0;0;1350;2454;0.0033153;;;;1654;1797;41117;;1825;1834;2991;3406
ftv38.atsp;100;0.1;10;0.95;0;0;1350;2771;0.0035579;;;;1654;1797;41128;;1826;1835;2992;3408
ftv38.atsp;100;0.1;10;0.95;0;0;1350;2593;0.003655;;;;1654;1797;41131;;1827;1837;2992;3408
ftv38.atsp;100;0.1;10;0.95;0;0;1350;2248;0.0033351;;;;1654;1797;41131;;1827;1837;2993;3410
ftv38.atsp;100;0.1;10;0.95;0;0;1350;2459;0.0035904;;;;1654;1798;41142;;1827;1838;2993;3410
ftv38.atsp;100;0.1;10;0.95;0;1;1350;2557;0.0037913;;;;1655;1798;41148;;1829;1838;2998;3411
ftv38.atsp;100;0.1;10;0.95;0;1;1350;2318;0.0033856;;;;1655;1799;41159;;1833;1838;2998;3411
ftv38.atsp;100;0.1;10;0.95;0;1;1350;2340;0.0035464;;;;1655;1799;41165;;1833;1838;2998;3412
ftv38.atsp;100;0.1;10;0.95;0;1;1350;2215;0.0035497;;;;1656;1799;41172;;1835;1842;2999;3412
ftv38.atsp;100;0.1;10;0.95;0;1;1350;2578;0.0036467;;;;1656;1799;41172;;1836;1846;3000;3413
ftv38.atsp;100;0.1;10;0.95;0;1;1350;2586;0.0044265;;;;1657;1799;41182;;1836;1847;3000;3413
ftv38.atsp;100;0.1;10;0.95;0;1;1350;2329;0.0045365;;;;1657;1799;41185;;1836;1848;3001;3415
ftv38.atsp;100;0.1;10;0.95;0;1;1350;2323;0.0034051;;;;1657;1800;41188;;1837;1848;3002;3416
ftv38.atsp;100;0.1;10;0.95;0;2;1350;2850;0.0033508;;;;1657;1800;41190;;1842;1852;3002;3416
ftv38.atsp;100;0.1;10;0.95;0;2;1350;2759;0.0039208;;;;1658;1801;41194;;1843;1855;3004;3417
ftv38.atsp;100;0.1;10;0.95;0;2;1350;2876;0.0036786;;;;1658;1801;41197;;1843;1855;3005;3419
ftv38.atsp;100;0.1;10;0.95;0;2;1350;2722;0.0033913;;;;1659;1801;41199;;1844;1855;3005;3420
ftv38.atsp;100;0.1;10;0.95;0;2;1350;2845;0.0033552;;;;1659;1801;41203;;1844;1856;3006;3420
ftv38.atsp;100;0.1;10;0.95;0;2;1350;2396;0.0034691;;;;1660;1801;41207;;1844;1857;3007;3423
ftv38.atsp;100;0.1;10;0.95;0;2;1350;2648;0.0038906;;;;1660;1802;41216;;1844;1860;3008;3423
ftv38.atsp;100;0.1;10;0.95;0;2;1350;2490;0.0034231;;;;1660;1802;41224;;1844;1863;3008;3424
ftv38.atsp;100;0.1;10;0.99;1;0;6880;1977;0.0177403;;;;1661;1803;41229;;1846;1868;3008;3424
ftv38.atsp;100;0.1;10;0.99;1;0;6880;2043;0.0172175;;;;1661;1803;41232;;1847;1872;3011;3428
ftv38.atsp;100;0.1;10;0.99;1;0;6880;2036;0.0171304;;;;1661;1803;41234;;1850;1876;3011;3428
ftv38.atsp;100;0.1;10;0.99;1;0;6880;1998;0.0172358;;;;1661;1803;41241;;1851;1876;3012;3431
ftv38.atsp;100;0.1;10;0.99;1;0;6880;2050;0.017203;;;;1661;1803;41243;;1853;1877;3013;3432
ftv38.atsp;100;0.1;10;0.99;1;0;6880;2022;0.0170682;;;;1662;1803;41248;;1854;1878;3014;3432
ftv38.atsp;100;0.1;10;0.99;1;0;6880;2092;0.0169666;;;;1662;1803;41252;;1854;1880;3014;3432
ftv38.atsp;100;0.1;10;0.99;1;0;6880;2156;0.0171636;;;;1662;1803;41267;;1856;1881;3016;3433
ftv38.atsp;100;0.1;10;0.99;1;1;6880;1922;0.0184909;;;;1662;1804;41268;;1857;1883;3018;3433
ftv38.atsp;100;0.1;10;0.99;1;1;6880;1802;0.0181528;;;;1663;1804;41269;;1864;1888;3019;3435
ftv38.atsp;100;0.1;10;0.99;1;1;6880;1869;0.0184713;;;;1663;1805;41285;;1865;1889;3020;3435
ftv38.atsp;100;0.1;10;0.99;1;1;6880;1923;0.0174913;;;;1663;1806;41287;;1867;1889;3021;3437
ftv38.atsp;100;0.1;10;0.99;1;1;6880;2032;0.0187016;;;;1663;1807;41314;;1868;1893;3022;3438
ftv38.atsp;100;0.1;10;0.99;1;1;6880;1862;0.0182174;;;;1663;1807;41314;;1868;1894;3022;3438
ftv38.atsp;100;0.1;10;0.99;1;1;6880;2049;0.0175896;;;;1664;1808;41317;;1871;1898;3023;3439
ftv38.atsp;100;0.1;10;0.99;1;1;6880;1966;0.0175371;;;;1664;1808;41319;;1871;1898;3024;3439
ftv38.atsp;100;0.1;10;0.99;1;2;6880;2365;0.0175935;;;;1664;1808;41319;;1875;1899;3025;3440
ftv38.atsp;100;0.1;10;0.99;1;2;6880;2252;0.0187937;;;;1665;1809;41329;;1880;1900;3026;3445
ftv38.atsp;100;0.1;10;0.99;1;2;6880;2279;0.0173328;;;;1665;1809;41342;;1880;1905;3029;3445
ftv38.atsp;100;0.1;10;0.99;1;2;6880;2479;0.0174788;;;;1665;1810;41345;;1881;1905;3029;3448
ftv38.atsp;100;0.1;10;0.99;1;2;6880;2729;0.0173787;;;;1666;1811;41345;;1881;1905;3031;3449
ftv38.atsp;100;0.1;10;0.99;1;2;6880;2237;0.0176818;;;;1666;1812;41349;;1882;1907;3031;3449
ftv38.atsp;100;0.1;10;0.99;1;2;6880;2412;0.0173241;;;;1667;1812;41355;;1883;1908;3032;3451
ftv38.atsp;100;0.1;10;0.99;1;2;6880;2382;0.0174522;;;;1667;1812;41357;;1884;1910;3032;3452
ftv38.atsp;100;0.1;10;0.99;0;0;6880;1934;0.0169183;;;;1667;1814;41366;;1884;1912;3033;3452
ftv38.atsp;100;0.1;10;0.99;0;0;6880;2018;0.0175199;;;;1667;1814;41370;;1887;1914;3034;3454
ftv38.atsp;100;0.1;10;0.99;0;0;6880;2409;0.0177232;;;;1668;1814;41370;;1887;1920;3034;3456
ftv38.atsp;100;0.1;10;0.99;0;0;6880;2154;0.0168509;;;;1668;1814;41372;;1890;1920;3035;3457
ftv38.atsp;100;0.1;10;0.99;0;0;6880;2180;0.0174543;;;;1668;1814;41375;;1890;1921;3036;3460
ftv38.atsp;100;0.1;10;0.99;0;0;6880;1917;0.017242;;;;1668;1815;41390;;1893;1922;3037;3462
ftv38.atsp;100;0.1;10;0.99;0;0;6880;1908;0.0175002;;;;1668;1815;41391;;1893;1922;3040;3463
ftv38.atsp;100;0.1;10;0.99;0;0;6880;2056;0.0181571;;;;1669;1816;41396;;1893;1924;3041;3469
ftv38.atsp;100;0.1;10;0.99;0;1;6880;2052;0.0175934;;;;1669;1816;41399;;1893;1924;3041;3469
ftv38.atsp;100;0.1;10;0.99;0;1;6880;1753;0.0174492;;;;1669;1816;41401;;1894;1925;3041;3471
ftv38.atsp;100;0.1;10;0.99;0;1;6880;1816;0.0180072;;;;1669;1817;41403;;1895;1928;3044;3471
ftv38.atsp;100;0.1;10;0.99;0;1;6880;1854;0.0239674;;;;1670;1817;41404;;1896;1935;3045;3471
ftv38.atsp;100;0.1;10;0.99;0;1;6880;1686;0.0184577;;;;1670;1817;41410;;1896;1936;3045;3473
ftv38.atsp;100;0.1;10;0.99;0;1;6880;1865;0.0173992;;;;1670;1818;41418;;1898;1937;3046;3473
ftv38.atsp;100;0.1;10;0.99;0;1;6880;1809;0.0175054;;;;1670;1818;41434;;1898;1938;3046;3473
ftv38.atsp;100;0.1;10;0.99;0;1;6880;1928;0.0187612;;;;1670;1818;41440;;1899;1940;3047;3475
ftv38.atsp;100;0.1;10;0.99;0;2;6880;2340;0.0178981;;;;1670;1819;41441;;1902;1947;3049;3478
ftv38.atsp;100;0.1;10;0.99;0;2;6880;2680;0.0183535;;;;1670;1819;41448;;1903;1947;3051;3478
ftv38.atsp;100;0.1;10;0.99;0;2;6880;2383;0.0173962;;;;1671;1819;41450;;1903;1949;3052;3479
ftv38.atsp;100;0.1;10;0.99;0;2;6880;2273;0.0173323;;;;1671;1820;41454;;1905;1949;3052;3479
ftv38.atsp;100;0.1;10;0.99;0;2;6880;2184;0.0173047;;;;1671;1820;41469;;1906;1954;3053;3479
ftv38.atsp;100;0.1;10;0.99;0;2;6880;2182;0.0182945;;;;1671;1821;41470;;1907;1954;3055;3481
ftv38.atsp;100;0.1;10;0.99;0;2;6880;2463;0.0173496;;;;1671;1821;41479;;1907;1954;3056;3482
ftv38.atsp;100;0.1;10;0.99;0;2;6880;2190;0.0173723;;;;1672;1821;41492;;1908;1958;3057;3488
ftv38.atsp;100;0.1;100;0.85;1;0;4300;2304;0.0105343;;;;1672;1821;41492;;1912;1963;3058;3489
ftv38.atsp;100;0.1;100;0.85;1;0;4300;2392;0.0106783;;;;1672;1822;41506;;1913;1972;3063;3492
ftv38.atsp;100;0.1;100;0.85;1;0;4300;2425;0.0108881;;;;1673;1823;41508;;1913;1973;3064;3493
ftv38.atsp;100;0.1;100;0.85;1;0;4300;2083;0.0112421;;;;1673;1823;41514;;1914;1973;3065;3494
ftv38.atsp;100;0.1;100;0.85;1;0;4300;2113;0.0105845;;;;1673;1823;41524;;1916;1974;3066;3497
ftv38.atsp;100;0.1;100;0.85;1;0;4300;2290;0.0106969;;;;1673;1823;41526;;1917;1975;3067;3497
ftv38.atsp;100;0.1;100;0.85;1;0;4300;2063;0.0105956;;;;1674;1824;41528;;1918;1975;3068;3499
ftv38.atsp;100;0.1;100;0.85;1;0;4300;2154;0.0116004;;;;1674;1824;41543;;1920;1981;3068;3499
ftv38.atsp;100;0.1;100;0.85;1;1;4300;1922;0.0119527;;;;1674;1824;41548;;1922;1983;3070;3501
ftv38.atsp;100;0.1;100;0.85;1;1;4300;1965;0.0111098;;;;1675;1825;41557;;1922;1989;3071;3501
ftv38.atsp;100;0.1;100;0.85;1;1;4300;2141;0.0114083;;;;1675;1825;41558;;1923;1995;3072;3502
ftv38.atsp;100;0.1;100;0.85;1;1;4300;2007;0.0110787;;;;1675;1825;41563;;1926;1995;3073;3512
ftv38.atsp;100;0.1;100;0.85;1;1;4300;2123;0.0110831;;;;1675;1826;41573;;1929;1996;3073;3519
ftv38.atsp;100;0.1;100;0.85;1;1;4300;1952;0.0110036;;;;1675;1826;41575;;1930;1998;3075;3519
ftv38.atsp;100;0.1;100;0.85;1;1;4300;2101;0.0108953;;;;1676;1827;41580;;1931;1999;3076;3522
ftv38.atsp;100;0.1;100;0.85;1;1;4300;2001;0.0108914;;;;1676;1827;41583;;1932;2004;3077;3522
ftv38.atsp;100;0.1;100;0.85;1;2;4300;2382;0.0107076;;;;1676;1827;41585;;1940;2005;3079;3523
ftv38.atsp;100;0.1;100;0.85;1;2;4300;2637;0.0107844;;;;1676;1827;41597;;1943;2011;3081;3523
ftv38.atsp;100;0.1;100;0.85;1;2;4300;2101;0.0106852;;;;1677;1828;41602;;1943;2012;3082;3527
ftv38.atsp;100;0.1;100;0.85;1;2;4300;2633;0.0127363;;;;1677;1828;41615;;1944;2015;3083;3528
ftv38.atsp;100;0.1;100;0.85;1;2;4300;2558;0.011175;;;;1677;1828;41616;;1945;2016;3084;3535
ftv38.atsp;100;0.1;100;0.85;1;2;4300;2761;0.0108584;;;;1677;1829;41620;;1948;2023;3086;3538
ftv38.atsp;100;0.1;100;0.85;1;2;4300;2174;0.0109793;;;;1677;1830;41628;;1948;2027;3087;3540
ftv38.atsp;100;0.1;100;0.85;1;2;4300;2641;0.0107243;;;;1677;1830;41633;;1952;2027;3090;3545
ftv38.atsp;100;0.1;100;0.85;0;0;4300;2247;0.0107467;;;;1678;1830;41636;;1955;2028;3090;3546
ftv38.atsp;100;0.1;100;0.85;0;0;4300;2232;0.0114291;;;;1678;1830;41644;;1955;2029;3097;3559
ftv38.atsp;100;0.1;100;0.85;0;0;4300;2213;0.0106754;;;;1678;1831;41648;;1956;2030;3097;3565
ftv38.atsp;100;0.1;100;0.85;0;0;4300;2116;0.0107722;;;;1679;1832;41648;;1958;2031;3099;3567
ftv38.atsp;100;0.1;100;0.85;0;0;4300;2165;0.0107349;;;;1680;1832;41651;;1960;2031;3108;3576
ftv38.atsp;100;0.1;100;0.85;0;0;4300;1946;0.0114906;;;;1680;1833;41658;;1963;2035;3108;3581
ftv38.atsp;100;0.1;100;0.85;0;0;4300;2134;0.0108168;;;;1680;1835;41673;;1963;2042;3119;3592
ftv38.atsp;100;0.1;100;0.85;0;0;4300;2083;0.0106653;;;;1681;1835;41674;;1963;2042;3123;3592
ftv38.atsp;100;0.1;100;0.85;0;1;4300;1933;0.0109928;;;;1681;1835;41686;;1964;2045;3129;3592
ftv38.atsp;100;0.1;100;0.85;0;1;4300;1754;0.0114633;;;;1681;1835;41689;;1965;2045;3149;3601
