Instancja;Poczatkowa;Minimalna;Liczba iteracji;Chlodzenie;Typ alg;Sasiedztwo;Razem iteracji;Optimum;Czas
ftv47.atsp;100;0.001;100;0.85;1;1;7100;2532;0.0186626
ftv47.atsp;1000;0.01;1000;0.99;1;2;1146000;2532;3.06361
ftv47.atsp;1000;0.001;1000;0.99;1;2;1375000;2533;3.43256
ftv47.atsp;1000;0.01;1000;0.85;1;2;71000;2534;0.193332
ftv47.atsp;1000;0.01;100;0.85;1;1;7100;2537;0.0186726
ftv47.atsp;100;0.001;1000;0.99;1;2;1146000;2538;2.98882
ftv47.atsp;100;0.1;10;0.99;1;0;6880;2539;0.0175214
ftv47.atsp;1000;0.01;10;0.99;1;0;11460;2540;0.0298853
ftv47.atsp;100;0.1;100;0.85;1;1;4300;2543;0.0118795
ftv47.atsp;1000;0.01;100;0.9;1;0;11000;2543;0.0371267
ftv47.atsp;1000;0.001;100;0.85;1;0;8600;2545;0.0212009
ftv47.atsp;100;0.1;1000;0.99;1;2;688000;2546;1.94993
ftv47.atsp;100;0.001;1000;0.99;1;2;1146000;2546;2.96945
ftv47.atsp;100;0.001;1000;0.99;1;2;1146000;2547;3.63205
ftv47.atsp;100;0.1;100;0.95;1;0;13500;2549;0.0348633
ftv47.atsp;100;0.1;100;0.9;1;1;6600;2550;0.0170261
ftv47.atsp;100;0.01;100;0.95;1;0;18000;2551;0.043776
ftv47.atsp;100;0.001;100;0.9;1;0;11000;2552;0.0273679
ftv47.atsp;100;0.01;100;0.9;1;0;8800;2553;0.0214481
ftv47.atsp;1000;0.001;1000;0.99;1;2;1375000;2554;3.46741
ftv47.atsp;1000;0.001;1000;0.9;1;2;132000;2555;0.34395
ftv47.atsp;1000;0.01;100;0.99;1;2;114600;2556;0.332009
ftv47.atsp;100;0.1;100;0.9;1;0;6600;2557;0.0168003
ftv47.atsp;100;0.1;100;0.95;1;0;13500;2557;0.0342641
ftv47.atsp;1000;0.01;1000;0.95;1;2;225000;2557;0.596238
ftv47.atsp;100;0.1;100;0.9;1;1;6600;2559;0.0174015
ftv47.atsp;100;0.01;1000;0.99;1;2;917000;2559;2.43333
ftv47.atsp;1000;0.1;100;0.99;1;2;91700;2560;0.241843
ftv47.atsp;1000;0.001;100;0.85;1;0;8600;2561;0.024094
ftv47.atsp;1000;0.001;100;0.9;1;0;13200;2562;0.0323727
ftv47.atsp;1000;0.1;100;0.9;1;0;8800;2563;0.0231857
ftv47.atsp;100;0.1;1000;0.95;1;2;135000;2564;0.342494
ftv47.atsp;100;0.01;1000;0.95;1;2;180000;2564;0.457164
ftv47.atsp;1000;0.1;1000;0.95;1;2;180000;2567;0.497995
ftv47.atsp;1000;0.1;100;0.9;1;0;8800;2568;0.021976
ftv47.atsp;1000;0.01;10;0.99;1;0;11460;2568;0.0301793
ftv47.atsp;1000;0.01;10;0.99;1;1;11460;2568;0.044401
ftv47.atsp;1000;0.01;100;0.95;1;0;22500;2570;0.0613951
ftv47.atsp;1000;0.001;10;0.99;1;0;13750;2571;0.0351816
ftv47.atsp;1000;0.01;100;0.95;1;0;22500;2572;0.0699384
ftv47.atsp;1000;0.001;100;0.9;1;0;13200;2573;0.0324333
ftv47.atsp;100;0.01;100;0.9;1;0;8800;2575;0.0218239
ftv47.atsp;100;0.001;100;0.99;1;2;114600;2576;0.299452
ftv47.atsp;100;0.01;10;0.99;1;0;9170;2578;0.0227103
ftv47.atsp;100;0.01;1000;0.99;1;2;917000;2580;2.34953
ftv47.atsp;1000;0.01;100;0.9;1;0;11000;2581;0.0288779
ftv47.atsp;1000;0.001;10;0.95;1;1;2700;2581;0.0068052
ftv47.atsp;100;0.01;10;0.99;1;0;9170;2582;0.0229054
ftv47.atsp;100;0.1;100;0.99;1;2;68800;2583;0.17785
ftv47.atsp;1000;0.001;100;0.95;1;0;27000;2583;0.0684999
ftv47.atsp;100;0.001;100;0.99;1;2;114600;2584;0.297931
ftv47.atsp;100;0.001;100;0.85;1;0;7100;2585;0.018167
ftv47.atsp;100;0.01;1000;0.99;1;2;917000;2587;2.36171
ftv47.atsp;1000;0.001;1000;0.95;1;2;270000;2587;0.672523
ftv47.atsp;1000;0.001;1000;0.99;1;2;1375000;2587;3.48293
ftv47.atsp;100;0.01;1000;0.9;1;2;88000;2588;0.219533
ftv47.atsp;1000;0.1;1000;0.99;1;2;917000;2588;2.29458
ftv47.atsp;1000;0.01;10;0.99;1;0;11460;2590;0.0356799
ftv47.atsp;1000;0.001;100;0.85;1;0;8600;2594;0.0214155
ftv47.atsp;100;0.001;100;0.9;1;1;11000;2595;0.0287028
ftv47.atsp;100;0.1;10;0.99;1;1;6880;2597;0.0175355
ftv47.atsp;1000;0.01;10;0.99;1;0;11460;2597;0.0318251
ftv47.atsp;100;0.01;100;0.9;1;0;8800;2598;0.0228827
ftv47.atsp;1000;0.001;1000;0.9;1;2;132000;2598;0.333873
ftv47.atsp;1000;0.001;100;0.85;1;0;8600;2599;0.047909
ftv47.atsp;100;0.1;1000;0.9;1;2;66000;2600;0.171269
ftv47.atsp;1000;0.1;10;0.99;1;0;9170;2601;0.0226932
ftv47.atsp;1000;0.001;100;0.85;1;1;8600;2602;0.0222772
ftv47.atsp;100;0.001;100;0.95;1;0;22500;2603;0.0557694
ftv47.atsp;100;0.001;1000;0.99;1;2;1146000;2603;2.96041
ftv47.atsp;1000;0.1;10;0.99;1;0;9170;2606;0.0244911
ftv47.atsp;100;0.001;1000;0.99;1;2;1146000;2607;3.03356
ftv47.atsp;1000;0.1;100;0.85;1;1;5700;2607;0.0153879
ftv47.atsp;1000;0.001;10;0.95;1;1;2700;2607;0.006601
ftv47.atsp;100;0.1;10;0.99;1;0;6880;2608;0.0250359
ftv47.atsp;100;0.01;10;0.99;1;0;9170;2608;0.0227493
ftv47.atsp;100;0.001;1000;0.9;1;2;110000;2608;0.271824
ftv47.atsp;1000;0.1;1000;0.95;1;2;180000;2610;0.550145
ftv47.atsp;1000;0.01;10;0.99;1;0;11460;2612;0.0296952
ftv47.atsp;1000;0.01;100;0.9;1;0;11000;2615;0.0321651
ftv47.atsp;1000;0.01;100;0.99;1;2;114600;2615;0.290758
ftv47.atsp;1000;0.001;100;0.9;1;0;13200;2616;0.0336388
ftv47.atsp;1000;0.01;100;0.9;1;0;11000;2617;0.0283361
ftv47.atsp;1000;0.001;10;0.95;1;1;2700;2617;0.006975
ftv47.atsp;100;0.1;100;0.85;1;1;4300;2618;0.011546
ftv47.atsp;100;0.01;10;0.99;1;0;9170;2618;0.0224373
ftv47.atsp;100;0.01;1000;0.99;1;2;917000;2619;2.54306
ftv47.atsp;1000;0.1;100;0.85;1;1;5700;2619;0.0144764
ftv47.atsp;100;0.1;100;0.85;1;1;4300;2620;0.0114606
ftv47.atsp;100;0.1;1000;0.95;1;2;135000;2620;0.363475
ftv47.atsp;100;0.001;10;0.95;1;1;2250;2620;0.0059275
ftv47.atsp;1000;0.001;10;0.99;1;0;13750;2622;0.0352177
ftv47.atsp;1000;0.1;100;0.95;1;0;18000;2623;0.0461079
ftv47.atsp;1000;0.1;1000;0.99;1;2;917000;2623;2.38114
ftv47.atsp;1000;0.01;100;0.99;1;2;114600;2623;0.3009
ftv47.atsp;1000;0.01;1000;0.9;1;2;110000;2623;0.28834
ftv47.atsp;1000;0.01;10;0.99;1;2;11460;2624;0.0302763
ftv47.atsp;1000;0.1;100;0.85;1;1;5700;2625;0.0143861
ftv47.atsp;1000;0.1;100;0.95;1;0;18000;2625;0.0478206
ftv47.atsp;100;0.01;1000;0.99;1;2;917000;2626;2.36846
ftv47.atsp;100;0.1;10;0.99;1;0;6880;2630;0.0173832
ftv47.atsp;1000;0.1;1000;0.95;1;2;180000;2630;0.482484
ftv47.atsp;100;0.01;100;0.85;1;0;5700;2633;0.014008
ftv47.atsp;100;0.01;100;0.99;1;2;91700;2635;0.226107
ftv47.atsp;1000;0.01;100;0.85;1;0;7100;2636;0.0200884
ftv47.atsp;100;0.001;100;0.9;1;0;11000;2638;0.027692
ftv47.atsp;100;0.1;1000;0.9;1;2;66000;2639;0.169558
ftv47.atsp;1000;0.001;1000;0.99;1;2;1375000;2639;3.46945
ftv47.atsp;100;0.001;100;0.85;1;0;7100;2640;0.0200996
ftv47.atsp;100;0.001;10;0.99;1;0;11460;2641;0.0287224
ftv47.atsp;100;0.001;1000;0.95;1;2;225000;2641;0.573159
ftv47.atsp;100;0.1;1000;0.85;1;2;43000;2646;0.106981
ftv47.atsp;1000;0.1;100;0.9;1;0;8800;2647;0.0220348
ftv47.atsp;1000;0.1;1000;0.85;1;2;57000;2649;0.182334
ftv47.atsp;1000;0.1;100;0.99;1;2;91700;2650;0.262421
ftv47.atsp;1000;0.1;10;0.99;1;1;9170;2651;0.0245565
ftv47.atsp;1000;0.01;100;0.85;1;1;7100;2654;0.019365
ftv47.atsp;100;0.001;1000;0.95;1;2;225000;2655;0.562953
ftv47.atsp;1000;0.1;100;0.9;1;0;8800;2655;0.0258987
ftv47.atsp;1000;0.1;10;0.99;1;1;9170;2656;0.0233971
ftv47.atsp;1000;0.001;100;0.85;1;0;8600;2656;0.0215965
ftv47.atsp;100;0.1;100;0.85;1;1;4300;2657;0.0113418
ftv47.atsp;1000;0.1;1000;0.85;1;2;57000;2658;0.200801
ftv47.atsp;1000;0.1;100;0.85;1;0;5700;2661;0.0145761
ftv47.atsp;1000;0.001;100;0.9;1;0;13200;2661;0.0326299
ftv47.atsp;100;0.01;100;0.85;1;0;5700;2662;0.0139083
ftv47.atsp;100;0.1;1000;0.99;1;2;688000;2663;sty.53
ftv47.atsp;100;0.01;100;0.85;1;0;5700;2664;0.0140853
ftv47.atsp;100;0.01;1000;0.9;1;2;88000;2664;0.230353
ftv47.atsp;100;0.001;10;0.95;1;1;2250;2665;0.0058675
ftv47.atsp;1000;0.01;1000;0.85;1;2;71000;2666;0.185944
ftv47.atsp;1000;0.001;10;0.99;1;0;13750;2666;0.0349669
ftv47.atsp;100;0.001;1000;0.85;1;2;71000;2667;0.18887
ftv47.atsp;1000;0.1;1000;0.9;1;2;88000;2668;0.241888
ftv47.atsp;1000;0.01;100;0.85;1;1;7100;2668;0.018824
ftv47.atsp;1000;0.1;10;0.99;1;0;9170;2669;0.0236217
ftv47.atsp;1000;0.001;1000;0.95;1;2;270000;2670;0.697937
ftv47.atsp;100;0.001;1000;0.95;1;2;225000;2672;0.593325
ftv47.atsp;100;0.01;100;0.9;1;0;8800;2673;0.0225454
ftv47.atsp;100;0.01;100;0.85;1;0;5700;2674;0.0142457
ftv47.atsp;100;0.001;10;0.99;1;0;11460;2674;0.0307256
ftv47.atsp;1000;0.001;100;0.9;1;0;13200;2674;0.0318366
ftv47.atsp;100;0.001;1000;0.85;1;2;71000;2676;0.190455
ftv47.atsp;1000;0.1;100;0.95;1;0;18000;2677;0.0477723
ftv47.atsp;1000;0.01;100;0.95;1;0;22500;2677;0.0599973
ftv47.atsp;1000;0.001;1000;0.9;1;2;132000;2678;0.327203
ftv47.atsp;100;0.01;100;0.95;1;0;18000;2679;0.0440521
ftv47.atsp;100;0.1;100;0.85;1;1;4300;2680;0.0109597
ftv47.atsp;1000;0.01;100;0.9;1;0;11000;2680;0.028458
ftv47.atsp;100;0.001;100;0.9;1;2;11000;2681;0.028755
ftv47.atsp;100;0.1;10;0.99;1;1;6880;2682;0.0178378
ftv47.atsp;1000;0.01;100;0.95;1;2;22500;2682;0.0593074
ftv47.atsp;100;0.1;1000;0.95;1;2;135000;2683;0.366566
ftv47.atsp;100;0.001;100;0.85;1;0;7100;2683;0.018498
ftv47.atsp;100;0.1;10;0.99;1;0;6880;2686;0.0189544
ftv47.atsp;100;0.001;100;0.85;1;0;7100;2686;0.0179903
ftv47.atsp;1000;0.1;100;0.85;1;1;5700;2688;0.0149065
ftv47.atsp;100;0.1;100;0.85;1;1;4300;2689;0.0111969
ftv47.atsp;100;0.001;1000;0.9;1;2;110000;2693;0.284513
ftv47.atsp;1000;0.01;100;0.85;1;0;7100;2694;0.0201008
ftv47.atsp;1000;0.001;1000;0.99;1;2;1375000;2695;3.52627
ftv47.atsp;100;0.1;100;0.85;1;2;4300;2696;0.0115467
ftv47.atsp;100;0.001;100;0.85;1;0;7100;2697;0.018044
ftv47.atsp;1000;0.1;100;0.85;1;1;5700;2697;0.0154553
ftv47.atsp;1000;0.1;100;0.95;1;0;18000;2697;0.0455904
ftv47.atsp;1000;0.1;100;0.9;1;1;8800;2698;0.0231918
ftv47.atsp;1000;0.1;1000;0.99;1;2;917000;2702;2.31357
ftv47.atsp;100;0.1;100;0.9;1;1;6600;2703;0.0171389
ftv47.atsp;1000;0.1;1000;0.95;1;2;180000;2704;0.492416
ftv47.atsp;1000;0.001;1000;0.95;1;2;270000;2704;0.673874
ftv47.atsp;100;0.1;100;0.85;1;0;4300;2705;0.0111015
ftv47.atsp;100;0.01;1000;0.95;1;2;180000;2705;0.44566
ftv47.atsp;100;0.1;100;0.9;1;0;6600;2707;0.0165552
ftv47.atsp;1000;0.1;100;0.9;1;2;8800;2707;0.0221331
ftv47.atsp;1000;0.01;100;0.85;1;0;7100;2708;0.0240649
ftv47.atsp;1000;0.01;1000;0.99;1;2;1146000;2709;3.1718
ftv47.atsp;100;0.1;100;0.95;1;0;13500;2710;0.0348196
ftv47.atsp;1000;0.1;100;0.85;1;1;5700;2711;0.014846
ftv47.atsp;1000;0.1;1000;0.9;1;2;88000;2711;0.241859
ftv47.atsp;1000;0.001;100;0.9;1;0;13200;2711;0.0318638
ftv47.atsp;1000;0.001;10;0.99;1;0;13750;2713;0.0346267
ftv47.atsp;100;0.1;1000;0.9;1;2;66000;2714;0.171547
ftv47.atsp;100;0.1;10;0.99;1;0;6880;2715;0.0179431
ftv47.atsp;100;0.01;100;0.99;1;2;91700;2715;0.228126
ftv47.atsp;1000;0.01;10;0.99;1;0;11460;2717;0.0302927
ftv47.atsp;1000;0.001;100;0.85;1;0;8600;2717;0.0215437
ftv47.atsp;1000;0.1;100;0.99;1;2;91700;2718;0.269488
ftv47.atsp;100;0.001;10;0.99;1;0;11460;2719;0.0289942
ftv47.atsp;1000;0.001;100;0.9;1;0;13200;2720;0.0324228
ftv47.atsp;100;0.1;100;0.99;1;2;68800;2721;0.181832
ftv47.atsp;100;0.001;100;0.85;1;0;7100;2721;0.0182756
ftv47.atsp;100;0.001;1000;0.85;1;2;71000;2723;0.19205
ftv47.atsp;100;0.001;100;0.99;1;2;114600;2724;0.35412
ftv47.atsp;100;0.001;1000;0.9;1;2;110000;2724;0.275674
ftv47.atsp;100;0.1;1000;0.95;1;2;135000;2726;0.343194
ftv47.atsp;100;0.001;100;0.9;1;0;11000;2726;0.0281939
ftv47.atsp;100;0.001;10;0.95;1;1;2250;2727;0.0059246
ftv47.atsp;100;0.1;100;0.9;1;0;6600;2731;0.0164786
ftv47.atsp;100;0.01;10;0.95;1;1;1800;2732;0.0052736
ftv47.atsp;100;0.01;100;0.99;1;2;91700;2732;0.231531
ftv47.atsp;1000;0.1;1000;0.99;1;2;917000;2733;2.41053
ftv47.atsp;1000;0.001;10;0.95;1;1;2700;2734;0.0067616
ftv47.atsp;1000;0.001;1000;0.99;1;2;1375000;2735;mar.78
ftv47.atsp;1000;0.001;100;0.9;1;0;13200;2739;0.0319998
ftv47.atsp;1000;0.001;100;0.95;1;2;27000;2741;0.0713987
ftv47.atsp;100;0.001;100;0.99;1;2;114600;2742;0.316397
ftv47.atsp;100;0.01;10;0.99;1;0;9170;2744;0.0237348
ftv47.atsp;100;0.001;10;0.9;1;1;1100;2744;0.0028514
ftv47.atsp;100;0.001;10;0.99;1;0;11460;2744;0.0299583
ftv47.atsp;1000;0.1;100;0.9;1;0;8800;2745;0.0221669
ftv47.atsp;100;0.01;1000;0.9;1;2;88000;2747;0.222063
ftv47.atsp;100;0.01;1000;0.95;1;2;180000;2747;0.455873
ftv47.atsp;100;0.001;1000;0.9;1;2;110000;2748;0.279182
ftv47.atsp;100;0.1;100;0.9;1;0;6600;2749;0.0163623
ftv47.atsp;1000;0.1;1000;0.85;1;2;57000;2749;0.168387
ftv47.atsp;1000;0.001;100;0.99;1;2;137500;2749;0.38303
ftv47.atsp;1000;0.001;1000;0.85;1;2;86000;2750;0.239417
ftv47.atsp;1000;0.1;1000;0.9;1;2;88000;2751;0.233636
ftv47.atsp;100;0.1;100;0.85;1;0;4300;2752;0.0109831
ftv47.atsp;1000;0.001;1000;0.85;1;2;86000;2752;0.21573
ftv47.atsp;100;0.1;1000;0.85;1;2;43000;2753;0.110384
ftv47.atsp;100;0.01;100;0.99;1;2;91700;2753;0.227548
ftv47.atsp;100;0.001;10;0.95;1;1;2250;2754;0.0057197
ftv47.atsp;100;0.1;100;0.9;1;0;6600;2755;0.017008
ftv47.atsp;1000;0.01;100;0.99;1;2;114600;2755;0.306775
ftv47.atsp;1000;0.01;1000;0.95;1;2;225000;2755;0.612445
ftv47.atsp;1000;0.01;100;0.99;1;2;114600;2757;0.307699
ftv47.atsp;100;0.001;100;0.85;1;0;7100;2758;0.0188868
ftv47.atsp;100;0.001;10;0.95;1;1;2250;2759;0.0058271
ftv47.atsp;1000;0.001;10;0.95;1;1;2700;2759;0.0068092
ftv47.atsp;100;0.001;10;0.99;1;2;11460;2761;0.0296956
ftv47.atsp;1000;0.01;1000;0.95;1;2;225000;2761;0.603189
ftv47.atsp;100;0.01;1000;0.95;1;2;180000;2762;0.494519
ftv47.atsp;100;0.01;10;0.95;1;0;1800;2763;0.0047446
ftv47.atsp;1000;0.1;100;0.99;1;2;91700;2763;0.237025
ftv47.atsp;100;0.001;1000;0.95;1;2;225000;2764;0.569092
ftv47.atsp;1000;0.1;100;0.85;1;0;5700;2764;0.0146823
ftv47.atsp;1000;0.1;100;0.9;1;2;8800;2764;0.0228182
ftv47.atsp;1000;0.01;10;0.95;1;1;2250;2765;0.0071573
ftv47.atsp;1000;0.001;1000;0.85;1;2;86000;2766;0.213757
ftv47.atsp;100;0.1;10;0.99;1;2;6880;2767;0.0187476
ftv47.atsp;1000;0.01;10;0.99;1;0;11460;2773;0.0294435
ftv47.atsp;1000;0.01;100;0.9;1;0;11000;2774;0.0284338
ftv47.atsp;100;0.01;100;0.95;1;2;18000;2777;0.0445461
ftv47.atsp;100;0.1;1000;0.95;1;2;135000;2780;0.352642
ftv47.atsp;100;0.1;1000;0.85;1;2;43000;2781;0.108431
ftv47.atsp;100;0.01;100;0.99;1;2;91700;2782;0.23318
ftv47.atsp;1000;0.1;10;0.99;1;0;9170;2782;0.0229303
ftv47.atsp;1000;0.01;100;0.95;1;2;22500;2782;0.0578257
ftv47.atsp;1000;0.01;100;0.9;1;0;11000;2783;0.0292462
ftv47.atsp;1000;0.001;1000;0.99;1;2;1375000;2783;3.43877
ftv47.atsp;100;0.1;100;0.9;1;2;6600;2786;0.0167673
ftv47.atsp;100;0.001;10;0.99;1;0;11460;2787;0.0289164
ftv47.atsp;1000;0.1;10;0.99;1;0;9170;2787;0.0223431
ftv47.atsp;1000;0.1;10;0.99;1;0;9170;2787;0.0226981
ftv47.atsp;100;0.001;1000;0.95;1;2;225000;2789;0.577407
ftv47.atsp;100;0.001;1000;0.85;1;2;71000;2790;0.194766
ftv47.atsp;100;0.001;1000;0.9;1;2;110000;2792;0.277612
ftv47.atsp;1000;0.01;100;0.95;1;2;22500;2792;0.0569272
ftv47.atsp;1000;0.001;10;0.95;1;1;2700;2792;0.0067654
ftv47.atsp;100;0.01;100;0.85;1;0;5700;2794;0.0145454
ftv47.atsp;100;0.1;100;0.9;1;0;6600;2795;0.0187502
ftv47.atsp;100;0.1;1000;0.99;1;2;688000;2795;1.84975
ftv47.atsp;1000;0.001;100;0.99;1;2;137500;2795;0.363686
ftv47.atsp;100;0.01;1000;0.85;1;2;57000;2796;0.146786
ftv47.atsp;1000;0.01;100;0.95;1;2;22500;2796;0.0638236
ftv47.atsp;1000;0.001;1000;0.95;1;2;270000;2796;0.677805
ftv47.atsp;1000;0.01;100;0.95;1;2;22500;2798;0.0614956
ftv47.atsp;1000;0.001;100;0.99;1;2;137500;2798;0.375042
ftv47.atsp;1000;0.001;1000;0.95;1;2;270000;2799;0.679897
ftv47.atsp;100;0.01;100;0.99;1;2;91700;2800;0.232716
ftv47.atsp;1000;0.01;100;0.85;1;0;7100;2803;0.0192813
ftv47.atsp;100;0.01;100;0.85;1;0;5700;2807;0.0139897
ftv47.atsp;1000;0.1;1000;0.9;1;2;88000;2808;0.239924
ftv47.atsp;100;0.01;1000;0.85;1;2;57000;2814;0.143333
ftv47.atsp;1000;0.01;1000;0.9;1;2;110000;2814;0.279843
ftv47.atsp;1000;0.1;1000;0.95;1;2;180000;2815;0.503617
ftv47.atsp;100;0.001;10;0.99;1;0;11460;2817;0.0317595
ftv47.atsp;1000;0.1;100;0.9;1;0;8800;2817;0.0214019
ftv47.atsp;1000;0.01;1000;0.9;1;2;110000;2819;0.282259
ftv47.atsp;100;0.01;100;0.85;1;0;5700;2820;0.0140549
ftv47.atsp;1000;0.01;10;0.95;1;0;2250;2820;0.0056485
ftv47.atsp;100;0.001;100;0.9;1;0;11000;2821;0.0280651
ftv47.atsp;100;0.001;10;0.95;1;1;2250;2822;0.0058155
ftv47.atsp;1000;0.001;100;0.99;1;2;137500;2822;0.355933
ftv47.atsp;1000;0.1;1000;0.85;1;2;57000;2825;0.166053
ftv47.atsp;100;0.1;1000;0.9;1;2;66000;2826;0.166849
ftv47.atsp;1000;0.001;10;0.99;1;2;13750;2826;0.0357738
ftv47.atsp;100;0.01;10;0.99;1;0;9170;2828;0.0227576
ftv47.atsp;1000;0.001;10;0.95;1;1;2700;2829;0.0068433
ftv47.atsp;1000;0.01;1000;0.95;1;2;225000;2831;0.607852
ftv47.atsp;100;0.01;1000;0.85;1;2;57000;2835;0.14244
ftv47.atsp;1000;0.001;10;0.95;1;1;2700;2835;0.0067745
ftv47.atsp;1000;0.01;10;0.99;1;2;11460;2837;0.0301481
ftv47.atsp;1000;0.01;1000;0.95;1;2;225000;2837;0.603327
ftv47.atsp;100;0.01;1000;0.95;1;2;180000;2838;0.452972
ftv47.atsp;1000;0.01;100;0.85;1;0;7100;2840;0.0179232
ftv47.atsp;1000;0.001;10;0.95;1;0;2700;2840;0.0065786
ftv47.atsp;100;0.01;100;0.9;1;2;8800;2843;0.0220974
ftv47.atsp;100;0.001;100;0.99;1;2;114600;2845;0.300134
ftv47.atsp;100;0.01;1000;0.9;1;2;88000;2848;0.227994
ftv47.atsp;100;0.1;100;0.85;1;0;4300;2849;0.0106938
ftv47.atsp;100;0.01;100;0.95;1;2;18000;2849;0.0443148
ftv47.atsp;1000;0.01;100;0.99;1;2;114600;2849;0.311547
ftv47.atsp;100;0.1;1000;0.99;1;2;688000;2852;1.71996
ftv47.atsp;1000;0.01;100;0.85;1;2;7100;2852;0.018339
ftv47.atsp;1000;0.01;100;0.99;1;2;114600;2853;0.302429
ftv47.atsp;1000;0.1;100;0.85;1;0;5700;2855;0.0144357
ftv47.atsp;1000;0.001;10;0.99;1;2;13750;2855;0.0361235
ftv47.atsp;100;0.1;100;0.85;1;0;4300;2856;0.0111534
ftv47.atsp;1000;0.01;100;0.85;1;0;7100;2856;0.0183377
ftv47.atsp;1000;0.001;1000;0.9;1;2;132000;2856;0.332813
ftv47.atsp;100;0.01;100;0.9;1;2;8800;2857;0.0226698
ftv47.atsp;100;0.1;100;0.95;1;2;13500;2858;0.0344423
ftv47.atsp;1000;0.001;1000;0.9;1;2;132000;2861;0.328135
ftv47.atsp;100;0.001;100;0.85;1;2;7100;2862;0.0180992
ftv47.atsp;100;0.1;100;0.99;1;2;68800;2863;0.179841
ftv47.atsp;1000;0.1;1000;0.9;1;2;88000;2865;0.230996
ftv47.atsp;100;0.01;100;0.85;1;0;5700;2866;0.0139876
ftv47.atsp;100;0.001;10;0.95;1;1;2250;2868;0.005845
ftv47.atsp;1000;0.001;1000;0.9;1;2;132000;2868;0.331917
ftv47.atsp;1000;0.01;1000;0.9;1;2;110000;2870;0.281734
ftv47.atsp;100;0.1;1000;0.95;1;2;135000;2871;0.353436
ftv47.atsp;100;0.1;100;0.9;1;0;6600;2873;0.0175814
ftv47.atsp;100;0.1;100;0.95;1;2;13500;2873;0.0343214
ftv47.atsp;1000;0.1;100;0.85;1;0;5700;2873;0.0143364
ftv47.atsp;1000;0.1;100;0.85;1;0;5700;2874;0.0142764
ftv47.atsp;1000;0.01;100;0.9;1;2;11000;2874;0.0302684
ftv47.atsp;1000;0.01;1000;0.85;1;2;71000;2874;0.17922
ftv47.atsp;100;0.001;10;0.95;1;0;2250;2875;0.0056299
ftv47.atsp;1000;0.001;100;0.99;1;2;137500;2878;0.361614
ftv47.atsp;100;0.1;10;0.99;1;2;6880;2879;0.0175798
ftv47.atsp;100;0.001;100;0.85;1;2;7100;2880;0.0181442
ftv47.atsp;1000;0.1;100;0.99;1;2;91700;2880;0.262859
ftv47.atsp;100;0.1;1000;0.85;1;2;43000;2881;0.109313
ftv47.atsp;1000;0.001;100;0.9;1;2;13200;2884;0.0358437
ftv47.atsp;100;0.001;100;0.95;1;2;22500;2886;0.0569764
ftv47.atsp;1000;0.001;10;0.95;1;0;2700;2887;0.0067438
ftv47.atsp;100;0.1;1000;0.9;1;2;66000;2888;0.169552
ftv47.atsp;100;0.001;10;0.95;1;0;2250;2888;0.0056275
ftv47.atsp;1000;0.01;1000;0.85;1;2;71000;2889;0.189059
ftv47.atsp;100;0.1;100;0.85;1;0;4300;2890;0.0106608
ftv47.atsp;1000;0.1;100;0.85;1;1;5700;2890;0.0158965
ftv47.atsp;100;0.001;10;0.95;1;0;2250;2893;0.005647
ftv47.atsp;100;0.1;1000;0.9;1;2;66000;2894;0.171377
ftv47.atsp;100;0.1;1000;0.95;1;2;135000;2894;0.345285
ftv47.atsp;100;0.1;100;0.99;1;2;68800;2897;0.175376
ftv47.atsp;100;0.001;1000;0.9;1;2;110000;2898;0.276171
ftv47.atsp;1000;0.1;100;0.85;1;0;5700;2898;0.0144756
ftv47.atsp;1000;0.01;100;0.9;1;2;11000;2898;0.0288673
ftv47.atsp;100;0.1;1000;0.85;1;2;43000;2899;0.113452
ftv47.atsp;1000;0.1;1000;0.85;1;2;57000;2899;0.195308
ftv47.atsp;100;0.001;100;0.99;1;2;114600;2901;0.30014
ftv47.atsp;1000;0.1;100;0.85;1;0;5700;2901;0.0147132
ftv47.atsp;1000;0.01;100;0.85;1;0;7100;2901;0.0192518
ftv47.atsp;100;0.1;100;0.85;1;1;4300;2902;0.0108675
ftv47.atsp;1000;0.1;10;0.95;1;1;1800;2905;0.0047126
ftv47.atsp;1000;0.01;10;0.95;1;1;2250;2906;0.0061174
ftv47.atsp;1000;0.001;100;0.99;1;2;137500;2907;0.396362
ftv47.atsp;1000;0.1;10;0.95;1;1;1800;2908;0.0045271
ftv47.atsp;100;0.01;10;0.95;1;1;1800;2911;0.0046954
ftv47.atsp;100;0.01;10;0.95;1;1;1800;2912;0.004564
ftv47.atsp;100;0.001;1000;0.85;1;2;71000;2912;0.18924
ftv47.atsp;1000;0.1;100;0.95;1;2;18000;2912;0.0452374
ftv47.atsp;1000;0.01;1000;0.95;1;2;225000;2912;0.585941
ftv47.atsp;1000;0.001;100;0.85;1;0;8600;2913;0.0223426
ftv47.atsp;100;0.01;1000;0.85;1;2;57000;2914;0.147745
ftv47.atsp;100;0.01;1000;0.85;1;2;57000;2916;0.14518
ftv47.atsp;100;0.1;100;0.85;1;1;4300;2917;0.0114075
ftv47.atsp;100;0.1;1000;0.9;1;2;66000;2918;0.172167
ftv47.atsp;1000;0.1;1000;0.9;1;2;88000;2918;0.242797
ftv47.atsp;1000;0.1;100;0.85;1;0;5700;2920;0.0145611
