Instancja;Poczatkowa;Minimalna;Liczba iteracji;Chlodzenie;Typ alg;Sasiedztwo;Razem iteracji;Optimum;Czas
ftv47.atsp;1000;0.001;1000;0.99;1;0;1375000;2196;3.425
ftv47.atsp;100;0.1;10;0.99;1;1;6880;2197;0.0177698
ftv47.atsp;1000;0.1;1000;0.95;1;0;180000;2197;0.46172
ftv47.atsp;1000;0.01;100;0.95;1;1;22500;2199;0.0589572
ftv47.atsp;100;0.1;1000;0.95;1;0;135000;2200;0.333528
ftv47.atsp;1000;0.1;1000;0.9;1;0;88000;2201;0.26072
ftv47.atsp;100;0.1;100;0.95;1;1;13500;2202;0.0363024
ftv47.atsp;100;0.001;1000;0.99;1;0;1146000;2207;lut.57
ftv47.atsp;1000;0.1;1000;0.95;1;0;180000;2207;0.482707
ftv47.atsp;100;0.01;1000;0.95;1;0;180000;2208;0.459328
ftv47.atsp;100;0.01;10;0.99;1;1;9170;2209;0.0244162
ftv47.atsp;1000;0.1;1000;0.85;1;0;57000;2209;0.158627
ftv47.atsp;1000;0.01;100;0.99;1;0;114600;2209;0.296445
ftv47.atsp;100;0.01;100;0.95;1;1;18000;2210;0.0480654
ftv47.atsp;100;0.001;10;0.99;1;1;11460;2210;0.0306201
ftv47.atsp;100;0.001;100;0.95;1;0;22500;2210;0.058846
ftv47.atsp;100;0.01;100;0.9;1;1;8800;2211;0.0228364
ftv47.atsp;1000;0.01;1000;0.99;1;0;1146000;2211;3.08776
ftv47.atsp;1000;0.001;1000;0.99;1;0;1375000;2211;3.38238
ftv47.atsp;100;0.001;1000;0.85;1;0;71000;2213;0.179549
ftv47.atsp;1000;0.1;1000;0.99;1;0;917000;2213;lut.27
ftv47.atsp;1000;0.001;100;0.99;1;0;137500;2213;0.335184
ftv47.atsp;100;0.001;100;0.85;1;1;7100;2214;0.0186274
ftv47.atsp;1000;0.1;1000;0.85;1;0;57000;2214;0.157145
ftv47.atsp;1000;0.001;1000;0.95;1;0;270000;2214;0.666423
ftv47.atsp;100;0.1;1000;0.95;1;0;135000;2215;0.345073
ftv47.atsp;100;0.001;10;0.99;1;1;11460;2215;0.0306263
ftv47.atsp;100;0.001;100;0.99;1;1;114600;2215;0.29638
ftv47.atsp;1000;0.001;100;0.95;1;1;27000;2215;0.0713896
ftv47.atsp;100;0.001;1000;0.85;1;1;71000;2217;0.184933
ftv47.atsp;100;0.01;10;0.99;1;1;9170;2218;0.0237149
ftv47.atsp;100;0.01;100;0.99;1;0;91700;2222;0.223293
ftv47.atsp;1000;0.1;100;0.95;1;1;18000;2223;0.0492861
ftv47.atsp;100;0.1;1000;0.95;1;0;135000;2224;0.328777
ftv47.atsp;1000;0.1;1000;0.9;1;0;88000;2224;0.248978
ftv47.atsp;100;0.1;1000;0.9;1;0;66000;2226;0.165768
ftv47.atsp;100;0.01;10;0.99;1;1;9170;2226;0.0228428
ftv47.atsp;100;0.001;100;0.85;1;1;7100;2226;0.0188338
ftv47.atsp;100;0.001;1000;0.85;1;0;71000;2226;0.185759
ftv47.atsp;1000;0.1;100;0.95;1;1;18000;2226;0.0468088
ftv47.atsp;1000;0.01;1000;0.9;1;0;110000;2226;0.275821
ftv47.atsp;100;0.01;1000;0.95;1;0;180000;2227;0.446851
ftv47.atsp;100;0.001;10;0.99;1;1;11460;2227;0.0302033
ftv47.atsp;1000;0.001;100;0.95;1;1;27000;2229;0.0693863
ftv47.atsp;1000;0.1;100;0.9;1;1;8800;2230;0.0236626
ftv47.atsp;100;0.1;1000;0.85;1;1;43000;2231;0.115965
ftv47.atsp;100;0.01;1000;0.9;1;0;88000;2231;0.215445
ftv47.atsp;100;0.01;1000;0.9;1;0;88000;2231;0.214324
ftv47.atsp;100;0.1;1000;0.9;1;0;66000;2232;0.163367
ftv47.atsp;1000;0.01;1000;0.85;1;0;71000;2233;0.177553
ftv47.atsp;1000;0.1;100;0.95;1;1;18000;2234;0.0467176
ftv47.atsp;100;0.01;100;0.9;1;1;8800;2235;0.022479
ftv47.atsp;100;0.01;1000;0.9;1;0;88000;2235;0.221046
ftv47.atsp;100;0.01;1000;0.9;1;0;88000;2235;0.23001
ftv47.atsp;100;0.001;10;0.99;1;1;11460;2235;0.0300156
ftv47.atsp;1000;0.001;1000;0.85;1;0;86000;2235;0.222094
ftv47.atsp;1000;0.1;1000;0.99;1;0;917000;2239;2.45972
ftv47.atsp;100;0.001;100;0.99;1;0;114600;2240;0.299491
ftv47.atsp;1000;0.001;100;0.99;1;0;137500;2242;0.335508
ftv47.atsp;100;0.01;1000;0.95;1;0;180000;2243;0.446172
ftv47.atsp;100;0.001;1000;0.9;1;0;110000;2243;0.287988
ftv47.atsp;1000;0.001;1000;0.85;1;1;86000;2243;0.270757
ftv47.atsp;100;0.1;1000;0.99;1;0;688000;2244;1.75824
ftv47.atsp;1000;0.001;1000;0.99;1;0;1375000;2244;3.37549
ftv47.atsp;100;0.001;100;0.99;1;0;114600;2245;0.288592
ftv47.atsp;100;0.001;1000;0.99;1;0;1146000;2246;2.92036
ftv47.atsp;1000;0.001;1000;0.95;1;0;270000;2246;0.664665
ftv47.atsp;100;0.001;1000;0.85;1;0;71000;2248;0.213961
ftv47.atsp;100;0.01;100;0.85;1;1;5700;2249;0.0144172
ftv47.atsp;1000;0.01;100;0.9;1;1;11000;2249;0.0370185
ftv47.atsp;100;0.1;1000;0.85;1;1;43000;2250;0.119389
ftv47.atsp;100;0.1;100;0.9;1;1;6600;2251;0.0178952
ftv47.atsp;100;0.1;100;0.95;1;1;13500;2251;0.0354401
ftv47.atsp;1000;0.01;10;0.99;1;1;11460;2251;0.0319
ftv47.atsp;100;0.01;100;0.95;1;1;18000;2252;0.0470495
ftv47.atsp;100;0.01;1000;0.95;1;0;180000;2252;0.446152
ftv47.atsp;100;0.01;1000;0.95;1;0;180000;2253;0.464712
ftv47.atsp;100;0.001;10;0.99;1;1;11460;2253;0.0300198
ftv47.atsp;1000;0.01;100;0.9;1;1;11000;2253;0.0302626
ftv47.atsp;1000;0.01;100;0.9;1;1;11000;2254;0.0514253
ftv47.atsp;100;0.1;1000;0.9;1;0;66000;2255;0.160791
ftv47.atsp;1000;0.001;10;0.99;1;1;13750;2255;0.0353011
ftv47.atsp;1000;0.01;1000;0.85;1;0;71000;2256;0.182961
ftv47.atsp;1000;0.001;10;0.99;1;1;13750;2256;0.0392247
ftv47.atsp;100;0.001;1000;0.9;1;0;110000;2257;0.283818
ftv47.atsp;1000;0.01;100;0.95;1;1;22500;2258;0.0619196
ftv47.atsp;1000;0.01;1000;0.9;1;0;110000;2258;0.315287
ftv47.atsp;1000;0.001;10;0.99;1;1;13750;2259;0.0363465
ftv47.atsp;100;0.001;100;0.99;1;0;114600;2260;0.293334
ftv47.atsp;100;0.01;1000;0.9;1;0;88000;2261;0.22196
ftv47.atsp;1000;0.001;100;0.95;1;1;27000;2262;0.0678476
ftv47.atsp;1000;0.001;1000;0.9;1;0;132000;2262;0.343491
ftv47.atsp;1000;0.1;100;0.99;1;0;91700;2263;0.225051
ftv47.atsp;100;0.001;100;0.85;1;1;7100;2264;0.0186091
ftv47.atsp;100;0.1;100;0.95;1;0;13500;2267;0.0336805
ftv47.atsp;1000;0.001;100;0.99;1;0;137500;2268;0.337114
ftv47.atsp;100;0.1;1000;0.85;1;0;43000;2269;0.11604
ftv47.atsp;100;0.01;1000;0.85;1;0;57000;2269;0.141472
ftv47.atsp;100;0.1;100;0.99;1;0;68800;2270;0.176905
ftv47.atsp;100;0.01;1000;0.99;1;0;917000;2270;2.30812
ftv47.atsp;100;0.001;100;0.95;1;1;22500;2270;0.0582791
ftv47.atsp;1000;0.1;1000;0.9;1;0;88000;2270;0.264265
ftv47.atsp;100;0.1;1000;0.9;1;0;66000;2274;0.164386
ftv47.atsp;100;0.001;100;0.95;1;0;22500;2275;0.0563446
ftv47.atsp;100;0.001;1000;0.9;1;0;110000;2275;0.278048
ftv47.atsp;1000;0.1;10;0.99;1;1;9170;2275;0.0241952
ftv47.atsp;1000;0.01;1000;0.9;1;0;110000;2275;0.307052
ftv47.atsp;100;0.01;100;0.9;1;1;8800;2276;0.0227172
ftv47.atsp;1000;0.001;1000;0.9;1;0;132000;2277;0.326218
ftv47.atsp;100;0.001;100;0.95;1;0;22500;2278;0.0567956
ftv47.atsp;1000;0.1;100;0.99;1;0;91700;2280;0.233025
ftv47.atsp;1000;0.01;100;0.95;1;0;22500;2280;0.0606795
ftv47.atsp;100;0.1;1000;0.9;1;0;66000;2281;0.164222
ftv47.atsp;1000;0.1;100;0.99;1;0;91700;2281;0.225052
ftv47.atsp;1000;0.001;100;0.9;1;1;13200;2282;0.034116
ftv47.atsp;100;0.1;1000;0.85;1;0;43000;2283;0.129408
ftv47.atsp;100;0.01;1000;0.85;1;0;57000;2283;0.139948
ftv47.atsp;1000;0.1;100;0.95;1;1;18000;2284;0.0486238
ftv47.atsp;1000;0.001;100;0.85;1;1;8600;2284;0.0222867
ftv47.atsp;1000;0.01;10;0.99;1;1;11460;2286;0.0316541
ftv47.atsp;1000;0.001;1000;0.85;1;0;86000;2287;0.228008
ftv47.atsp;1000;0.01;100;0.95;1;1;22500;2290;0.0590145
ftv47.atsp;100;0.1;1000;0.85;1;0;43000;2291;0.109962
ftv47.atsp;100;0.1;1000;0.95;1;0;135000;2291;0.331904
ftv47.atsp;1000;0.01;100;0.9;1;1;11000;2291;0.0375628
ftv47.atsp;1000;0.01;1000;0.85;1;0;71000;2291;0.185498
ftv47.atsp;100;0.1;1000;0.99;1;2;688000;2294;1.80102
ftv47.atsp;100;0.01;100;0.95;1;1;18000;2294;0.0460487
ftv47.atsp;100;0.001;100;0.85;1;1;7100;2294;0.0184494
ftv47.atsp;1000;0.01;100;0.85;1;1;7100;2294;0.0192405
ftv47.atsp;100;0.001;1000;0.95;1;0;225000;2297;0.558584
ftv47.atsp;100;0.01;100;0.85;1;1;5700;2298;0.0145263
ftv47.atsp;100;0.001;100;0.9;1;1;11000;2298;0.0282226
ftv47.atsp;1000;0.001;100;0.9;1;1;13200;2298;0.0330572
ftv47.atsp;1000;0.001;100;0.9;1;1;13200;2298;0.0374867
ftv47.atsp;100;0.01;100;0.85;1;1;5700;2300;0.0140105
ftv47.atsp;1000;0.01;100;0.85;1;1;7100;2300;0.0190079
ftv47.atsp;100;0.1;100;0.99;1;0;68800;2301;0.176958
ftv47.atsp;100;0.1;100;0.99;1;0;68800;2301;0.174078
ftv47.atsp;100;0.001;100;0.9;1;1;11000;2301;0.0282308
ftv47.atsp;100;0.001;1000;0.9;1;0;110000;2301;0.27731
ftv47.atsp;100;0.1;100;0.95;1;1;13500;2303;0.0348387
ftv47.atsp;100;0.1;100;0.99;1;0;68800;2303;0.174675
ftv47.atsp;1000;0.001;1000;0.95;1;0;270000;2303;0.664394
ftv47.atsp;1000;0.1;1000;0.9;1;0;88000;2304;0.245308
ftv47.atsp;1000;0.01;1000;0.95;1;0;225000;2304;0.562583
ftv47.atsp;100;0.1;100;0.95;1;1;13500;2306;0.0362909
ftv47.atsp;100;0.01;100;0.99;1;0;91700;2306;0.223834
ftv47.atsp;1000;0.1;1000;0.85;1;0;57000;2306;0.188658
ftv47.atsp;1000;0.001;100;0.85;1;1;8600;2307;0.0221111
ftv47.atsp;1000;0.01;1000;0.9;1;0;110000;2308;0.279035
ftv47.atsp;1000;0.001;100;0.85;1;1;8600;2308;0.0225221
ftv47.atsp;100;0.01;100;0.95;1;0;18000;2310;0.0446245
ftv47.atsp;1000;0.01;100;0.99;1;0;114600;2310;0.292028
ftv47.atsp;100;0.01;1000;0.9;1;0;88000;2312;0.224186
ftv47.atsp;1000;0.001;100;0.95;1;1;27000;2312;0.0692123
ftv47.atsp;100;0.01;100;0.99;1;0;91700;2313;0.316661
ftv47.atsp;1000;0.01;1000;0.95;1;0;225000;2314;0.594645
ftv47.atsp;100;0.1;1000;0.85;1;0;43000;2315;0.131926
ftv47.atsp;1000;0.1;1000;0.95;1;0;180000;2315;0.489339
ftv47.atsp;1000;0.01;1000;0.85;1;0;71000;2315;0.178173
ftv47.atsp;1000;0.001;1000;0.85;1;0;86000;2316;0.217587
ftv47.atsp;100;0.01;100;0.95;1;1;18000;2317;0.0455229
ftv47.atsp;1000;0.01;1000;0.9;1;0;110000;2317;0.284205
ftv47.atsp;100;0.01;100;0.85;1;1;5700;2318;0.014412
ftv47.atsp;1000;0.001;1000;0.95;1;0;270000;2318;0.677764
ftv47.atsp;100;0.1;1000;0.85;1;0;43000;2319;0.128796
ftv47.atsp;100;0.1;10;0.99;1;1;6880;2320;0.0181419
ftv47.atsp;1000;0.1;100;0.99;1;0;91700;2321;0.231233
ftv47.atsp;1000;0.01;1000;0.85;1;2;71000;2321;0.1751
ftv47.atsp;100;0.01;100;0.9;1;1;8800;2322;0.0225276
ftv47.atsp;100;0.001;100;0.99;1;0;114600;2322;0.287765
ftv47.atsp;1000;0.01;100;0.9;1;1;11000;2322;0.0296139
ftv47.atsp;100;0.001;100;0.95;1;0;22500;2323;0.0575867
ftv47.atsp;1000;0.001;100;0.95;1;0;27000;2323;0.0663666
ftv47.atsp;1000;0.001;1000;0.95;1;0;270000;2323;0.666542
ftv47.atsp;100;0.01;100;0.85;1;1;5700;2324;0.0149295
ftv47.atsp;100;0.01;1000;0.9;1;0;88000;2325;0.216291
ftv47.atsp;1000;0.001;100;0.99;1;0;137500;2325;0.341666
ftv47.atsp;100;0.1;1000;0.99;1;0;688000;2327;1.70789
ftv47.atsp;1000;0.01;1000;0.95;1;0;225000;2327;0.591726
ftv47.atsp;1000;0.001;1000;0.9;1;0;132000;2327;0.326906
ftv47.atsp;1000;0.1;100;0.95;1;0;18000;2328;0.047529
ftv47.atsp;1000;0.001;1000;0.95;1;0;270000;2329;0.683048
ftv47.atsp;100;0.01;1000;0.95;1;0;180000;2330;0.447099
ftv47.atsp;100;0.001;1000;0.85;1;0;71000;2330;0.180267
ftv47.atsp;100;0.01;100;0.9;1;1;8800;2331;0.0221021
ftv47.atsp;100;0.1;100;0.9;1;1;6600;2333;0.0179767
ftv47.atsp;100;0.1;1000;0.9;1;0;66000;2333;0.166268
ftv47.atsp;1000;0.1;1000;0.9;1;0;88000;2333;0.245063
ftv47.atsp;1000;0.01;100;0.99;1;0;114600;2334;0.299374
ftv47.atsp;1000;0.1;100;0.95;1;0;18000;2336;0.0448786
ftv47.atsp;1000;0.001;1000;0.85;1;0;86000;2339;0.218895
ftv47.atsp;100;0.01;100;0.85;1;1;5700;2342;0.0142368
ftv47.atsp;100;0.01;100;0.85;1;1;5700;2344;0.0144719
ftv47.atsp;100;0.001;10;0.99;1;1;11460;2344;0.030534
ftv47.atsp;100;0.001;1000;0.9;1;0;110000;2344;0.274508
ftv47.atsp;1000;0.1;100;0.9;1;1;8800;2347;0.0223483
ftv47.atsp;100;0.1;100;0.99;1;0;68800;2348;0.174225
ftv47.atsp;1000;0.01;1000;0.9;1;0;110000;2348;0.285372
ftv47.atsp;1000;0.001;100;0.95;1;0;27000;2348;0.0706082
ftv47.atsp;1000;0.001;1000;0.95;1;2;270000;2348;0.67232
ftv47.atsp;100;0.1;10;0.99;1;1;6880;2349;0.0179944
ftv47.atsp;1000;0.01;100;0.95;1;0;22500;2349;0.0709437
ftv47.atsp;100;0.1;100;0.99;1;1;68800;2350;0.188594
ftv47.atsp;100;0.001;100;0.85;1;1;7100;2351;0.0191267
ftv47.atsp;1000;0.1;1000;0.9;1;0;88000;2351;0.258029
ftv47.atsp;1000;0.001;10;0.99;1;0;13750;2352;0.0343603
ftv47.atsp;100;0.01;100;0.9;1;1;8800;2354;0.0220864
ftv47.atsp;100;0.1;100;0.95;1;0;13500;2356;0.03394
ftv47.atsp;1000;0.01;10;0.99;1;1;11460;2356;0.0298679
ftv47.atsp;100;0.1;1000;0.85;1;0;43000;2358;0.105001
ftv47.atsp;100;0.01;100;0.95;1;1;18000;2358;0.0466826
ftv47.atsp;100;0.001;1000;0.95;1;0;225000;2358;0.571338
ftv47.atsp;1000;0.1;1000;0.99;1;2;917000;2358;lut.19
ftv47.atsp;1000;0.01;10;0.99;1;0;11460;2358;0.0308597
ftv47.atsp;100;0.1;1000;0.95;1;0;135000;2359;0.340563
ftv47.atsp;100;0.01;100;0.95;1;0;18000;2361;0.0445686
ftv47.atsp;1000;0.001;100;0.95;1;0;27000;2361;0.0680479
ftv47.atsp;1000;0.01;1000;0.85;1;0;71000;2363;0.184438
ftv47.atsp;1000;0.001;1000;0.85;1;0;86000;2364;0.238336
ftv47.atsp;100;0.1;100;0.95;1;1;13500;2365;0.0361359
ftv47.atsp;100;0.1;1000;0.95;1;0;135000;2365;0.338259
ftv47.atsp;1000;0.01;1000;0.95;1;0;225000;2366;0.619261
ftv47.atsp;1000;0.01;100;0.95;1;1;22500;2367;0.0602343
ftv47.atsp;100;0.1;1000;0.95;1;0;135000;2369;0.353373
ftv47.atsp;1000;0.001;10;0.99;1;1;13750;2369;0.0361991
ftv47.atsp;100;0.01;100;0.95;1;0;18000;2370;0.0435615
ftv47.atsp;1000;0.1;10;0.99;1;1;9170;2371;0.0234944
ftv47.atsp;1000;0.001;100;0.99;1;0;137500;2372;0.337034
ftv47.atsp;100;0.01;1000;0.85;1;0;57000;2375;0.139835
ftv47.atsp;1000;0.01;100;0.85;1;1;7100;2375;0.0186779
ftv47.atsp;100;0.001;100;0.95;1;0;22500;2377;0.0560174
ftv47.atsp;1000;0.1;100;0.95;1;0;18000;2377;0.0509848
ftv47.atsp;1000;0.001;1000;0.85;1;0;86000;2377;0.218215
ftv47.atsp;1000;0.01;1000;0.85;1;0;71000;2378;0.174633
ftv47.atsp;100;0.001;1000;0.9;1;0;110000;2379;0.275584
ftv47.atsp;1000;0.1;100;0.99;1;0;91700;2380;0.227913
ftv47.atsp;100;0.1;100;0.9;1;1;6600;2383;0.0172033
ftv47.atsp;100;0.1;100;0.99;1;0;68800;2385;0.173755
ftv47.atsp;1000;0.1;1000;0.95;1;0;180000;2385;0.48032
ftv47.atsp;1000;0.1;10;0.99;1;1;9170;2386;0.0244403
ftv47.atsp;1000;0.001;1000;0.9;1;0;132000;2387;0.319107
ftv47.atsp;100;0.01;1000;0.85;1;0;57000;2388;0.137965
ftv47.atsp;1000;0.1;1000;0.85;1;0;57000;2388;0.160887
ftv47.atsp;100;0.01;100;0.85;1;1;5700;2389;0.0143971
ftv47.atsp;1000;0.001;100;0.9;1;1;13200;2390;0.0383994
ftv47.atsp;100;0.001;1000;0.95;1;0;225000;2392;0.559465
ftv47.atsp;100;0.001;1000;0.9;1;0;110000;2393;0.267571
ftv47.atsp;1000;0.1;1000;0.99;1;2;917000;2393;2.41718
ftv47.atsp;100;0.01;100;0.9;1;0;8800;2394;0.0212093
ftv47.atsp;1000;0.01;100;0.99;1;0;114600;2394;0.28605
ftv47.atsp;1000;0.01;100;0.99;1;0;114600;2395;0.291727
ftv47.atsp;1000;0.01;1000;0.95;1;2;225000;2395;0.597814
ftv47.atsp;100;0.01;100;0.99;1;0;91700;2397;0.221786
ftv47.atsp;100;0.01;100;0.99;1;0;91700;2398;0.223106
ftv47.atsp;1000;0.001;100;0.95;1;0;27000;2398;0.0930104
ftv47.atsp;1000;0.001;1000;0.95;1;0;270000;2399;0.676764
ftv47.atsp;1000;0.001;10;0.99;1;1;13750;2401;0.0367269
ftv47.atsp;100;0.1;100;0.95;1;0;13500;2402;0.0340919
ftv47.atsp;1000;0.001;100;0.9;1;1;13200;2402;0.0339882
ftv47.atsp;100;0.001;1000;0.99;1;2;1146000;2404;3.20525
ftv47.atsp;1000;0.01;100;0.9;1;1;11000;2405;0.0287646
ftv47.atsp;100;0.1;1000;0.85;1;0;43000;2407;0.106448
ftv47.atsp;1000;0.1;1000;0.9;1;0;88000;2407;0.245278
ftv47.atsp;1000;0.001;10;0.99;1;0;13750;2408;0.0338105
ftv47.atsp;1000;0.001;100;0.95;1;0;27000;2408;0.0681652
ftv47.atsp;100;0.01;10;0.99;1;0;9170;2409;0.0228617
ftv47.atsp;1000;0.001;100;0.85;1;1;8600;2410;0.0220987
ftv47.atsp;1000;0.1;1000;0.85;1;0;57000;2411;0.198949
ftv47.atsp;100;0.01;100;0.99;1;0;91700;2413;0.225512
ftv47.atsp;1000;0.01;1000;0.85;1;0;71000;2416;0.183849
ftv47.atsp;1000;0.01;1000;0.95;1;0;225000;2418;0.617748
ftv47.atsp;100;0.01;1000;0.99;1;2;917000;2420;lut.73
ftv47.atsp;1000;0.01;100;0.95;1;0;22500;2420;0.0742173
ftv47.atsp;1000;0.01;100;0.99;1;0;114600;2420;0.289728
ftv47.atsp;100;0.1;1000;0.99;1;2;688000;2421;1.86528
ftv47.atsp;100;0.01;1000;0.99;1;2;917000;2421;2.42638
ftv47.atsp;100;0.001;1000;0.95;1;2;225000;2423;0.573648
ftv47.atsp;1000;0.1;100;0.95;1;1;18000;2424;0.0494103
ftv47.atsp;1000;0.01;10;0.99;1;1;11460;2424;0.0313008
ftv47.atsp;1000;0.01;100;0.9;1;1;11000;2424;0.0350648
ftv47.atsp;1000;0.1;1000;0.85;1;0;57000;2425;0.162978
ftv47.atsp;100;0.1;1000;0.99;1;2;688000;2426;1.75737
ftv47.atsp;100;0.1;1000;0.85;1;0;43000;2428;0.109793
ftv47.atsp;100;0.1;100;0.95;1;0;13500;2429;0.0336934
ftv47.atsp;100;0.1;1000;0.99;1;0;688000;2429;1.71386
ftv47.atsp;100;0.01;1000;0.85;1;0;57000;2431;0.139029
ftv47.atsp;100;0.01;1000;0.95;1;0;180000;2432;0.443223
ftv47.atsp;100;0.1;10;0.99;1;1;6880;2433;0.0178366
ftv47.atsp;1000;0.001;1000;0.99;1;2;1375000;2433;3.46464
ftv47.atsp;1000;0.01;1000;0.99;1;2;1146000;2434;2.92399
ftv47.atsp;1000;0.1;100;0.9;1;1;8800;2435;0.0237457
ftv47.atsp;1000;0.001;100;0.99;1;0;137500;2436;0.33658
ftv47.atsp;100;0.01;10;0.99;1;0;9170;2440;0.0227877
ftv47.atsp;100;0.001;100;0.9;1;0;11000;2442;0.0274167
ftv47.atsp;1000;0.01;100;0.85;1;1;7100;2442;0.0190081
ftv47.atsp;100;0.1;100;0.95;1;0;13500;2445;0.0334249
ftv47.atsp;1000;0.1;1000;0.95;1;0;180000;2446;0.485706
ftv47.atsp;1000;0.1;100;0.99;1;2;91700;2447;0.263643
ftv47.atsp;100;0.01;10;0.99;1;1;9170;2448;0.0235166
ftv47.atsp;100;0.001;1000;0.95;1;0;225000;2451;0.564332
ftv47.atsp;100;0.001;100;0.95;1;0;22500;2455;0.0559084
ftv47.atsp;100;0.001;1000;0.9;1;0;110000;2455;0.347488
ftv47.atsp;100;0.01;100;0.99;1;0;91700;2458;0.225743
ftv47.atsp;100;0.001;1000;0.85;1;2;71000;2458;0.183035
ftv47.atsp;1000;0.001;100;0.95;1;0;27000;2458;0.0665123
ftv47.atsp;1000;0.1;1000;0.9;1;2;88000;2461;0.242423
ftv47.atsp;1000;0.001;100;0.95;1;0;27000;2462;0.066864
ftv47.atsp;100;0.001;100;0.9;1;1;11000;2465;0.0305571
ftv47.atsp;1000;0.001;1000;0.85;1;0;86000;2466;0.22066
ftv47.atsp;100;0.001;1000;0.85;1;0;71000;2468;0.178662
ftv47.atsp;1000;0.001;10;0.99;1;0;13750;2468;0.0343813
ftv47.atsp;100;0.001;10;0.99;1;0;11460;2469;0.0288881
ftv47.atsp;100;0.001;100;0.95;1;0;22500;2469;0.0560915
ftv47.atsp;100;0.01;100;0.9;1;1;8800;2470;0.0220996
ftv47.atsp;1000;0.01;100;0.85;1;1;7100;2470;0.0187967
ftv47.atsp;100;0.01;100;0.99;1;0;91700;2472;0.231912
ftv47.atsp;1000;0.1;100;0.9;1;0;8800;2472;0.0232724
ftv47.atsp;100;0.01;1000;0.85;1;0;57000;2473;0.139879
ftv47.atsp;1000;0.01;100;0.95;1;0;22500;2473;0.0822545
ftv47.atsp;100;0.1;1000;0.9;1;2;66000;2474;0.168583
ftv47.atsp;1000;0.01;1000;0.85;1;2;71000;2476;0.188245
ftv47.atsp;1000;0.001;100;0.85;1;1;8600;2476;0.0234557
ftv47.atsp;100;0.01;1000;0.85;1;0;57000;2477;0.140002
ftv47.atsp;100;0.001;100;0.99;1;0;114600;2478;0.287363
ftv47.atsp;1000;0.1;1000;0.85;1;0;57000;2478;0.149341
ftv47.atsp;1000;0.01;1000;0.85;1;2;71000;2479;0.187604
ftv47.atsp;100;0.01;100;0.95;1;0;18000;2480;0.0457162
ftv47.atsp;100;0.01;1000;0.95;1;0;180000;2481;0.453589
ftv47.atsp;1000;0.001;100;0.85;1;0;8600;2481;0.0216568
ftv47.atsp;100;0.01;1000;0.95;1;2;180000;2482;0.448274
ftv47.atsp;1000;0.1;100;0.9;1;1;8800;2482;0.0237059
ftv47.atsp;100;0.01;10;0.99;1;1;9170;2486;0.0267995
ftv47.atsp;1000;0.1;100;0.9;1;1;8800;2487;0.0221516
ftv47.atsp;100;0.1;1000;0.99;1;2;688000;2488;1.80132
ftv47.atsp;1000;0.1;10;0.99;1;0;9170;2489;0.0235115
ftv47.atsp;1000;0.1;100;0.99;1;0;91700;2489;0.227116
ftv47.atsp;1000;0.01;1000;0.9;1;2;110000;2491;0.283289
ftv47.atsp;1000;0.01;1000;0.99;1;2;1146000;2492;3.23106
ftv47.atsp;100;0.001;100;0.9;1;0;11000;2493;0.0274952
ftv47.atsp;1000;0.1;100;0.9;1;1;8800;2494;0.0235498
ftv47.atsp;1000;0.1;10;0.99;1;1;9170;2495;0.0224911
ftv47.atsp;1000;0.001;10;0.99;1;0;13750;2496;0.0338725
ftv47.atsp;100;0.1;1000;0.95;1;0;135000;2500;0.330652
ftv47.atsp;100;0.01;100;0.9;1;0;8800;2500;0.0212419
ftv47.atsp;1000;0.01;100;0.9;1;0;11000;2500;0.0312195
ftv47.atsp;100;0.01;100;0.95;1;0;18000;2501;0.043429
ftv47.atsp;100;0.001;100;0.9;1;0;11000;2501;0.0275452
ftv47.atsp;100;0.001;1000;0.99;1;2;1146000;2503;3.24234
ftv47.atsp;100;0.1;100;0.9;1;1;6600;2504;0.0172622
ftv47.atsp;1000;0.01;1000;0.99;1;2;1146000;2504;3.01782
ftv47.atsp;1000;0.1;10;0.99;1;1;9170;2505;0.0251468
ftv47.atsp;100;0.001;100;0.85;1;0;7100;2506;0.0197591
ftv47.atsp;1000;0.001;1000;0.85;1;0;86000;2506;0.231855
ftv47.atsp;100;0.01;1000;0.9;1;2;88000;2508;0.225966
ftv47.atsp;100;0.01;100;0.9;1;0;8800;2511;0.0218922
ftv47.atsp;1000;0.1;1000;0.99;1;2;917000;2511;2.36403
ftv47.atsp;100;0.001;10;0.99;1;0;11460;2512;0.0285705
ftv47.atsp;1000;0.01;100;0.95;1;0;22500;2512;0.0585229
ftv47.atsp;100;0.001;100;0.99;1;2;114600;2513;0.29222
ftv47.atsp;100;0.01;1000;0.9;1;2;88000;2514;0.230663
ftv47.atsp;100;0.1;100;0.99;1;2;68800;2515;0.175044
ftv47.atsp;1000;0.01;100;0.85;1;0;7100;2516;0.0269327
ftv47.atsp;1000;0.01;1000;0.99;1;2;1146000;2516;3.04405
ftv47.atsp;100;0.001;100;0.9;1;0;11000;2517;0.0275951
ftv47.atsp;100;0.01;100;0.99;1;2;91700;2520;0.23132
ftv47.atsp;1000;0.01;1000;0.99;1;2;1146000;2521;3.01196
ftv47.atsp;1000;0.001;1000;0.9;1;2;132000;2521;0.331539
ftv47.atsp;1000;0.1;100;0.85;1;1;5700;2527;0.0148287
ftv47.atsp;1000;0.1;100;0.95;1;0;18000;2529;0.0470618
ftv47.atsp;100;0.01;100;0.95;1;0;18000;2531;0.0443218
