Instancja;Poczatkowa;Minimalna;Liczba iteracji;Chlodzenie;Typ alg;Sasiedztwo;Razem iteracji;Optimum;Czas;;;;;;;;
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15641;0.227979;;;;;;;;
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15907;0.238082;;;;;;;;
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;16335;0.231013;;;;;;;;
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15872;0.230592;;;;;;;;
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15970;0.226977;;;;;;;;
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15996;0.23625;;;;;;;;
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15980;0.231922;;;;;;;;
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;16462;0.230187;;;;;;;;
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;16083;0.232189;;;;;;;;
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;16813;0.232465;;;;;;;;
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15532;0.231377;;;;;;;;
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;16515;0.229387;;;;;;;;
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15820;0.231114;;;;;;;;
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15810;0.230817;;;;;;;;
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;16108;0.234221;;;;;;;;
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15876;0.233946;;;;;;;;
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;16675;0.228824;;;;;;;;
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15435;0.230555;;;;;;;;
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15540;0.229475;;;;;;;;
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15817;0.228294;;;;;;;;
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15717;0.224613;;Optym;Minimum;Maksimum;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ry48p.atsp;100;0.01;1000;0.9;0;1;88000;16622;0.233811;15922,18;14422;14572;16997;10,40202468;4,078246114;1,040077659;17,85466648
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15137;0.487246;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;16028;0.479914;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15946;0.504151;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;16977;0.595572;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;14853;0.48232;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;16601;0.480914;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15585;0.514499;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15308;0.523865;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;16067;0.468671;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15897;0.520204;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;14738;0.481304;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15900;0.475562;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15918;0.461356;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15832;0.497659;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15745;0.502288;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15544;0.47733;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15941;0.494138;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;14637;0.492417;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15480;0.498668;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15335;0.521241;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;16854;0.565049;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15888;0.496901;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;17170;0.493612;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15920;0.565196;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15495;0.553232;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15625;0.56271;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15240;0.547476;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;16228;0.501331;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15421;0.601118;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15635;0.534965;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;14429;0.543924;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;16654;0.481785;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;16515;0.521386;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15869;0.519386;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;16313;0.490068;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;16440;0.481951;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15651;0.536287;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;17162;0.583808;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;16726;0.492327;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15667;0.493225;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;16869;0.519049;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;16111;0.538879;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15823;0.493445;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;16315;0.469917;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15819;0.489874;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;16065;0.516914;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;16255;0.497787;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;16473;0.502509;;;;;;;;
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;17254;0.538628;;Optym;Minimum;Maksimum;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ry48p.atsp;100;0.01;1000;0.95;0;1;180000;15861;0.490276;15944,32;14422;14429;17254;10,55554015;4,471936806;0,048536957;19,6366662
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;14698;0.831332;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15817;0.830628;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;16632;0.843887;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15859;0.83781;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;14572;0.822132;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15232;0.896271;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;14592;0.845171;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;16383;0.861967;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15497;0.846048;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15534;0.840294;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15074;0.853677;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15883;0.845018;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;14766;0.878946;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;16577;0.845085;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15934;0.826857;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;16209;0.822113;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;16354;0.976332;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;16725;1.01193;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15941;0.854115;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;16404;0.853265;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15598;0.973318;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;16290;0.852714;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15065;0.829693;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15233;0.932831;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15072;0.854883;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15947;0.831557;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15031;0.85749;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15855;0.835561;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;16800;0.912587;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;16521;0.970573;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15746;0.942675;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;16076;0.787759;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;16010;0.813855;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15588;0.773819;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15705;0.776528;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15653;0.784759;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;16125;0.805054;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;17006;0.843311;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;16194;0.831762;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;16588;0.81051;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;16677;0.795373;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15899;0.941961;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15707;0.806899;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;16334;0.864511;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;16528;0.891368;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;16013;0.951096;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;16662;0.976103;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15720;0.917179;;;;;;;;
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;16250;0.842054;;Optym;Minimum;Maksimum;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ry48p.atsp;100;0.01;1000;0.97;0;1;303000;15957;0.850933;15890,66;14422;14572;17006;10,1834697;4,225740493;1,040077659;17,91707114
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16530;1.27101;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15615;1.22292;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15648;1.49141;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16474;sty.02;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15522;1.28006;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16617;1.43635;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;14775;1.54169;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15147;1.19311;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15794;1.25847;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16849;1.21333;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16414;1.33357;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15893;1.49542;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16792;1.27989;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16748;1.22433;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15336;sty.79;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16287;1.19573;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16579;1.20866;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15863;1.22238;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16367;1.26502;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16620;1.20152;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;14684;1.37513;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16995;sty.91;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16126;1.19659;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16308;sty.29;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16207;1.21187;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16289;1.20276;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15917;1.21423;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16112;1.21903;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16409;1.26816;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15943;1.47156;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15791;1.51917;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15655;1.39044;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16098;1.31486;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16460;1.26163;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16395;1.22326;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16009;1.26077;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15960;1.18635;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16301;1.30146;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16912;sty.55;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16604;1.30793;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16576;1.35782;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15612;1.22455;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;17090;1.1859;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15433;1.22926;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16404;1.18432;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15684;1.18278;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16041;1.22732;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;16391;1.32869;;;;;;;;
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15865;1.23815;;Optym;Minimum;Maksimum;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15770;1.23589;16118,22;14422;14684;17090;11,76133685;3,693560369;1,816668978;18,49951463
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15090;lut.65;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15431;lut.23;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15507;2.46321;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16074;2.51665;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16566;lut.07;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16171;2.57782;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15696;lut.93;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15660;2.47986;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16648;2.499;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16580;2.69152;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15964;2.47697;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16169;2.50635;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15715;2.53137;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15927;2.76893;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16433;2.47122;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16015;2.64516;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16293;2.54536;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15837;2.75502;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15728;2.80731;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16206;2.62993;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16098;2.47349;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16454;2.51363;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16110;2.44102;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15950;2.70072;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16417;2.52577;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15544;2.85229;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16476;2.94289;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16351;2.79759;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15997;2.87665;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15863;2.96159;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15783;3.28334;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15676;2.64835;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16140;2.42061;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16448;2.57988;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16287;lut.78;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;14650;2.42919;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15608;2.30942;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16346;2.40987;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16704;2.41002;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16316;2.40547;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15842;2.75517;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16351;2.89569;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15527;2.68018;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15666;2.52305;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16102;2.62357;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;16259;3.09521;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15566;2.44435;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15558;2.59655;;;;;;;;
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15745;2.714;;Optym;Minimum;Maksimum;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ry48p.atsp;100;0.01;1000;0.99;0;1;917000;15490;2.61351;15980,68;14422;14650;16704;10,80765497;2,90911154;1,580918042;15,82304812
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
