Instancja;Poczatkowa;Minimalna;Liczba iteracji;Chlodzenie;Typ alg;Sasiedztwo;Razem iteracji;Optimum;Czas;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1368;0.213025;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1463;0.214798;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1504;0.210248;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1464;0.218998;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1532;0.210068;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1540;0.217791;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1420;0.210447;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1421;0.214096;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1437;0.215104;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1534;0.212398;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1436;0.213867;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1415;0.212035;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1535;0.213557;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1390;0.213678;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1347;0.215132;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1416;0.211275;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1470;0.213572;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1415;0.215794;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1468;0.214041;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1413;0.212678;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1482;0.212819;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1523;0.213125;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1444;0.216385;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1415;0.214943;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1592;0.210392;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1431;0.215904;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1536;0.211687;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1499;0.219398;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1478;0.212313;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1626;0.212487;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1436;0.21392;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1515;0.213657;;Optym;Minimum;Maksimum;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv33.atsp;1000;0.001;1000;0.85;0;1;86000;1470;0.218786;1456,5;1286;1302;1626;13,25816485;5,099127082;1,244167963;26,43856921
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1407;0.328506;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1443;0.321755;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1595;0.331015;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1392;0.327649;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1468;0.323556;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1426;0.33059;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1411;0.328238;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1485;0.325185;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1439;0.326997;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1465;0.331364;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1470;0.325441;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1394;0.331226;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1424;0.332378;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1488;0.3226;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1436;0.326741;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1451;0.333383;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1468;0.324651;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1494;0.326983;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1577;0.33279;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1418;0.324093;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1506;0.328248;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1542;0.330274;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1415;0.325987;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1496;0.326439;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1404;0.329634;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1449;0.325644;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1368;0.325094;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1388;0.328409;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1499;0.331395;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1433;0.325834;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1417;0.327948;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1468;0.331223;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1458;0.32786;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1464;0.326958;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1451;0.332209;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1522;0.325115;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1390;0.326665;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1464;0.331293;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1400;0.324649;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1507;0.326831;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1411;0.332899;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1435;0.327222;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1413;0.326356;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1447;0.32679;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1436;0.329899;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1407;0.325928;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1424;0.327523;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1441;0.332392;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1392;0.324154;;Optym;Minimum;Maksimum;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1537;0.327273;1450,7;1286;1368;1595;12,80715397;3,8336648;6,376360809;24,02799378
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1415;0.689374;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1404;0.672336;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1427;0.70984;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1388;0.742161;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1394;0.74231;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1415;0.712557;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1427;0.701693;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1415;0.694638;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1532;0.689579;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1411;0.699956;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1415;0.700055;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1443;0.749533;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1532;0.726124;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1371;0.770587;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1312;0.75816;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1413;0.701337;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1392;0.689392;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1495;0.682342;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1470;0.670236;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1312;0.665929;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1454;0.676607;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1440;0.67537;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1488;0.667532;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1468;0.673185;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1413;0.66789;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1324;0.674482;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1436;0.675424;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1449;0.669598;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1487;0.669281;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1415;0.672341;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1388;0.663765;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1505;0.672966;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1464;0.669881;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1596;0.672385;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1424;0.669336;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1528;0.666775;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1415;0.669393;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1467;0.673142;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1468;0.669597;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1527;0.666881;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1461;0.670642;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1435;0.666921;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1454;0.718104;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1483;0.776398;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1401;0.771993;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1468;0.757794;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1467;0.671226;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1367;0.674824;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1464;0.731634;;Optym;Minimum;Maksimum;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv33.atsp;1000;0.001;1000;0.95;0;1;270000;1424;0.668153;1439,26;1286;1312;1596;11,91757387;4,34297661;2,021772939;24,10575428
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1436;1.13253;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1392;1.12896;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1427;1.16374;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1415;1.13186;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1411;1.12521;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1411;1.12522;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1394;1.1315;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1468;1.12848;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1436;1.12392;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1449;1.12315;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1473;1.1336;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1415;1.12854;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1411;1.12595;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1411;1.12904;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1463;1.13303;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1485;1.12726;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1563;1.12812;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1417;1.12634;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1463;1.12722;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1415;1.12569;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1519;1.12436;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1468;1.12598;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1447;1.12882;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1527;1.12791;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1388;1.12533;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1458;1.13049;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1485;1.13034;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1512;1.13075;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1388;1.12726;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1488;1.12708;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1377;1.1308;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1388;1.13106;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1349;1.12477;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1453;1.12451;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1507;1.136;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1431;1.13487;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1418;1.13254;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1436;1.13763;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1392;1.13516;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1392;1.13379;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1377;1.14427;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1511;1.13002;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1384;1.12974;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1394;1.12839;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1394;1.13613;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1451;1.14074;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1401;1.13468;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1413;1.15881;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1415;1.12609;;Optym;Minimum;Maksimum;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv33.atsp;1000;0.001;1000;0.97;0;1;454000;1417;1.12553;1434,7;1286;1349;1563;11,562986;3,577991843;4,898911353;21,53965785
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1468;1.69605;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1390;1.70294;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1415;1.70482;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1438;1.70368;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1437;1.70894;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1401;1.71326;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1492;sty.48;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1390;1.70506;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1458;1.71786;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1371;1.70521;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1449;1.71195;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1392;1.70968;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1390;1.71205;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1390;1.73894;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1460;1.73074;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1416;1.73565;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1457;1.72925;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1415;1.72314;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1390;1.71021;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1437;1.71411;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1411;1.71433;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1388;1.72812;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1460;1.71748;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1394;1.72199;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1394;1.71553;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1505;1.71086;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1499;1.70193;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1527;1.70714;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1480;1.71515;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1415;1.71203;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1377;1.72225;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1415;1.72438;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1392;1.70364;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1464;1.68612;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1449;1.69076;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1394;1.68489;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1481;1.70502;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1394;1.68996;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1424;1.68081;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1415;1.68899;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1449;1.68767;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1477;1.68258;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1427;1.68506;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1415;1.68385;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1413;1.68765;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1411;1.69145;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1388;1.70556;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1451;1.68644;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1466;1.68762;;Optym;Minimum;Maksimum;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1312;1.68357;1426,86;1286;1312;1527;10,9533437;3,192802816;2,021772939;18,74027994
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1449;3.38312;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1413;mar.36;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1419;3.38074;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1351;3.39498;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1449;mar.34;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1449;3.38625;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1392;3.38932;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1463;3.39243;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1394;3.38393;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1392;3.40602;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1500;3.38084;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1388;3.37828;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1429;3.38156;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1419;3.38802;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1411;3.38616;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1415;3.38452;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1428;3.38474;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1392;3.41027;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1466;3.47485;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1392;mar.49;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1476;3.46175;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1388;3.49667;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1413;mar.08;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1388;3.40757;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1413;3.39389;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1388;3.39376;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1464;mar.77;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1413;3.38855;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1489;mar.53;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1401;3.39271;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1503;3.39171;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1394;3.43736;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1324;3.39759;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1415;3.39042;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1411;3.39079;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1431;3.39073;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1449;3.39608;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1401;3.38788;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1394;3.39131;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1413;3.38526;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1394;3.38759;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1394;mar.85;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1464;3.38481;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1392;3.38854;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1427;3.39011;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1456;3.39339;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1424;3.38467;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1401;3.39578;;;;;;;;
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1457;3.39486;;Optym;Minimum;Maksimum;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv33.atsp;1000;0.001;1000;0.99;0;1;1375000;1432;mar.99;1420,4;1286;1324;1503;10,45101089;2,775693903;2,954898911;16,87402799
ftv35.atsp;1000;0.01;1000;0.85;0;1;71000;1650;0.183562;;;;;;;;
ftv35.atsp;1000;0.01;1000;0.85;0;1;71000;1768;0.184199;;;;;;;;
ftv35.atsp;1000;0.01;1000;0.85;0;1;71000;1628;0.174804;;;;;;;;
ftv35.atsp;1000;0.01;1000;0.85;0;1;71000;1853;0.177978;;;;;;;;
ftv35.atsp;1000;0.01;1000;0.85;0;1;71000;1741;0.172611;;;;;;;;
ftv35.atsp;1000;0.01;1000;0.85;0;1;71000;1775;0.178491;;;;;;;;
ftv35.atsp;1000;0.01;1000;0.85;0;1;71000;1563;0.178811;;;;;;;;
ftv35.atsp;1000;0.01;1000;0.85;0;1;71000;1612;0.180518;;;;;;;;
ftv35.atsp;1000;0.01;1000;0.85;0;1;71000;1589;0.181727;;;;;;;;
