Instancja;Czas;Jednostka;Wynik;0 wyspa;1 wyspa;2 wyspa;3 wyspa;4 wyspa;;;412;443;438;437;435;;;;bez memetycznego;;memetycz insert;;;;
ftv44.atsp;19089;ms;1664;1664;1664;1664;1664;1664;;;1;1;1;1;1;;;;;;;;;;
ftv44.atsp;19225;ms;1664;1664;1664;1664;1664;1664;;;1;1;1;1;1;;;;;;;;;;
ftv44.atsp;19231;ms;1666;1666;1666;1666;1666;1666;;;1;1;1;1;1;;;;;;;;;;
ftv44.atsp;19162;ms;1664;1664;1664;1664;1664;1664;;;1;1;1;1;1;;;;;;;;;;
ftv44.atsp;19234;ms;1666;1666;1666;1666;1666;1666;;;1;1;1;1;1;;;;;;;;;;
ftv44.atsp;19098;ms;1666;1666;1666;1666;1666;1666;;;1;1;1;1;1;;;;;;;;;;
ftv44.atsp;19257;ms;1666;1666;1666;1666;1666;1666;;;1;1;1;1;1;;;;;;;;;;
ftv44.atsp;19162;ms;1669;1669;1669;1669;1669;1669;1663,98;1634;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;24897;ms;1668;1668;1668;1668;1668;1668;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;24887;ms;1661;1661;1661;1661;1661;1661;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;24828;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;24911;ms;1628;1638;1638;1638;1628;1638;;;0;0;0;1;0;;;;;;;;;;
ftv55.atsp;24896;ms;1629;1629;1629;1629;1629;1629;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;24881;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;24890;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;24990;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;24938;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;24780;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;24788;ms;1704;1716;1716;1716;1704;1704;;;0;0;0;1;1;;;;;;;;;;
ftv55.atsp;24817;ms;1635;1638;1635;1636;1638;1638;;;0;1;0;0;0;;;;;;;;;;
ftv55.atsp;27020;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;26783;ms;1628;1628;1628;1628;1628;1628;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;27513;ms;1628;1628;1628;1628;1628;1628;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;27738;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;27331;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;26348;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25900;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25477;ms;1668;1668;1668;1668;1668;1668;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25127;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;26633;ms;1691;1691;1691;1691;1691;1691;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25184;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25272;ms;1629;1629;1629;1629;1629;1629;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;24952;ms;1659;1659;1659;1659;1659;1659;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25633;ms;1750;1750;1750;1750;1750;1750;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25292;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25136;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25534;ms;1608;1608;1608;1608;1608;1608;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25230;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25383;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25313;ms;1628;1628;1628;1628;1628;1628;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25412;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25524;ms;1668;1668;1668;1668;1668;1668;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25133;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25394;ms;1707;1716;1716;1716;1707;1716;;;0;0;0;1;0;;;;;;;;;;
ftv55.atsp;26626;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25547;ms;1628;1628;1628;1628;1628;1628;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25244;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25135;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25093;ms;1628;1628;1628;1628;1628;1628;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25643;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25250;ms;1704;1704;1704;1704;1704;1704;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25224;ms;1635;1635;1635;1635;1635;1635;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25103;ms;1692;1692;1692;1692;1692;1692;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25114;ms;1628;1628;1628;1628;1628;1628;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25229;ms;1629;1629;1629;1629;1629;1629;;;1;1;1;1;1;;;;;;;;;;
ftv55.atsp;25149;ms;1629;1636;1636;1629;1629;1636;;;0;0;1;1;0;;;;;;;;;;
ftv55.atsp;25087;ms;1628;1635;1628;1628;1635;1635;;;0;1;1;0;0;;;;;;;;;;
ftv55.atsp;25197;ms;1628;1628;1628;1628;1628;1635;1676,2;1608;1;1;1;1;0;;;;;;;;;;
ft53.atsp;23119;ms;7315;7315;7315;7315;7315;7315;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23248;ms;7169;7171;7169;7169;7169;7169;;;0;1;1;1;1;;;;;;;;;;
ft53.atsp;23069;ms;7075;7075;7075;7075;7075;7075;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23167;ms;7248;7250;7248;7248;7248;7248;;;0;1;1;1;1;;;;;;;;;;
ft53.atsp;23104;ms;7248;7250;7248;7248;7248;7248;;;0;1;1;1;1;;;;;;;;;;
ft53.atsp;23293;ms;7329;7331;7329;7329;7329;7329;;;0;1;1;1;1;;;;;;;;;;
ft53.atsp;22955;ms;7294;7294;7294;7294;7294;7294;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23280;ms;7248;7248;7248;7248;7248;7248;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23169;ms;7410;7410;7410;7410;7410;7410;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23187;ms;7444;7446;7444;7444;7444;7446;;;0;1;1;1;0;;;;;;;;;;
ft53.atsp;23120;ms;7151;7153;7151;7151;7151;7151;;;0;1;1;1;1;;;;;;;;;;
ft53.atsp;23082;ms;7300;7300;7300;7300;7300;7300;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23173;ms;7364;7366;7364;7364;7364;7364;;;0;1;1;1;1;;;;;;;;;;
ft53.atsp;23136;ms;7078;7078;7078;7078;7078;7078;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23059;ms;7438;7438;7438;7438;7438;7438;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23152;ms;7248;7250;7248;7248;7248;7248;;;0;1;1;1;1;;;;;;;;;;
ft53.atsp;23113;ms;7187;7189;7187;7189;7189;7187;;;0;1;0;0;1;;;;;;;;;;
ft53.atsp;23160;ms;7315;7316;7315;7315;7315;7315;;;0;1;1;1;1;;;;;;;;;;
ft53.atsp;23264;ms;7525;7525;7525;7525;7525;7525;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23171;ms;7454;7454;7454;7454;7454;7454;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23354;ms;7152;7152;7152;7152;7152;7152;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23279;ms;7201;7201;7201;7201;7201;7201;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23457;ms;7215;7215;7215;7215;7215;7215;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23214;ms;7708;7708;7708;7708;7708;7708;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23206;ms;7743;7745;7743;7743;7743;7743;;;0;1;1;1;1;;;;;;;;;;
ft53.atsp;23374;ms;7230;7232;7230;7230;7230;7230;;;0;1;1;1;1;;;;;;;;;;
ft53.atsp;23208;ms;7347;7349;7347;7347;7347;7347;;;0;1;1;1;1;;;;;;;;;;
ft53.atsp;23211;ms;7248;7250;7248;7248;7248;7248;;;0;1;1;1;1;;;;;;;;;;
ft53.atsp;23095;ms;7151;7153;7151;7151;7151;7151;;;0;1;1;1;1;;;;;;;;;;
ft53.atsp;23070;ms;7525;7525;7525;7525;7525;7525;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23147;ms;7315;7316;7315;7315;7315;7315;;;0;1;1;1;1;;;;;;;;;;
ft53.atsp;23312;ms;7339;7339;7339;7339;7339;7339;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23440;ms;7300;7302;7300;7300;7300;7300;;;0;1;1;1;1;;;;;;;;;;
ft53.atsp;25423;ms;7034;7036;7034;7034;7034;7034;;;0;1;1;1;1;;;;;;;;;;
ft53.atsp;23215;ms;7057;7058;7057;7058;7058;7058;;;0;1;0;0;0;;;;;;;;;;
ft53.atsp;23222;ms;7151;7151;7151;7151;7151;7151;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23137;ms;7701;7701;7701;7701;7701;7701;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23175;ms;7315;7315;7315;7315;7315;7315;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23555;ms;7190;7192;7190;7190;7190;7192;;;0;1;1;1;0;;;;;;;;;;
ft53.atsp;23352;ms;7129;7131;7129;7129;7129;7129;;;0;1;1;1;1;;;;;;;;;;
ft53.atsp;23075;ms;7329;7331;7329;7329;7329;7329;;;0;1;1;1;1;;;;;;;;;;
ft53.atsp;23444;ms;7532;7534;7532;7532;7532;7532;;;0;1;1;1;1;;;;;;;;;;
ft53.atsp;23911;ms;7620;7620;7620;7620;7620;7620;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;24300;ms;7151;7151;7151;7151;7151;7151;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23775;ms;7211;7213;7211;7211;7211;7211;;;0;1;1;1;1;;;;;;;;;;
ft53.atsp;23231;ms;7300;7300;7300;7300;7300;7300;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23668;ms;7229;7229;7229;7229;7229;7229;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23016;ms;7274;7274;7274;7274;7274;7274;;;1;1;1;1;1;;;;;;;;;;
ft53.atsp;23069;ms;7364;7366;7364;7364;7364;7366;;;0;1;1;1;0;;;;;;;;;;
ft53.atsp;24251;ms;7315;7316;7315;7315;7315;7316;7304,32;7034;0;1;1;1;0;;;;;;;;;;
ftv47.atsp;20758;ms;1795;1795;1795;1795;1795;1795;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20769;ms;1777;1777;1777;1777;1777;1777;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20949;ms;1838;1838;1838;1838;1838;1838;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20662;ms;1790;1790;1790;1790;1790;1790;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20750;ms;1790;1790;1790;1790;1790;1790;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20774;ms;1840;1840;1840;1840;1840;1840;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20668;ms;1845;1845;1845;1845;1845;1845;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20874;ms;1845;1845;1845;1845;1845;1845;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20831;ms;1840;1840;1840;1840;1840;1840;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20744;ms;1790;1790;1790;1790;1790;1790;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20891;ms;1827;1827;1827;1827;1827;1827;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20807;ms;1806;1806;1806;1806;1806;1806;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20864;ms;1845;1845;1845;1845;1845;1845;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20746;ms;1874;1874;1874;1874;1874;1874;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20673;ms;1842;1842;1842;1842;1842;1842;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20699;ms;1827;1827;1827;1827;1827;1827;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20711;ms;1845;1845;1845;1845;1845;1845;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;21005;ms;1840;1848;1840;1840;1840;1840;;;0;1;1;1;1;;;;;;;;;;
ftv47.atsp;20827;ms;1801;1801;1801;1801;1801;1801;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20653;ms;1840;1840;1840;1840;1840;1840;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20614;ms;1790;1790;1790;1790;1790;1790;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20761;ms;1840;1840;1840;1840;1840;1840;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20780;ms;1850;1850;1850;1850;1850;1850;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20920;ms;1788;1788;1788;1788;1788;1788;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20712;ms;1827;1827;1827;1827;1827;1827;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20823;ms;1850;1850;1850;1850;1850;1850;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20945;ms;1827;1827;1827;1827;1827;1827;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20796;ms;1795;1795;1795;1795;1795;1795;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20806;ms;1833;1833;1833;1833;1833;1833;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20824;ms;1845;1845;1845;1845;1845;1845;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20717;ms;1842;1842;1842;1842;1842;1842;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20814;ms;1840;1840;1840;1840;1840;1840;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20827;ms;1790;1790;1790;1790;1790;1790;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20877;ms;1832;1832;1832;1832;1832;1832;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20785;ms;1842;1842;1842;1842;1842;1842;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20773;ms;1838;1838;1838;1838;1838;1838;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20714;ms;1833;1833;1833;1833;1833;1833;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20755;ms;1790;1790;1790;1790;1790;1790;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20733;ms;1795;1795;1795;1795;1795;1795;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20716;ms;1790;1790;1790;1790;1790;1790;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20793;ms;1833;1833;1833;1833;1833;1833;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20795;ms;1790;1790;1790;1790;1790;1790;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20752;ms;1840;1840;1840;1840;1840;1840;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20659;ms;1820;1820;1820;1820;1820;1820;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20742;ms;1827;1834;1834;1827;1834;1834;;;0;0;1;0;0;;;;;;;;;;
ftv47.atsp;20780;ms;1835;1835;1835;1835;1835;1835;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;21043;ms;1850;1850;1850;1850;1850;1850;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20718;ms;1776;1776;1776;1776;1776;1776;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;21120;ms;1801;1801;1801;1801;1801;1801;;;1;1;1;1;1;;;;;;;;;;
ftv47.atsp;20748;ms;1832;1832;1832;1832;1832;1832;1822,76;1776;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;35298;ms;1878;1878;1878;1878;1878;1878;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;34418;ms;1872;1872;1872;1872;1872;1872;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;34210;ms;1872;1872;1872;1872;1872;1872;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;34020;ms;1865;1865;1865;1865;1865;1865;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;34961;ms;1873;1873;1873;1873;1873;1873;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;34275;ms;1847;1847;1847;1847;1847;1847;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;34864;ms;1860;1860;1860;1860;1860;1860;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;36656;ms;1868;1868;1868;1868;1868;1868;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;39647;ms;1910;1910;1910;1910;1910;1910;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;38583;ms;1875;1875;1875;1875;1875;1875;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;38012;ms;1875;1875;1875;1875;1875;1875;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;37129;ms;1875;1875;1875;1875;1875;1875;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;36007;ms;1872;1872;1872;1872;1872;1872;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;33985;ms;1872;1872;1872;1872;1872;1872;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;37054;ms;1899;1899;1899;1899;1899;1899;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;34145;ms;1877;1877;1877;1877;1877;1877;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;34076;ms;1895;1895;1895;1895;1895;1895;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;35252;ms;1872;1872;1872;1872;1872;1872;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;33663;ms;1857;1857;1857;1857;1857;1857;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;33567;ms;1872;1872;1872;1872;1872;1872;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;33331;ms;1839;1839;1839;1839;1839;1839;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;34789;ms;1857;1857;1857;1857;1857;1857;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;33597;ms;1850;1850;1850;1850;1850;1850;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;35070;ms;1857;1857;1857;1857;1857;1857;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;33675;ms;1880;1880;1880;1880;1880;1880;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;33518;ms;1876;1876;1876;1876;1876;1876;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;33646;ms;1875;1875;1875;1875;1875;1875;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;33569;ms;1853;1853;1853;1853;1853;1853;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;33669;ms;1872;1872;1872;1872;1872;1872;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;34593;ms;1878;1878;1878;1878;1878;1878;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;35140;ms;1859;1859;1859;1859;1859;1859;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;33679;ms;1850;1850;1850;1868;1868;1850;;;1;1;0;0;1;;;;;;;;;;
ftv64.atsp;34316;ms;1860;1860;1860;1860;1860;1860;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;33262;ms;1857;1857;1857;1857;1857;1857;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;33489;ms;1857;1857;1857;1857;1857;1857;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;35014;ms;1872;1872;1872;1872;1872;1872;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;34186;ms;1862;1862;1875;1875;1875;1875;;;1;0;0;0;0;;;;;;;;;;
ftv64.atsp;35223;ms;1873;1892;1892;1873;1892;1873;;;0;0;1;0;1;;;;;;;;;;
ftv64.atsp;35287;ms;1907;1907;1907;1907;1907;1907;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;36479;ms;1879;1881;1879;1881;1881;1881;;;0;1;0;0;0;;;;;;;;;;
ftv64.atsp;35892;ms;1860;1860;1860;1860;1860;1860;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;37842;ms;1875;1875;1875;1875;1875;1875;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;35544;ms;1868;1868;1868;1875;1875;1868;;;1;1;0;0;1;;;;;;;;;;
ftv64.atsp;36401;ms;1875;1875;1875;1875;1875;1875;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;36624;ms;1857;1857;1857;1857;1857;1857;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;35198;ms;1860;1860;1860;1860;1860;1860;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;36032;ms;1842;1842;1842;1842;1842;1842;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;34412;ms;1872;1872;1872;1872;1872;1872;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;37091;ms;1872;1872;1872;1872;1872;1872;;;1;1;1;1;1;;;;;;;;;;
ftv64.atsp;36152;ms;1875;1875;1875;1875;1875;1875;1869,1;1839;1;1;1;1;1;;;;;;;;;;
