Instancja;Poczatkowa;Minimalna;Liczba iteracji;Chlodzenie;Typ alg;Sasiedztwo;Razem iteracji;Optimum;Czas;;Instancja;Poczatkowa;Minimalna;Liczba iteracji;Chlodzenie;Typ alg;Sasiedztwo;Razem iteracji;Optimum;Czas;;Instancja;Poczatkowa;Minimalna;Liczba iteracji;Chlodzenie;Typ alg;Sasiedztwo;Razem iteracji;Optimum;Czas;;Instancja;Poczatkowa;Minimalna;Liczba iteracji;Chlodzenie;Typ alg;Sasiedztwo;Razem iteracji;Optimum;Czas
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1390;1.67329;;ftv35.atsp;1000;0.01;1000;0.84;0;1;67000;1586;0.162178;;ry48p.atsp;100;0.01;1000;0.86;0;1;62000;15126;0.1522;;ft53.atsp;100;0.001;1000;0.92;0;1;139000;7690;0.348492
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1390;1.75428;;ftv35.atsp;1000;0.01;1000;0.84;0;1;67000;1586;0.163952;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15126;0.130897;;ft53.atsp;100;0.001;1000;0.8;0;1;52000;7691;0.127883
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1390;1.67846;;ftv35.atsp;1000;0.01;1000;0.88;0;1;91000;1586;0.220201;;ry48p.atsp;100;0.01;1000;0.92;0;1;111000;15127;0.271577;;ft53.atsp;100;0.001;1000;0.82;0;1;59000;7691;0.148523
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1390;1.67188;;ftv35.atsp;1000;0.01;1000;0.88;0;1;91000;1586;0.222717;;ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15128;0.219537;;ft53.atsp;100;0.001;1000;0.96;0;1;283000;7691;0.74559
ftv33.atsp;1000;0.001;1000;0.82;0;1;70000;1390;0.172379;;ftv35.atsp;1000;0.01;1000;0.92;0;1;139000;1586;0.337915;;ry48p.atsp;100;0.01;1000;0.86;0;1;62000;15131;0.152943;;ft53.atsp;100;0.001;1000;0.8;0;1;52000;7692;0.127744
ftv33.atsp;1000;0.001;1000;0.84;0;1;80000;1390;0.20365;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1586;0.458199;;ry48p.atsp;100;0.01;1000;0.92;0;1;111000;15131;0.276359;;ft53.atsp;100;0.001;1000;0.82;0;1;59000;7692;0.146082
ftv33.atsp;1000;0.001;1000;0.86;0;1;92000;1390;0.227136;;ftv35.atsp;1000;0.01;1000;0.96;0;1;283000;1586;0.69037;;ry48p.atsp;100;0.01;1000;0.8;0;1;42000;15132;0.103533;;ft53.atsp;100;0.001;1000;0.86;0;1;77000;7692;0.189688
ftv33.atsp;1000;0.001;1000;0.86;0;1;92000;1390;0.232079;;ftv35.atsp;1000;0.01;1000;0.96;0;1;283000;1586;0.690082;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15132;0.13017;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7693;28.4329
ftv33.atsp;1000;0.001;1000;0.86;0;1;92000;1390;0.226771;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1586;1.38737;;ry48p.atsp;100;0.01;1000;0.92;0;1;111000;15132;0.275058;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7694;28.5603
ftv33.atsp;1000;0.001;1000;0.86;0;1;92000;1390;0.227793;;ftv35.atsp;1000;0.01;1000;0.82;0;1;59000;1586;0.153999;;ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15134;0.216136;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7694;28.3998
ftv33.atsp;1000;0.001;1000;0.86;0;1;92000;1390;0.228386;;ftv35.atsp;1000;0.01;1000;0.82;0;1;59000;1586;0.144671;;ry48p.atsp;100;0.01;1000;0.8;0;1;42000;15134;0.10521;;ft53.atsp;100;0.001;1000;0.84;0;1;67000;7695;0.168034
ftv33.atsp;1000;0.001;1000;0.86;0;1;92000;1390;0.22702;;ftv35.atsp;1000;0.01;1000;0.86;0;1;77000;1586;0.191247;;ry48p.atsp;100;0.01;1000;0.86;0;1;62000;15138;0.153887;;ft53.atsp;100;0.001;1000;0.9;0;1;110000;7696;0.269989
ftv33.atsp;1000;0.001;1000;0.86;0;1;92000;1390;0.227001;;ftv35.atsp;1000;0.01;1000;0.86;0;1;77000;1586;0.190581;;ry48p.atsp;100;0.01;1000;0.88;0;1;73000;15138;0.184619;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;7698;1.52456
ftv33.atsp;1000;0.001;1000;0.86;0;1;92000;1390;0.231575;;ftv35.atsp;1000;0.01;1000;0.86;0;1;77000;1586;0.191069;;ry48p.atsp;100;0.01;1000;0.96;0;1;226000;15138;0.557091;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;7698;1.69585
ftv33.atsp;1000;0.001;1000;0.88;0;1;109000;1390;0.268293;;ftv35.atsp;1000;0.01;1000;0.88;0;1;91000;1586;0.233759;;ry48p.atsp;100;0.01;1000;0.88;0;1;73000;15139;0.182085;;ft53.atsp;100;0.001;1000;0.92;0;1;139000;7699;0.345271
ftv33.atsp;1000;0.001;1000;0.88;0;1;109000;1390;0.271672;;ftv35.atsp;1000;0.01;1000;0.9;0;1;110000;1586;0.273012;;ry48p.atsp;100;0.01;1000;0.88;0;1;73000;15140;0.178893;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7699;28.4403
ftv33.atsp;1000;0.001;1000;0.88;0;1;109000;1390;0.269854;;ftv35.atsp;1000;0.01;1000;0.9;0;1;110000;1586;0.275823;;ry48p.atsp;100;0.01;1000;0.88;0;1;73000;15140;0.188986;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;7700;1.40169
ftv33.atsp;1000;0.001;1000;0.88;0;1;109000;1390;0.269515;;ftv35.atsp;1000;0.01;1000;0.9;0;1;110000;1586;0.270628;;ry48p.atsp;100;0.01;1000;0.999;0;1;9206000;15140;22.7608;;ft53.atsp;100;0.001;1000;0.86;0;1;77000;7700;0.194881
ftv33.atsp;1000;0.001;1000;0.88;0;1;109000;1390;0.267933;;ftv35.atsp;1000;0.01;1000;0.92;0;1;139000;1586;0.347529;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15141;0.127939;;ft53.atsp;100;0.001;1000;0.86;0;1;77000;7701;0.193883
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1390;0.326279;;ftv35.atsp;1000;0.01;1000;0.92;0;1;139000;1586;0.340796;;ry48p.atsp;100;0.01;1000;0.86;0;1;62000;15143;0.154249;;ft53.atsp;100;0.001;1000;0.86;0;1;77000;7702;0.188518
ftv33.atsp;1000;0.001;1000;0.92;0;1;166000;1390;0.419237;;ftv35.atsp;1000;0.01;1000;0.92;0;1;139000;1586;0.34682;;ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15143;0.226284;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;7703;1.43609
ftv33.atsp;1000;0.001;1000;0.92;0;1;166000;1390;0.40776;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1586;0.463602;;ry48p.atsp;100;0.01;1000;0.8;0;1;42000;15144;0.103458;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;7703;1.56668
ftv33.atsp;1000;0.001;1000;0.92;0;1;166000;1390;0.414606;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1586;0.468844;;ry48p.atsp;100;0.01;1000;0.92;0;1;111000;15146;0.270831;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7703;28.3166
ftv33.atsp;1000;0.001;1000;0.94;0;1;224000;1390;0.552749;;ftv35.atsp;1000;0.01;1000;0.96;0;1;283000;1586;0.697953;;ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15146;1.12455;;ft53.atsp;100;0.001;1000;0.92;0;1;139000;7704;0.349361
ftv33.atsp;1000;0.001;1000;0.94;0;1;224000;1390;0.562039;;ftv35.atsp;1000;0.01;1000;0.96;0;1;283000;1586;0.702491;;ry48p.atsp;100;0.01;1000;0.92;0;1;111000;15146;0.275492;;ft53.atsp;100;0.001;1000;0.82;0;1;59000;7705;0.146132
ftv33.atsp;1000;0.001;1000;0.94;0;1;224000;1390;0.550482;;ftv35.atsp;1000;0.01;1000;0.96;0;1;283000;1586;0.708255;;ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15147;1.13536;;ft53.atsp;100;0.001;1000;0.8;0;1;52000;7707;0.128786
ftv33.atsp;1000;0.001;1000;0.96;0;1;339000;1390;0.834246;;ftv35.atsp;1000;0.01;1000;0.96;0;1;283000;1586;0.707419;;ry48p.atsp;100;0.01;1000;0.82;0;1;47000;15149;0.117729;;ft53.atsp;100;0.001;1000;0.9;0;1;110000;7711;0.27079
ftv33.atsp;1000;0.001;1000;0.96;0;1;339000;1390;0.836385;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1586;1.42315;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15149;0.131809;;ft53.atsp;100;0.001;1000;0.96;0;1;283000;7711;0.741263
ftv33.atsp;1000;0.001;1000;0.96;0;1;339000;1390;0.832983;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1586;1.42259;;ry48p.atsp;100;0.01;1000;0.82;0;1;47000;15150;0.116357;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;7711;1.47597
ftv33.atsp;1000;0.001;1000;0.96;0;1;339000;1390;0.838472;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1586;1.43842;;ry48p.atsp;100;0.01;1000;0.8;0;1;42000;15150;0.106921;;ft53.atsp;100;0.001;1000;0.94;0;1;187000;7712;0.494888
ftv33.atsp;1000;0.001;1000;0.96;0;1;339000;1390;0.835466;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1586;1.41137;;ry48p.atsp;100;0.01;1000;0.86;0;1;62000;15150;0.152053;;ft53.atsp;100;0.001;1000;0.8;0;1;52000;7712;0.129089
ftv33.atsp;1000;0.001;1000;0.96;0;1;339000;1390;0.835785;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1586;1.40292;;ry48p.atsp;100;0.01;1000;0.8;0;1;42000;15151;0.103971;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;7712;1.52833
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1390;1.68559;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1586;1.40907;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15151;0.129783;;ft53.atsp;100;0.001;1000;0.9;0;1;110000;7714;0.271229
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1390;1.68551;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1586;1.40287;;ry48p.atsp;100;0.01;1000;0.96;0;1;226000;15155;0.553681;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7714;28.3734
ftv33.atsp;1000;0.001;1000;0.999;0;1;13809000;1390;33.8286;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1586;1.41383;;ry48p.atsp;100;0.01;1000;0.86;0;1;62000;15155;0.153549;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7714;28.3426
ftv33.atsp;1000;0.001;1000;0.999;0;1;13809000;1390;33.8404;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1586;1.42272;;ry48p.atsp;100;0.01;1000;0.92;0;1;111000;15155;0.278689;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7714;28.2984
ftv33.atsp;1000;0.001;1000;0.999;0;1;13809000;1390;33.875;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1586;1.41831;;ry48p.atsp;100;0.01;1000;0.86;0;1;62000;15157;0.156246;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7714;28.2915
ftv33.atsp;1000;0.001;1000;0.999;0;1;13809000;1390;34.1602;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1586;1.42001;;ry48p.atsp;100;0.01;1000;0.92;0;1;111000;15158;0.275115;;ft53.atsp;100;0.001;1000;0.84;0;1;67000;7715;0.162439
ftv33.atsp;1000;0.001;1000;0.999;0;1;13809000;1390;33.8464;;ftv35.atsp;1000;0.01;1000;0.999;0;1;11508000;1586;28.2697;;ry48p.atsp;100;0.01;1000;0.96;0;1;226000;15158;0.565273;;ft53.atsp;100;0.001;1000;0.86;0;1;77000;7715;0.190518
ftv33.atsp;1000;0.001;1000;0.999;0;1;13809000;1390;33.989;;ftv35.atsp;1000;0.01;1000;0.999;0;1;11508000;1586;28.304;;ry48p.atsp;100;0.01;1000;0.88;0;1;73000;15159;0.181822;;ft53.atsp;100;0.001;1000;0.82;0;1;59000;7715;0.145009
ftv33.atsp;1000;0.001;1000;0.999;0;1;13809000;1390;33.9804;;ftv35.atsp;1000;0.01;1000;0.999;0;1;11508000;1586;28.3037;;ry48p.atsp;100;0.01;1000;0.88;0;1;73000;15161;0.181184;;ft53.atsp;100;0.001;1000;0.9;0;1;110000;7716;0.274698
ftv33.atsp;1000;0.001;1000;0.999;0;1;13809000;1390;34.193;;ftv35.atsp;1000;0.01;1000;0.999;0;1;11508000;1586;28.3442;;ry48p.atsp;100;0.01;1000;0.88;0;1;73000;15161;0.180237;;ft53.atsp;100;0.001;1000;0.86;0;1;77000;7718;0.188558
ftv33.atsp;1000;0.001;1000;0.999;0;1;13809000;1390;34.1403;;ftv35.atsp;1000;0.01;1000;0.999;0;1;11508000;1586;28.3037;;ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15162;0.214493;;ft53.atsp;100;0.001;1000;0.8;0;1;52000;7719;0.131539
ftv33.atsp;1000;0.001;1000;0.999;0;1;13809000;1390;33.9427;;ftv35.atsp;1000;0.01;1000;0.88;0;1;91000;1587;0.223935;;ry48p.atsp;100;0.01;1000;0.94;0;1;149000;15163;0.365969;;ft53.atsp;100;0.001;1000;0.96;0;1;283000;7721;0.696314
ftv33.atsp;1000;0.001;1000;0.999;0;1;13809000;1390;33.8581;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1587;0.453829;;ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15163;0.228137;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;7721;1.77662
ftv33.atsp;1000;0.001;1000;0.999;0;1;13809000;1390;33.8475;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1587;0.457441;;ry48p.atsp;100;0.01;1000;0.8;0;1;42000;15164;0.106097;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7721;28.3457
ftv33.atsp;1000;0.001;1000;0.94;0;1;224000;1391;0.550106;;ftv35.atsp;1000;0.01;1000;0.96;0;1;283000;1587;0.710347;;ry48p.atsp;100;0.01;1000;0.88;0;1;73000;15164;0.178836;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7721;28.3586
ftv33.atsp;1000;0.001;1000;0.8;0;1;62000;1391;0.155224;;ftv35.atsp;1000;0.01;1000;0.84;0;1;67000;1587;0.167192;;ry48p.atsp;100;0.01;1000;0.88;0;1;73000;15165;0.180946;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7721;28.3579
ftv33.atsp;1000;0.001;1000;0.88;0;1;109000;1391;0.272756;;ftv35.atsp;1000;0.01;1000;0.92;0;1;139000;1587;0.350024;;ry48p.atsp;100;0.01;1000;0.82;0;1;47000;15168;0.114576;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7721;28.4479
ftv33.atsp;1000;0.001;1000;0.92;0;1;166000;1391;0.409676;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1587;0.462546;;ry48p.atsp;100;0.01;1000;0.86;0;1;62000;15169;0.152651;;ft53.atsp;100;0.001;1000;0.88;0;1;91000;7722;0.224839
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1391;1.68223;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1587;0.457438;;ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15171;1.13418;;ft53.atsp;100;0.001;1000;0.94;0;1;187000;7722;0.464866
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1391;1.69098;;ftv35.atsp;1000;0.01;1000;0.96;0;1;283000;1587;0.728336;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15172;0.129199;;ft53.atsp;100;0.001;1000;0.84;0;1;67000;7725;0.164774
ftv33.atsp;1000;0.001;1000;0.8;0;1;62000;1392;0.152672;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1587;sty.59;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15177;0.136388;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7725;28.3868
ftv33.atsp;1000;0.001;1000;0.8;0;1;62000;1392;0.152512;;ftv35.atsp;1000;0.01;1000;0.8;0;1;52000;1588;0.128364;;ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15177;0.222912;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7725;28.3384
ftv33.atsp;1000;0.001;1000;0.84;0;1;80000;1392;0.193905;;ftv35.atsp;1000;0.01;1000;0.92;0;1;139000;1588;0.338126;;ry48p.atsp;100;0.01;1000;0.999;0;1;9206000;15177;23.3296;;ft53.atsp;100;0.001;1000;0.9;0;1;110000;7727;0.276383
ftv33.atsp;1000;0.001;1000;0.86;0;1;92000;1392;0.223713;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1588;0.455293;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15178;0.134006;;ft53.atsp;100;0.001;1000;0.96;0;1;283000;7727;0.829675
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1392;0.320531;;ftv35.atsp;1000;0.01;1000;0.96;0;1;283000;1588;0.712824;;ry48p.atsp;100;0.01;1000;0.82;0;1;47000;15181;0.118055;;ft53.atsp;100;0.001;1000;0.8;0;1;52000;7728;0.125859
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1392;0.330114;;ftv35.atsp;1000;0.01;1000;0.82;0;1;59000;1588;0.150002;;ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15186;0.222426;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7728;28.4812
ftv33.atsp;1000;0.001;1000;0.92;0;1;166000;1392;0.40899;;ftv35.atsp;1000;0.01;1000;0.88;0;1;91000;1588;0.223928;;ry48p.atsp;100;0.01;1000;0.86;0;1;62000;15186;0.153944;;ft53.atsp;100;0.001;1000;0.82;0;1;59000;7729;0.148309
ftv33.atsp;1000;0.001;1000;0.92;0;1;166000;1392;0.403677;;ftv35.atsp;1000;0.01;1000;0.9;0;1;110000;1588;0.272206;;ry48p.atsp;100;0.01;1000;0.88;0;1;73000;15187;0.184703;;ft53.atsp;100;0.001;1000;0.96;0;1;283000;7730;0.741008
ftv33.atsp;1000;0.001;1000;0.92;0;1;166000;1392;0.41079;;ftv35.atsp;1000;0.01;1000;0.9;0;1;110000;1588;0.272313;;ry48p.atsp;100;0.01;1000;0.8;0;1;42000;15189;0.107925;;ft53.atsp;100;0.001;1000;0.96;0;1;283000;7731;0.69946
ftv33.atsp;1000;0.001;1000;0.96;0;1;339000;1392;0.829641;;ftv35.atsp;1000;0.01;1000;0.9;0;1;110000;1588;0.27247;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15190;0.129602;;ft53.atsp;100;0.001;1000;0.86;0;1;77000;7731;0.191148
ftv33.atsp;1000;0.001;1000;0.96;0;1;339000;1392;0.831511;;ftv35.atsp;1000;0.01;1000;0.92;0;1;139000;1588;0.350268;;ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15191;0.219457;;ft53.atsp;100;0.001;1000;0.86;0;1;77000;7731;0.18946
ftv33.atsp;1000;0.001;1000;0.96;0;1;339000;1392;0.833127;;ftv35.atsp;1000;0.01;1000;0.92;0;1;139000;1588;0.342598;;ry48p.atsp;100;0.01;1000;0.92;0;1;111000;15191;0.276227;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7731;28.6191
ftv33.atsp;1000;0.001;1000;0.96;0;1;339000;1392;0.825202;;ftv35.atsp;1000;0.01;1000;0.96;0;1;283000;1588;0.703471;;ry48p.atsp;100;0.01;1000;0.96;0;1;226000;15192;0.555855;;ft53.atsp;100;0.001;1000;0.86;0;1;77000;7732;0.198682
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1392;1.70968;;ftv35.atsp;1000;0.01;1000;0.96;0;1;283000;1588;0.714405;;ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15192;1.13085;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7732;28.374
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1392;1.68051;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1588;1.43307;;ry48p.atsp;100;0.01;1000;0.96;0;1;226000;15197;0.562055;;ft53.atsp;100;0.001;1000;0.9;0;1;110000;7733;0.27241
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1392;1.67429;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1588;1.40704;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15199;0.134581;;ft53.atsp;100;0.001;1000;0.88;0;1;91000;7734;0.223135
ftv33.atsp;1000;0.001;1000;0.8;0;1;62000;1392;0.155245;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1588;1.40708;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15203;0.131595;;ft53.atsp;100;0.001;1000;0.82;0;1;59000;7735;0.144792
ftv33.atsp;1000;0.001;1000;0.8;0;1;62000;1392;0.156796;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1588;1.40974;;ry48p.atsp;100;0.01;1000;0.94;0;1;149000;15205;0.369769;;ft53.atsp;100;0.001;1000;0.84;0;1;67000;7737;0.167605
ftv33.atsp;1000;0.001;1000;0.82;0;1;70000;1392;0.176381;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1588;1.42155;;ry48p.atsp;100;0.01;1000;0.82;0;1;47000;15205;0.117203;;ft53.atsp;100;0.001;1000;0.96;0;1;283000;7738;0.69664
ftv33.atsp;1000;0.001;1000;0.82;0;1;70000;1392;0.174407;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1588;1.40675;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15205;0.133061;;ft53.atsp;100;0.001;1000;0.92;0;1;139000;7738;0.342718
ftv33.atsp;1000;0.001;1000;0.84;0;1;80000;1392;0.205809;;ftv35.atsp;1000;0.01;1000;0.999;0;1;11508000;1588;28.3381;;ry48p.atsp;100;0.01;1000;0.8;0;1;42000;15207;0.105363;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7738;28.3263
ftv33.atsp;1000;0.001;1000;0.84;0;1;80000;1392;0.196781;;ftv35.atsp;1000;0.01;1000;0.999;0;1;11508000;1588;28.2945;;ry48p.atsp;100;0.01;1000;0.94;0;1;149000;15207;0.363731;;ft53.atsp;100;0.001;1000;0.86;0;1;77000;7739;0.1906
ftv33.atsp;1000;0.001;1000;0.86;0;1;92000;1392;0.229167;;ftv35.atsp;1000;0.01;1000;0.999;0;1;11508000;1588;28.7386;;ry48p.atsp;100;0.01;1000;0.88;0;1;73000;15207;0.185525;;ft53.atsp;100;0.001;1000;0.82;0;1;59000;7741;0.143782
ftv33.atsp;1000;0.001;1000;0.88;0;1;109000;1392;0.268841;;ftv35.atsp;1000;0.01;1000;0.999;0;1;11508000;1588;28.4005;;ry48p.atsp;100;0.01;1000;0.94;0;1;149000;15207;0.373689;;ft53.atsp;100;0.001;1000;0.86;0;1;77000;7741;0.192148
ftv33.atsp;1000;0.001;1000;0.88;0;1;109000;1392;0.274958;;ftv35.atsp;1000;0.01;1000;0.999;0;1;11508000;1588;28.3375;;ry48p.atsp;100;0.01;1000;0.92;0;1;111000;15208;0.284124;;ft53.atsp;100;0.001;1000;0.86;0;1;77000;7741;0.189997
ftv33.atsp;1000;0.001;1000;0.88;0;1;109000;1392;0.269757;;ftv35.atsp;1000;0.01;1000;0.999;0;1;11508000;1588;28.3122;;ry48p.atsp;100;0.01;1000;0.96;0;1;226000;15208;0.565915;;ft53.atsp;100;0.001;1000;0.82;0;1;59000;7742;0.145197
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1392;0.327693;;ftv35.atsp;1000;0.01;1000;0.999;0;1;11508000;1588;28.3047;;ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15208;1.13324;;ft53.atsp;100;0.001;1000;0.92;0;1;139000;7742;0.348705
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1392;0.325014;;ftv35.atsp;1000;0.01;1000;0.999;0;1;11508000;1588;28.4316;;ry48p.atsp;100;0.01;1000;0.88;0;1;73000;15211;0.180218;;ft53.atsp;100;0.001;1000;0.84;0;1;67000;7743;0.166133
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1392;0.323303;;ftv35.atsp;1000;0.01;1000;0.82;0;1;59000;1589;0.147992;;ry48p.atsp;100;0.01;1000;0.86;0;1;62000;15211;0.154616;;ft53.atsp;100;0.001;1000;0.86;0;1;77000;7743;0.18767
ftv33.atsp;1000;0.001;1000;0.92;0;1;166000;1392;0.410532;;ftv35.atsp;1000;0.01;1000;0.86;0;1;77000;1589;0.186085;;ry48p.atsp;100;0.01;1000;0.82;0;1;47000;15212;0.114839;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;7743;1.44408
ftv33.atsp;1000;0.001;1000;0.92;0;1;166000;1392;0.40699;;ftv35.atsp;1000;0.01;1000;0.88;0;1;91000;1589;0.221497;;ry48p.atsp;100;0.01;1000;0.88;0;1;73000;15213;0.181882;;ft53.atsp;100;0.001;1000;0.96;0;1;283000;7744;0.70303
ftv33.atsp;1000;0.001;1000;0.92;0;1;166000;1392;0.413038;;ftv35.atsp;1000;0.01;1000;0.88;0;1;91000;1589;0.229509;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15214;0.130092;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7744;28.2981
ftv33.atsp;1000;0.001;1000;0.92;0;1;166000;1392;0.409015;;ftv35.atsp;1000;0.01;1000;0.92;0;1;139000;1589;0.345286;;ry48p.atsp;100;0.01;1000;0.8;0;1;42000;15215;0.101701;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7745;28.3461
ftv33.atsp;1000;0.001;1000;0.92;0;1;166000;1392;0.409805;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1589;0.461947;;ry48p.atsp;100;0.01;1000;0.86;0;1;62000;15215;0.155137;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7745;28.3348
ftv33.atsp;1000;0.001;1000;0.94;0;1;224000;1392;0.555223;;ftv35.atsp;1000;0.01;1000;0.96;0;1;283000;1589;0.696039;;ry48p.atsp;100;0.01;1000;0.92;0;1;111000;15216;0.274464;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;7746;28.4714
ftv33.atsp;1000;0.001;1000;0.94;0;1;224000;1392;0.551661;;ftv35.atsp;1000;0.01;1000;0.96;0;1;283000;1589;0.695182;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15218;0.129972;;ft53.atsp;100;0.001;1000;0.94;0;1;187000;7747;0.480588
ftv33.atsp;1000;0.001;1000;0.96;0;1;339000;1392;0.837719;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1589;1.38893;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15218;0.132319;;ft53.atsp;100;0.001;1000;0.84;0;1;67000;7748;0.167179
ftv33.atsp;1000;0.001;1000;0.96;0;1;339000;1392;0.836685;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1589;sty.66;;ry48p.atsp;100;0.01;1000;0.82;0;1;47000;15220;0.114652;;ft53.atsp;100;0.001;1000;0.84;0;1;67000;7748;0.166022
