Kadencja;Czas;Liczba iteracji;Intensyf;Rand;Czy RedRand?;Sasiedztwo;Optimum
20;10;5000;4;1;0;0;7169
20;10;5000;4;1;0;0;7174
30;20;5000;4;1;0;0;7181
20;20;5000;4;2;0;0;7188
20;20;5000;4;2;0;0;7201
25;20;5000;4;1;0;0;7201
60;5;5000;4;2;1;0;7207
20;20;5000;4;2;0;0;7207
35;5;5000;4;2;1;0;7229
35;5;5000;4;2;1;0;7229
35;5;5000;4;2;1;0;7229
35;5;5000;4;2;1;0;7229
35;5;5000;4;2;1;0;7229
35;5;5000;4;2;1;0;7229
35;5;5000;4;2;1;0;7229
35;5;5000;4;2;1;0;7229
35;5;5000;4;2;1;0;7229
35;5;5000;4;2;1;0;7229
35;5;5000;4;2;1;0;7229
35;5;5000;4;2;1;0;7229
35;5;5000;4;2;1;0;7229
35;5;5000;4;2;1;0;7229
35;5;5000;4;2;1;0;7229
20;10;5000;4;1;0;0;7229
20;20;5000;4;1;0;0;7229
100;5;5000;4;1;1;0;7250
100;5;5000;4;1;1;0;7250
100;5;5000;4;1;1;0;7250
100;5;5000;4;1;1;0;7250
100;5;5000;4;1;1;0;7250
100;5;5000;4;2;1;0;7250
60;5;5000;4;2;1;0;7318
70;5;5000;4;1;1;0;7318
70;5;5000;4;1;1;0;7318
