Instancja;Czas;Jednostka;Wynik;Iteracji;Populacja;RandomNodes;praw.Mutacja;krzy¿owanie;selekcja;mutacja;elitism;memetic;czas;;;;;;;;;;;;;;;
ft53.atsp;10009;ms;7326;151;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10036;ms;7331;151;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10021;ms;7448;151;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10017;ms;7391;149;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10046;ms;7686;152;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10039;ms;7426;157;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10008;ms;7630;155;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10037;ms;7342;149;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10010;ms;7347;150;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10001;ms;7683;146;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10047;ms;7434;148;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10008;ms;7693;145;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10008;ms;7315;148;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10041;ms;7525;153;150;3;0.15;2;2;2;5;1;10;7470,68;6975;153;;;;;;;;;;;;
ft53.atsp;10016;ms;7568;161;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10024;ms;7619;164;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10010;ms;7825;163;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10024;ms;7827;159;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10031;ms;7324;163;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10039;ms;7490;166;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10015;ms;7634;166;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10015;ms;7923;162;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10023;ms;7625;165;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10044;ms;7193;165;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10026;ms;7683;166;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10014;ms;7743;166;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10009;ms;7593;166;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10002;ms;7646;164;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10044;ms;8057;166;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10000;ms;7649;163;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10009;ms;7656;165;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10001;ms;7601;164;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10007;ms;7658;164;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10038;ms;7587;165;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10016;ms;7656;164;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10012;ms;7551;165;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10040;ms;7589;162;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10011;ms;7113;164;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10036;ms;7829;163;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10002;ms;7821;164;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10019;ms;7214;165;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10018;ms;7643;159;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10020;ms;7472;165;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10027;ms;7418;159;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10004;ms;7590;165;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10015;ms;7790;158;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10016;ms;7708;159;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10044;ms;7742;165;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10003;ms;7763;164;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10038;ms;7472;164;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10017;ms;7259;165;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10038;ms;7382;164;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10024;ms;7971;156;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10017;ms;7770;164;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10032;ms;7913;165;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10017;ms;7881;165;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10045;ms;7597;166;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10008;ms;7808;164;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10041;ms;7800;165;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10035;ms;7558;164;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10024;ms;7693;164;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10018;ms;7630;164;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10042;ms;7382;165;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ft53.atsp;10027;ms;7331;165;150;3;0.15;2;3;2;5;1;10;7624,94;7113;165;;;;;;;;;;;;
ftv55.atsp;10012;ms;1734;136;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10034;ms;1618;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10003;ms;1695;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10042;ms;1632;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10012;ms;1742;137;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10016;ms;1697;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10013;ms;1700;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10032;ms;1667;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10022;ms;1817;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10019;ms;1608;138;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10042;ms;1676;140;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10017;ms;1716;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10002;ms;1758;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10021;ms;1608;138;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10009;ms;1608;138;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10026;ms;1734;140;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10016;ms;1667;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10043;ms;1739;138;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10028;ms;1708;140;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10003;ms;1618;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10030;ms;1745;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10036;ms;1628;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10026;ms;1679;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10044;ms;1657;140;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10009;ms;1657;140;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10026;ms;1717;140;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10037;ms;1732;140;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10048;ms;1801;140;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10050;ms;1675;138;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10008;ms;1667;138;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10043;ms;1827;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10012;ms;1676;135;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10000;ms;1667;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10022;ms;1688;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10026;ms;1683;140;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10022;ms;1724;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10008;ms;1727;138;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10034;ms;1718;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10033;ms;1693;138;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10015;ms;1657;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10044;ms;1776;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10041;ms;1656;140;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10035;ms;1653;138;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10048;ms;1739;140;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10027;ms;1618;138;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10030;ms;1807;140;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10017;ms;1766;138;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10002;ms;1769;139;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10046;ms;1657;140;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10012;ms;1667;140;150;3;0.15;2;1;2;5;1;10;1697,36;1608;140;;;;;;;;;;;;
ftv55.atsp;10053;ms;1740;124;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10043;ms;1618;127;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10025;ms;1734;123;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10020;ms;1736;126;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10019;ms;1839;123;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10043;ms;1659;127;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10032;ms;1713;124;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10049;ms;1655;126;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10050;ms;1713;122;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10025;ms;1746;124;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10018;ms;1685;128;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10038;ms;1635;124;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10002;ms;1773;128;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10024;ms;1743;121;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10039;ms;1773;128;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10011;ms;1669;123;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10006;ms;1750;128;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10003;ms;1711;123;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10007;ms;1724;128;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10025;ms;1690;124;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10033;ms;1751;128;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10006;ms;1727;124;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10041;ms;1705;127;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10049;ms;1663;115;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10030;ms;1746;126;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10028;ms;1718;124;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10034;ms;1727;128;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10011;ms;1747;128;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10047;ms;1663;124;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10000;ms;1738;126;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10021;ms;1717;123;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10028;ms;1705;129;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10010;ms;1713;124;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10048;ms;1707;128;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10030;ms;1717;124;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10015;ms;1718;127;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10040;ms;1730;123;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10049;ms;1674;129;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10034;ms;1839;124;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10047;ms;1747;129;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10005;ms;1746;124;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10040;ms;1755;129;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10049;ms;1764;124;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10047;ms;1653;128;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10015;ms;1663;128;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10045;ms;1696;123;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10013;ms;1736;128;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10030;ms;1682;124;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10029;ms;1653;129;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10024;ms;1732;123;150;3;0.15;2;2;2;5;1;10;1716,76;1618;123;;;;;;;;;;;;
ftv55.atsp;10048;ms;1798;135;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10033;ms;1772;129;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10027;ms;1809;135;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10030;ms;1752;134;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10040;ms;1879;131;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10044;ms;1772;135;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10013;ms;1762;130;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10050;ms;1782;135;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10038;ms;1742;135;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10039;ms;1821;130;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10034;ms;1839;128;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10012;ms;1620;129;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10007;ms;1836;132;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10000;ms;1752;134;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10010;ms;1879;134;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10038;ms;1791;135;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10015;ms;1838;130;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10043;ms;1738;129;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10009;ms;1738;135;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10016;ms;1826;130;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10011;ms;1853;129;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10048;ms;1767;130;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10009;ms;1769;130;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10005;ms;1764;129;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10013;ms;1691;130;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10020;ms;1717;129;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10046;ms;1804;131;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10044;ms;1879;130;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10002;ms;1663;134;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10045;ms;1748;134;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10004;ms;1815;134;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10044;ms;1837;130;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10014;ms;1873;135;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10033;ms;1862;130;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10040;ms;1748;129;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10051;ms;1823;130;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10011;ms;1943;130;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10045;ms;1820;130;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10040;ms;1855;135;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10027;ms;1879;129;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10040;ms;1890;131;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10007;ms;1750;133;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10023;ms;1879;129;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10002;ms;1751;133;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10028;ms;1705;130;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10044;ms;1873;135;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10040;ms;1879;135;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10036;ms;1738;134;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10025;ms;1777;135;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv55.atsp;10006;ms;1701;134;150;3;0.15;2;3;2;5;1;10;1795,98;1620;134;;;;;;;;;;;;
ftv64.atsp;10060;ms;1858;65;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10023;ms;1885;63;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10062;ms;2025;65;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10021;ms;1925;64;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10007;ms;1911;63;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10001;ms;1949;64;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10038;ms;1911;63;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10009;ms;1969;64;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10009;ms;1906;64;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10034;ms;1884;64;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10043;ms;1970;65;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10021;ms;1970;64;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10008;ms;1981;65;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10005;ms;2019;64;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10039;ms;1893;65;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10064;ms;1943;65;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10048;ms;2024;65;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10042;ms;1969;64;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10030;ms;1933;63;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10028;ms;2008;64;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10033;ms;1996;65;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10011;ms;2019;65;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10007;ms;1952;63;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10014;ms;1877;63;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10006;ms;1897;64;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10043;ms;2078;65;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10030;ms;1946;65;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10025;ms;1919;65;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10022;ms;1950;64;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10054;ms;1988;65;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10029;ms;1935;64;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10025;ms;1933;64;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10016;ms;1962;64;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10024;ms;1950;64;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10032;ms;1950;65;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10021;ms;1953;64;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10003;ms;1941;64;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10051;ms;1976;64;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10056;ms;1953;65;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
