Instancja;Czas;Jednostka;Wynik;Iteracji;Populacja;RandomNodes;praw.Mutacja;krzy¿owanie;selekcja;mutacja;elitism;memetic;czas;;;;;;;;;;;;;;;;;;;
ft53.atsp;10030;ms;7718;167;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10011;ms;7319;168;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10013;ms;7332;169;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10035;ms;7257;164;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10023;ms;7259;168;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10012;ms;7110;168;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10006;ms;7484;165;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10031;ms;7210;165;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10013;ms;7047;168;150;3;0.15;2;1;2;5;1;10;7264,55;7047;;;;;;;;;;;;;;;;;
ft53.atsp;10000;ms;7322;168;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10012;ms;7057;168;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10016;ms;7581;161;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10043;ms;7124;166;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10039;ms;7590;167;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10001;ms;7645;164;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10038;ms;7309;170;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10024;ms;7732;164;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10016;ms;7272;163;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10024;ms;7645;151;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10032;ms;7124;163;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10001;ms;7124;167;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10029;ms;7198;166;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10016;ms;7211;165;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10003;ms;7281;168;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10030;ms;7631;163;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10000;ms;7403;159;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10025;ms;7660;166;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10035;ms;7645;159;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10004;ms;7705;167;150;3;0.15;2;1;2;10;1;10;7412,95;7057;;;;;;;;;;;;;;;;;
ft53.atsp;10021;ms;7655;168;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10012;ms;7688;167;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10018;ms;7669;165;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10014;ms;7331;168;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10011;ms;7716;167;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10036;ms;7124;166;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10015;ms;7500;169;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10033;ms;7284;169;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10039;ms;7285;153;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10038;ms;7643;158;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10044;ms;7809;168;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10033;ms;7285;166;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10029;ms;7108;160;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10042;ms;7589;168;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10047;ms;7248;162;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10028;ms;7440;159;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10020;ms;7706;161;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10015;ms;7743;166;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10009;ms;7789;159;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10012;ms;7248;155;150;3;0.15;2;1;2;15;1;10;7493;7108;;;;;;;;;;;;;;;;;
ft53.atsp;10012;ms;7329;161;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10019;ms;7835;167;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10043;ms;7434;167;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10020;ms;7301;167;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10028;ms;7655;161;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10025;ms;7649;160;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10017;ms;7271;149;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10033;ms;7448;161;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10045;ms;7315;165;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10039;ms;7522;166;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10009;ms;7289;161;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10012;ms;7581;164;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10037;ms;7250;165;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10027;ms;7331;164;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10008;ms;7773;161;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10035;ms;7516;165;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10026;ms;7444;162;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10015;ms;7787;162;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10018;ms;7331;167;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10013;ms;7743;161;150;3;0.15;2;1;2;25;1;10;7490,2;7250;;;;;;;;;;;;;;;;;
ft53.atsp;10016;ms;7448;161;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10035;ms;7478;163;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10041;ms;7248;169;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10039;ms;7353;169;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10017;ms;7716;164;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10026;ms;7424;163;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10016;ms;7331;167;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10041;ms;7779;168;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10026;ms;7331;166;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10034;ms;7269;166;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10042;ms;7331;167;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10022;ms;7248;162;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10024;ms;7347;166;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10020;ms;7649;167;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10025;ms;7225;163;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10040;ms;7444;167;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10001;ms;7124;160;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10015;ms;7881;166;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10010;ms;7654;166;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10030;ms;7225;168;150;3;0.15;2;1;2;35;1;10;7425,25;7124;;;;;;;;;;;;;;;;;
ft53.atsp;10037;ms;7342;167;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10035;ms;7648;160;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10045;ms;7448;166;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10028;ms;7090;161;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10030;ms;7552;163;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10007;ms;7472;167;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10027;ms;7645;164;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10036;ms;7301;166;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10021;ms;7110;166;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10011;ms;7212;166;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10045;ms;7305;168;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10020;ms;7825;165;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10031;ms;7658;166;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10019;ms;7248;167;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10017;ms;7327;162;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10011;ms;7372;164;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10008;ms;7248;160;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10030;ms;7248;165;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10030;ms;7528;166;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ft53.atsp;10022;ms;7301;162;150;3;0.15;2;1;2;45;1;10;7394;7090;;;;;;;;;;;;;;;;;
ftv55.atsp;10007;ms;3513;133;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10035;ms;2995;135;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10026;ms;2932;133;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10034;ms;3298;135;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10037;ms;3132;136;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10001;ms;3195;136;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10023;ms;3128;136;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10005;ms;2872;136;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10027;ms;3252;137;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10047;ms;2935;136;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10049;ms;2844;136;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10032;ms;3228;133;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10030;ms;3000;137;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10019;ms;2742;136;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10040;ms;3237;136;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10035;ms;3296;129;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10022;ms;2996;136;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10039;ms;2827;135;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10020;ms;2951;137;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10027;ms;3203;136;150;3;0.15;2;1;2;0;1;10;3078,8;2742;;;;;;;;;;;;;;;;;
ftv55.atsp;10014;ms;1724;131;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10010;ms;1879;132;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10029;ms;1896;130;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10033;ms;1857;136;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10040;ms;1628;136;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10031;ms;1763;137;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10034;ms;1811;137;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10048;ms;1736;136;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10041;ms;1879;136;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10007;ms;1691;135;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10027;ms;1784;136;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10044;ms;1879;135;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10015;ms;1750;135;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10019;ms;1822;135;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10039;ms;1720;131;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10026;ms;1879;136;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10002;ms;1879;134;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10042;ms;1844;135;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10040;ms;1810;136;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10005;ms;1879;127;150;3;0.15;2;1;2;1;1;10;1805,5;1628;;;;;;;;;;;;;;;;;
ftv55.atsp;10025;ms;1755;132;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10011;ms;1680;130;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10040;ms;1653;137;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10045;ms;1690;135;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10006;ms;1667;115;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10036;ms;1663;102;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10014;ms;1700;124;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10019;ms;1653;130;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10016;ms;1801;128;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10064;ms;1758;110;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10020;ms;1653;98;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10045;ms;1670;101;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10035;ms;1675;99;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10034;ms;1681;103;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10013;ms;1770;103;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10035;ms;1691;98;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10058;ms;1802;94;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10054;ms;1720;82;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10029;ms;1608;97;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10019;ms;1618;100;150;3;0.15;2;1;2;5;1;10;1695,4;1608;;;;;;;;;;;;;;;;;
ftv55.atsp;10009;ms;1747;96;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10001;ms;1746;96;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10016;ms;1742;101;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10035;ms;1742;106;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10003;ms;1667;100;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10014;ms;1684;108;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10044;ms;1653;127;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10002;ms;1820;121;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10024;ms;1663;108;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10021;ms;1661;106;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10055;ms;1678;114;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10053;ms;1781;105;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10017;ms;1677;110;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10035;ms;1732;107;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10003;ms;1768;111;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10012;ms;1660;110;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10049;ms;1789;111;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10000;ms;1780;106;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10011;ms;1713;107;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10030;ms;1727;107;150;3;0.15;2;1;2;10;1;10;1721,5;1653;;;;;;;;;;;;;;;;;
ftv55.atsp;10033;ms;1653;116;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10044;ms;1663;108;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10049;ms;1772;119;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10032;ms;1688;105;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10019;ms;1779;120;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10022;ms;1663;130;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10016;ms;1757;134;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10019;ms;1725;131;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10007;ms;1794;125;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10010;ms;1654;111;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10058;ms;1663;106;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10042;ms;1657;106;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10009;ms;1738;104;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10015;ms;1742;106;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10000;ms;1675;102;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10036;ms;1742;106;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10004;ms;1789;108;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10012;ms;1697;104;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10025;ms;1725;107;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10040;ms;1750;106;150;3;0.15;2;1;2;15;1;10;1716,3;1653;;;;;;;;;;;;;;;;;
ftv55.atsp;10019;ms;1757;106;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10028;ms;1677;110;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10059;ms;1732;106;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10044;ms;1734;111;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10019;ms;1709;105;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10056;ms;1751;109;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10006;ms;1734;116;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10011;ms;1716;126;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10029;ms;1739;108;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10058;ms;1702;106;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10001;ms;1736;107;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10007;ms;1743;107;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10007;ms;1746;108;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10019;ms;1674;105;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10051;ms;1738;98;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10057;ms;1679;110;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10008;ms;1722;114;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10037;ms;1713;122;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10006;ms;1665;128;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10060;ms;1608;105;150;3;0.15;2;1;2;25;1;10;1713,75;1608;;;;;;;;;;;;;;;;;
ftv55.atsp;10031;ms;1781;115;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10032;ms;1828;126;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10046;ms;1713;111;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10003;ms;1743;106;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10036;ms;1698;126;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10042;ms;1655;126;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10007;ms;1655;136;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
