Instancja;Czas;Jednostka;Wynik;Typ memetic;0 wyspa;1 wyspa;2 wyspa;3 wyspa;4 wyspa;;;;;;;;;;;;;;;;;;
ftv44.atsp;9460;ms;1687;1;44;38;44;46;38;;;;;;;;;;;;;;;;;;
ftv44.atsp;9378;ms;1704;1;51;41;49;50;41;;;;;;;;;;;;;;;;;;
ftv44.atsp;9938;ms;1666;1;50;41;49;50;42;;;;;;;;;;;;;;;;;;
ftv44.atsp;9285;ms;1657;1;51;43;51;50;42;;;;;;;;;;;;;;;;;;
ftv44.atsp;9225;ms;1666;1;51;43;51;52;42;;;;;;;;;;;;;;;;;;
ftv44.atsp;9558;ms;1666;1;47;39;45;45;39;;;;;;;;;;;;;;;;;;
ftv44.atsp;9452;ms;1742;1;49;39;46;47;38;;;;;;;;;;;;;;;;;;
ftv44.atsp;9669;ms;1683;1;47;40;48;47;40;;;;;;;;;;;;;;;;;;
ftv44.atsp;9991;ms;1666;1;49;40;48;48;42;;;;;;;;;;;;;;;;;;
ftv44.atsp;9581;ms;1684;1;48;41;46;48;40;;;;;;;;;;;;;;;;;;
ftv44.atsp;9510;ms;1669;1;48;39;47;47;39;;;;;;;;;;;;;;;;;;
ftv44.atsp;9589;ms;1693;1;47;39;46;45;39;;;;;;;;;;;;;;;;;;
ftv44.atsp;9601;ms;1683;1;45;37;45;43;37;;;;;;;;;;;;;;;;;;
ftv44.atsp;9721;ms;1683;1;44;36;42;44;36;;;;;;;;;;;;;;;;;;
ftv44.atsp;9562;ms;1684;1;46;39;45;46;38;;;;;;;;;;;;;;;;;;
ftv44.atsp;9606;ms;1666;1;40;34;41;40;33;;;;;;;;;;;;;;;;;;
ftv44.atsp;9858;ms;1704;1;46;38;45;46;38;;;;;;;;;;;;;;;;;;
ftv44.atsp;9787;ms;1664;1;43;37;43;43;36;;;;;;;;;;;;;;;;;;
ftv44.atsp;9892;ms;1666;1;47;38;46;46;39;;;;;;;;;;;;;;;;;;
ftv44.atsp;9962;ms;1679;1;45;38;45;44;38;;;;;;;;;;;;;;;;;;
ftv44.atsp;9852;ms;1704;1;44;37;43;42;37;;;;;;;;;;;;;;;;;;
ftv44.atsp;10157;ms;1666;1;47;40;46;46;39;;;;;;;;;;;;;;;;;;
ftv44.atsp;9637;ms;1666;1;44;38;46;46;38;;;;;;;;;;;;;;;;;;
ftv44.atsp;9736;ms;1705;1;42;37;41;43;36;;;;;;;;;;;;;;;;;;
ftv44.atsp;9737;ms;1666;1;48;40;47;47;38;;;;;;;;;;;;;;;;;;
ftv44.atsp;9749;ms;1683;1;46;38;45;45;38;;;;;;;;;;;;;;;;;;
ftv44.atsp;9611;ms;1669;1;43;35;43;43;36;;;;;;;;;;;;;;;;;;
ftv44.atsp;9481;ms;1666;1;44;37;44;44;38;;;;;;;;;;;;;;;;;;
ftv44.atsp;9555;ms;1683;1;45;38;45;45;38;;;;;;;;;;;;;;;;;;
ftv44.atsp;9822;ms;1666;1;47;38;47;48;40;;;;;;;;;;;;;;;;;;
ftv44.atsp;9645;ms;1704;1;47;40;46;47;40;;;;;;;;;;;;;;;;;;
ftv44.atsp;9587;ms;1704;1;47;39;46;46;38;;;;;;;;;;;;;;;;;;
ftv44.atsp;9687;ms;1666;1;45;38;46;44;37;;;;;;;;;;;;;;;;;;
ftv44.atsp;9816;ms;1669;1;47;39;46;47;40;;;;;;;;;;;;;;;;;;
ftv44.atsp;9529;ms;1704;1;46;37;44;45;38;;;;;;;;;;;;;;;;;;
ftv44.atsp;9681;ms;1669;1;46;40;47;47;39;;;;;;;;;;;;;;;;;;
ftv44.atsp;9478;ms;1690;1;48;40;47;48;40;;;;;;;;;;;;;;;;;;
ftv44.atsp;9405;ms;1705;1;47;40;46;47;39;;;;;;;;;;;;;;;;;;
ftv44.atsp;9545;ms;1666;1;48;42;49;49;42;;;;;;;;;;;;;;;;;;
ftv44.atsp;9544;ms;1649;1;48;40;46;48;40;;;;;;;;;;;;;;;;;;
ftv44.atsp;9488;ms;1705;1;47;39;48;47;39;;;;;;;;;;;;;;;;;;
ftv44.atsp;9293;ms;1669;1;49;41;48;49;40;1680.22;1648;17.47643724;1742;43.63;9293;;;;;;;;;;;;
ftv44.atsp;14408;ms;1666;1;94;80;95;94;78;;;;;;;;;;;;;;;;;;
ftv44.atsp;14797;ms;1683;1;90;76;88;90;75;;;;;;;;;;;;;;;;;;
ftv44.atsp;14756;ms;1662;1;94;78;93;92;75;;;;;;;;;;;;;;;;;;
ftv44.atsp;14485;ms;1673;1;92;77;93;91;75;;;;;;;;;;;;;;;;;;
ftv44.atsp;14554;ms;1705;1;89;73;88;88;74;;;;;;;;;;;;;;;;;;
ftv44.atsp;14690;ms;1666;1;90;76;89;89;76;;;;;;;;;;;;;;;;;;
ftv44.atsp;14768;ms;1634;1;93;78;92;90;78;;;;;;;;;;;;;;;;;;
ftv44.atsp;14737;ms;1664;1;94;78;93;94;74;;;;;;;;;;;;;;;;;;
ftv44.atsp;14693;ms;1683;1;86;73;89;86;71;;;;;;;;;;;;;;;;;;
ftv44.atsp;14629;ms;1669;1;94;80;94;97;79;;;;;;;;;;;;;;;;;;
ftv44.atsp;14590;ms;1673;1;94;79;90;93;76;;;;;;;;;;;;;;;;;;
ftv44.atsp;14573;ms;1666;1;85;71;87;86;72;;;;;;;;;;;;;;;;;;
ftv44.atsp;14627;ms;1683;1;94;77;92;92;77;;;;;;;;;;;;;;;;;;
ftv44.atsp;14620;ms;1690;1;88;74;89;88;74;;;;;;;;;;;;;;;;;;
ftv44.atsp;14654;ms;1666;1;92;78;91;91;77;;;;;;;;;;;;;;;;;;
ftv44.atsp;14821;ms;1666;1;93;78;92;89;76;;;;;;;;;;;;;;;;;;
ftv44.atsp;14943;ms;1666;1;86;72;86;87;73;;;;;;;;;;;;;;;;;;
ftv44.atsp;14555;ms;1669;1;87;73;88;86;73;;;;;;;;;;;;;;;;;;
ftv44.atsp;14919;ms;1666;1;88;72;88;86;73;;;;;;;;;;;;;;;;;;
ftv44.atsp;14852;ms;1666;1;88;74;89;86;74;;;;;;;;;;;;;;;;;;
ftv44.atsp;14445;ms;1669;1;99;81;96;95;78;;;;;;;;;;;;;;;;;;
ftv44.atsp;14624;ms;1657;1;85;73;87;88;72;;;;;;;;;;;;;;;;;;
ftv44.atsp;14670;ms;1662;1;81;69;80;81;69;;;;;;;;;;;;;;;;;;
ftv44.atsp;14796;ms;1666;1;90;75;89;89;73;;;;;;;;;;;;;;;;;;
ftv44.atsp;14902;ms;1648;1;90;76;90;90;75;;;;;;;;;;;;;;;;;;
ftv44.atsp;14431;ms;1664;1;87;73;88;88;72;;;;;;;;;;;;;;;;;;
ftv44.atsp;14853;ms;1683;1;93;76;91;91;75;;;;;;;;;;;;;;;;;;
ftv44.atsp;14787;ms;1664;1;86;74;87;87;73;;;;;;;;;;;;;;;;;;
ftv44.atsp;15284;ms;1666;1;81;68;80;80;67;;;;;;;;;;;;;;;;;;
ftv44.atsp;15003;ms;1704;1;87;73;86;88;73;;;;;;;;;;;;;;;;;;
ftv44.atsp;14514;ms;1660;1;90;75;89;88;74;;;;;;;;;;;;;;;;;;
ftv44.atsp;14527;ms;1669;1;94;79;93;95;78;;;;;;;;;;;;;;;;;;
ftv44.atsp;14897;ms;1666;1;87;73;85;86;71;;;;;;;;;;;;;;;;;;
ftv44.atsp;14713;ms;1640;1;93;78;93;93;77;;;;;;;;;;;;;;;;;;
ftv44.atsp;14689;ms;1666;1;87;72;85;86;71;;;;;;;;;;;;;;;;;;
ftv44.atsp;14597;ms;1666;1;94;79;92;93;77;;;;;;;;;;;;;;;;;;
ftv44.atsp;14557;ms;1666;1;83;69;81;80;69;;;;;;;;;;;;;;;;;;
ftv44.atsp;14494;ms;1669;1;85;72;85;84;70;;;;;;;;;;;;;;;;;;
ftv44.atsp;15289;ms;1704;1;90;76;92;91;74;;;;;;;;;;;;;;;;;;
ftv44.atsp;14694;ms;1666;1;93;78;93;93;78;;;;;;;;;;;;;;;;;;
ftv44.atsp;14574;ms;1657;1;92;77;90;91;77;;;;;;;;;;;;;;;;;;
ftv44.atsp;14621;ms;1701;1;91;76;89;90;73;;;;;;;;;;;;;;;;;;
ftv44.atsp;14646;ms;1657;1;91;76;92;92;77;;;;;;;;;;;;;;;;;;
ftv44.atsp;14580;ms;1664;1;97;81;94;96;80;;;;;;;;;;;;;;;;;;
ftv44.atsp;14593;ms;1666;1;95;79;94;94;77;;;;;;;;;;;;;;;;;;
ftv44.atsp;14623;ms;1683;1;93;81;96;94;79;;;;;;;;;;;;;;;;;;
ftv44.atsp;14586;ms;1666;1;94;79;91;95;78;;;;;;;;;;;;;;;;;;
ftv44.atsp;14685;ms;1666;1;95;80;96;95;78;;;;;;;;;;;;;;;;;;
ftv44.atsp;14536;ms;1679;1;95;80;94;95;78;;;;;;;;;;;;;;;;;;
ftv44.atsp;14617;ms;1705;1;100;83;98;98;84;;;;;;;;;;;;;;;;;;
ftv44.atsp;14384;ms;1669;1;94;80;92;94;79;;;;;;;;;;;;;;;;;;
ftv44.atsp;14793;ms;1666;1;88;74;85;88;74;;;;;;;;;;;;;;;;;;
ftv44.atsp;14684;ms;1666;1;91;76;90;91;76;;;;;;;;;;;;;;;;;;
ftv44.atsp;14745;ms;1683;1;90;74;91;87;74;;;;;;;;;;;;;;;;;;
ftv44.atsp;14762;ms;1666;1;87;74;87;85;72;;;;;;;;;;;;;;;;;;
ftv44.atsp;14578;ms;1659;1;85;72;85;83;69;;;;;;;;;;;;;;;;;;
ftv44.atsp;14753;ms;1666;1;91;77;92;90;77;;;;;;;;;;;;;;;;;;
ftv44.atsp;14796;ms;1683;1;90;75;89;89;74;;;;;;;;;;;;;;;;;;
ftv44.atsp;14973;ms;1666;1;98;80;95;96;77;;;;;;;;;;;;;;;;;;
ftv44.atsp;14533;ms;1669;1;90;78;91;93;76;;;;;;;;;;;;;;;;;;
ftv44.atsp;14697;ms;1634;1;96;80;94;97;79;;;;;;;;;;;;;;;;;;
ftv44.atsp;14444;ms;1646;1;99;83;99;100;82;;;;;;;;;;;;;;;;;;
ftv44.atsp;14281;ms;1666;1;99;84;99;99;82;;;;;;;;;;;;;;;;;;
ftv44.atsp;14331;ms;1666;1;98;81;98;99;82;;;;;;;;;;;;;;;;;;
ftv44.atsp;14313;ms;1666;1;101;82;101;99;83;;;;;;;;;;;;;;;;;;
ftv44.atsp;14273;ms;1666;1;99;83;98;97;81;;;;;;;;;;;;;;;;;;
ftv44.atsp;14308;ms;1634;1;100;84;100;99;83;;;;;;;;;;;;;;;;;;
ftv44.atsp;14320;ms;1669;1;99;85;101;101;81;;;;;;;;;;;;;;;;;;
ftv44.atsp;14249;ms;1666;1;98;83;99;100;82;;;;;;;;;;;;;;;;;;
ftv44.atsp;14325;ms;1683;1;101;83;100;99;82;;;;;;;;;;;;;;;;;;
ftv44.atsp;14342;ms;1664;1;99;83;97;100;83;;;;;;;;;;;;;;;;;;
ftv44.atsp;14291;ms;1666;1;92;77;93;91;75;;;;;;;;;;;;;;;;;;
ftv44.atsp;14416;ms;1685;1;94;79;95;96;79;;;;;;;;;;;;;;;;;;
ftv44.atsp;14493;ms;1683;1;95;80;93;96;80;;;;;;;;;;;;;;;;;;
ftv44.atsp;14441;ms;1683;1;99;83;97;97;81;;;;;;;;;;;;;;;;;;
ftv44.atsp;14365;ms;1683;1;91;78;95;93;77;;;;;;;;;;;;;;;;;;
ftv44.atsp;14395;ms;1683;1;99;84;97;100;82;;;;;;;;;;;;;;;;;;
ftv44.atsp;14230;ms;1666;1;96;80;96;94;79;;;;;;;;;;;;;;;;;;
ftv44.atsp;14252;ms;1666;1;91;75;90;89;73;;;;;;;;;;;;;;;;;;
ftv44.atsp;14677;ms;1683;1;91;77;91;90;76;;;;;;;;;;;;;;;;;;
ftv44.atsp;14937;ms;1666;1;85;70;82;81;70;;;;;;;;;;;;;;;;;;
ftv44.atsp;14813;ms;1683;1;97;80;97;95;80;;;;;;;;;;;;;;;;;;
ftv44.atsp;14309;ms;1657;1;94;79;93;94;76;;;;;;;;;;;;;;;;;;
ftv44.atsp;14324;ms;1666;1;98;83;99;99;83;;;;;;;;;;;;;;;;;;
ftv44.atsp;14420;ms;1666;1;100;84;96;98;83;;;;;;;;;;;;;;;;;;
ftv44.atsp;14529;ms;1666;1;90;77;89;89;73;;;;;;;;;;;;;;;;;;
ftv44.atsp;14299;ms;1664;1;91;77;92;92;76;;;;;;;;;;;;;;;;;;
ftv44.atsp;14676;ms;1664;1;93;79;96;94;78;;;;;;;;;;;;;;;;;;
ftv44.atsp;14473;ms;1666;1;88;71;89;88;73;;;;;;;;;;;;;;;;;;
ftv44.atsp;14641;ms;1634;1;93;78;89;90;76;;;;;;;;;;;;;;;;;;
ftv44.atsp;14378;ms;1673;1;100;83;99;98;80;;;;;;;;;;;;;;;;;;
ftv44.atsp;14205;ms;1666;1;95;82;97;97;80;;;;;;;;;;;;;;;;;;
ftv44.atsp;14836;ms;1636;1;95;79;94;96;79;;;;;;;;;;;;;;;;;;
ftv44.atsp;14700;ms;1680;1;88;72;87;86;72;;;;;;;;;;;;;;;;;;
ftv44.atsp;14321;ms;1701;1;92;75;91;91;73;;;;;;;;;;;;;;;;;;
ftv44.atsp;14400;ms;1704;1;94;81;96;95;81;;;;;;;;;;;;;;;;;;
ftv44.atsp;14549;ms;1679;1;93;76;93;93;78;;;;;;;;;;;;;;;;;;
ftv44.atsp;14548;ms;1693;1;91;76;91;90;76;;;;;;;;;;;;;;;;;;
ftv44.atsp;14380;ms;1657;1;95;77;95;94;79;;;;;;;;;;;;;;;;;;
ftv44.atsp;14466;ms;1666;1;100;84;100;100;82;1669.53;1634;14.9033621;1705;86.044;14466;;;;;;;;;;;;
ftv44.atsp;19353;ms;1683;1;144;123;143;143;118;;;;;;;;;;;;;;;;;;
ftv44.atsp;19547;ms;1666;1;142;116;138;139;116;;;;;;;;;;;;;;;;;;
ftv44.atsp;19335;ms;1666;1;137;117;140;142;116;;;;;;;;;;;;;;;;;;
ftv44.atsp;19751;ms;1673;1;153;125;151;151;127;;;;;;;;;;;;;;;;;;
ftv44.atsp;19322;ms;1666;1;151;126;147;149;124;;;;;;;;;;;;;;;;;;
ftv44.atsp;19429;ms;1669;1;144;120;143;138;118;;;;;;;;;;;;;;;;;;
ftv44.atsp;19462;ms;1673;1;141;115;138;140;116;;;;;;;;;;;;;;;;;;
ftv44.atsp;19309;ms;1687;1;141;119;141;142;117;;;;;;;;;;;;;;;;;;
ftv44.atsp;19281;ms;1705;1;141;119;139;141;116;;;;;;;;;;;;;;;;;;
ftv44.atsp;19449;ms;1664;1;154;127;154;149;125;;;;;;;;;;;;;;;;;;
ftv44.atsp;19195;ms;1634;1;155;130;156;154;128;;;;;;;;;;;;;;;;;;
ftv44.atsp;19276;ms;1636;1;152;130;155;152;127;;;;;;;;;;;;;;;;;;
ftv44.atsp;19187;ms;1666;1;154;127;155;154;128;;;;;;;;;;;;;;;;;;
ftv44.atsp;19186;ms;1704;1;156;125;154;154;129;;;;;;;;;;;;;;;;;;
ftv44.atsp;19215;ms;1648;1;155;129;152;155;129;;;;;;;;;;;;;;;;;;
ftv44.atsp;19273;ms;1690;1;152;130;154;154;127;;;;;;;;;;;;;;;;;;
ftv44.atsp;19380;ms;1666;1;153;128;154;152;127;;;;;;;;;;;;;;;;;;
ftv44.atsp;19193;ms;1666;1;155;125;153;153;127;;;;;;;;;;;;;;;;;;
ftv44.atsp;19377;ms;1634;1;144;118;141;142;120;;;;;;;;;;;;;;;;;;
ftv44.atsp;19438;ms;1634;1;146;118;146;144;120;;;;;;;;;;;;;;;;;;
ftv44.atsp;19469;ms;1664;1;143;119;139;141;117;;;;;;;;;;;;;;;;;;
ftv44.atsp;19428;ms;1665;1;145;120;144;142;120;;;;;;;;;;;;;;;;;;
ftv44.atsp;19335;ms;1666;1;140;115;139;138;113;;;;;;;;;;;;;;;;;;
ftv44.atsp;19418;ms;1683;1;149;125;151;150;125;;;;;;;;;;;;;;;;;;
ftv44.atsp;19394;ms;1683;1;153;125;152;150;126;;;;;;;;;;;;;;;;;;
ftv44.atsp;19191;ms;1666;1;135;113;134;133;112;;;;;;;;;;;;;;;;;;
ftv44.atsp;19719;ms;1660;1;143;120;143;141;118;;;;;;;;;;;;;;;;;;
ftv44.atsp;19172;ms;1666;1;152;130;155;155;129;;;;;;;;;;;;;;;;;;
ftv44.atsp;19372;ms;1664;1;143;119;141;141;115;;;;;;;;;;;;;;;;;;
ftv44.atsp;19317;ms;1683;1;151;125;149;150;125;;;;;;;;;;;;;;;;;;
ftv44.atsp;19349;ms;1666;1;150;125;150;146;123;;;;;;;;;;;;;;;;;;
ftv44.atsp;19340;ms;1666;1;144;121;146;146;118;;;;;;;;;;;;;;;;;;
ftv44.atsp;19271;ms;1701;1;135;114;133;136;112;;;;;;;;;;;;;;;;;;
ftv44.atsp;19754;ms;1701;1;143;122;141;146;120;;;;;;;;;;;;;;;;;;
ftv44.atsp;19114;ms;1666;1;155;129;155;154;126;;;;;;;;;;;;;;;;;;
ftv44.atsp;19499;ms;1683;1;137;116;139;138;114;;;;;;;;;;;;;;;;;;
ftv44.atsp;19645;ms;1664;1;135;113;133;137;111;;;;;;;;;;;;;;;;;;
ftv44.atsp;19613;ms;1666;1;141;119;141;141;117;;;;;;;;;;;;;;;;;;
ftv44.atsp;19253;ms;1634;1;146;125;149;148;121;;;;;;;;;;;;;;;;;;
ftv44.atsp;19368;ms;1664;1;144;122;145;145;120;;;;;;;;;;;;;;;;;;
ftv44.atsp;19397;ms;1662;1;148;125;145;148;120;;;;;;;;;;;;;;;;;;
ftv44.atsp;19397;ms;1690;1;147;124;150;148;118;;;;;;;;;;;;;;;;;;
ftv44.atsp;19451;ms;1673;1;144;121;145;144;119;;;;;;;;;;;;;;;;;;
ftv44.atsp;19460;ms;1666;1;140;117;138;139;116;;;;;;;;;;;;;;;;;;
ftv44.atsp;19676;ms;1668;1;151;127;149;148;126;;;;;;;;;;;;;;;;;;
ftv44.atsp;19308;ms;1634;1;151;126;148;150;123;;;;;;;;;;;;;;;;;;
ftv44.atsp;19235;ms;1666;1;146;124;145;147;122;;;;;;;;;;;;;;;;;;
ftv44.atsp;19387;ms;1664;1;144;119;140;144;119;;;;;;;;;;;;;;;;;;
ftv44.atsp;19521;ms;1683;1;149;125;148;148;121;;;;;;;;;;;;;;;;;;
ftv44.atsp;19510;ms;1627;1;144;123;148;147;121;;;;;;;;;;;;;;;;;;
ftv44.atsp;19315;ms;1666;1;143;120;143;143;117;;;;;;;;;;;;;;;;;;
ftv44.atsp;19448;ms;1669;1;143;121;143;143;118;;;;;;;;;;;;;;;;;;
ftv44.atsp;19388;ms;1666;1;143;121;144;143;119;;;;;;;;;;;;;;;;;;
ftv44.atsp;19477;ms;1683;1;145;124;145;145;120;;;;;;;;;;;;;;;;;;
ftv44.atsp;19555;ms;1666;1;142;119;141;142;116;;;;;;;;;;;;;;;;;;
ftv44.atsp;19576;ms;1669;1;146;121;148;144;121;;;;;;;;;;;;;;;;;;
ftv44.atsp;19357;ms;1704;1;144;118;144;143;119;;;;;;;;;;;;;;;;;;
ftv44.atsp;19362;ms;1666;1;145;121;146;147;121;;;;;;;;;;;;;;;;;;
ftv44.atsp;19324;ms;1644;1;151;126;154;153;125;;;;;;;;;;;;;;;;;;
ftv44.atsp;19249;ms;1634;1;153;126;154;153;126;;;;;;;;;;;;;;;;;;
ftv44.atsp;19285;ms;1683;1;140;118;136;139;117;;;;;;;;;;;;;;;;;;
ftv44.atsp;19489;ms;1666;1;152;126;152;150;123;;;;;;;;;;;;;;;;;;
ftv44.atsp;19367;ms;1634;1;139;118;141;141;118;;;;;;;;;;;;;;;;;;
ftv44.atsp;19503;ms;1666;1;138;115;137;137;114;;;;;;;;;;;;;;;;;;
ftv44.atsp;19607;ms;1666;1;143;120;143;141;119;;;;;;;;;;;;;;;;;;
ftv44.atsp;19536;ms;1683;1;139;116;139;138;116;;;;;;;;;;;;;;;;;;
ftv44.atsp;19314;ms;1666;1;148;125;147;146;121;;;;;;;;;;;;;;;;;;
ftv44.atsp;19379;ms;1683;1;142;121;143;142;117;;;;;;;;;;;;;;;;;;
ftv44.atsp;19389;ms;1666;1;147;123;145;146;121;;;;;;;;;;;;;;;;;;
ftv44.atsp;19210;ms;1666;1;139;121;142;142;118;;;;;;;;;;;;;;;;;;
ftv44.atsp;19394;ms;1683;1;138;117;142;141;117;;;;;;;;;;;;;;;;;;
ftv44.atsp;19266;ms;1669;1;148;125;147;148;126;;;;;;;;;;;;;;;;;;
ftv44.atsp;19236;ms;1669;1;156;129;155;154;128;;;;;;;;;;;;;;;;;;
ftv44.atsp;19281;ms;1666;1;153;127;152;151;126;;;;;;;;;;;;;;;;;;
ftv44.atsp;19257;ms;1634;1;149;128;151;151;126;;;;;;;;;;;;;;;;;;
ftv44.atsp;19215;ms;1704;1;151;129;152;153;127;;;;;;;;;;;;;;;;;;
ftv44.atsp;19169;ms;1657;1;152;128;151;151;127;;;;;;;;;;;;;;;;;;
ftv44.atsp;19295;ms;1666;1;141;119;144;141;115;;;;;;;;;;;;;;;;;;
ftv44.atsp;19345;ms;1683;1;150;128;153;153;123;;;;;;;;;;;;;;;;;;
ftv44.atsp;19508;ms;1687;1;142;118;141;140;119;;;;;;;;;;;;;;;;;;
ftv44.atsp;19460;ms;1666;1;145;120;141;143;119;;;;;;;;;;;;;;;;;;
ftv44.atsp;19614;ms;1683;1;139;114;140;137;114;;;;;;;;;;;;;;;;;;
ftv44.atsp;19466;ms;1636;1;144;118;142;141;117;;;;;;;;;;;;;;;;;;
ftv44.atsp;19575;ms;1705;1;138;115;138;137;114;;;;;;;;;;;;;;;;;;
ftv44.atsp;19316;ms;1672;1;145;122;145;148;120;;;;;;;;;;;;;;;;;;
ftv44.atsp;19190;ms;1704;1;151;125;150;148;124;;;;;;;;;;;;;;;;;;
ftv44.atsp;19297;ms;1683;1;149;125;149;150;123;;;;;;;;;;;;;;;;;;
ftv44.atsp;19334;ms;1666;1;150;127;152;152;125;;;;;;;;;;;;;;;;;;
ftv44.atsp;19334;ms;1666;1;146;122;143;148;122;;;;;;;;;;;;;;;;;;
ftv44.atsp;19567;ms;1683;1;146;123;143;144;118;;;;;;;;;;;;;;;;;;
ftv44.atsp;19272;ms;1666;1;150;128;152;151;125;;;;;;;;;;;;;;;;;;
ftv44.atsp;19390;ms;1683;1;148;124;146;145;122;;;;;;;;;;;;;;;;;;
ftv44.atsp;19274;ms;1666;1;150;125;150;148;123;;;;;;;;;;;;;;;;;;
ftv44.atsp;19366;ms;1683;1;144;120;143;140;118;;;;;;;;;;;;;;;;;;
ftv44.atsp;19429;ms;1666;1;144;121;145;144;118;;;;;;;;;;;;;;;;;;
ftv44.atsp;19543;ms;1660;1;141;119;143;143;119;;;;;;;;;;;;;;;;;;
ftv44.atsp;19361;ms;1666;1;152;126;150;152;125;;;;;;;;;;;;;;;;;;
ftv44.atsp;19328;ms;1634;1;145;121;145;143;119;;;;;;;;;;;;;;;;;;
ftv44.atsp;19363;ms;1669;1;146;121;144;146;121;;;;;;;;;;;;;;;;;;
ftv44.atsp;19368;ms;1664;1;149;127;149;153;124;1668.59;1627;17.78893936;1705;136.074;19368;;;;;;;;;;;;
ftv44.atsp;24327;ms;1666;1;202;168;200;199;167;;;;;;;;;;;;;;;;;;
ftv44.atsp;24362;ms;1672;1;203;171;202;204;165;;;;;;;;;;;;;;;;;;
ftv44.atsp;24381;ms;1683;1;200;170;200;200;168;;;;;;;;;;;;;;;;;;
ftv44.atsp;24325;ms;1666;1;201;169;198;199;168;;;;;;;;;;;;;;;;;;
ftv44.atsp;24255;ms;1666;1;203;169;202;192;167;;;;;;;;;;;;;;;;;;
ftv44.atsp;24245;ms;1634;1;201;168;200;199;161;;;;;;;;;;;;;;;;;;
ftv44.atsp;24475;ms;1634;1;194;166;198;198;164;;;;;;;;;;;;;;;;;;
ftv44.atsp;24280;ms;1664;1;185;150;180;180;150;;;;;;;;;;;;;;;;;;
ftv44.atsp;24580;ms;1675;1;192;159;184;191;158;;;;;;;;;;;;;;;;;;
ftv44.atsp;24331;ms;1701;1;189;160;190;188;157;;;;;;;;;;;;;;;;;;
ftv44.atsp;24300;ms;1662;1;200;166;201;197;164;;;;;;;;;;;;;;;;;;
ftv44.atsp;24299;ms;1666;1;202;167;199;196;165;;;;;;;;;;;;;;;;;;
ftv44.atsp;24290;ms;1669;1;199;168;199;198;167;;;;;;;;;;;;;;;;;;
ftv44.atsp;24332;ms;1683;1;202;168;201;198;167;;;;;;;;;;;;;;;;;;
ftv44.atsp;24345;ms;1634;1;200;166;201;200;164;;;;;;;;;;;;;;;;;;
ftv44.atsp;24430;ms;1666;1;194;167;198;199;164;;;;;;;;;;;;;;;;;;
ftv44.atsp;24361;ms;1669;1;200;166;200;200;165;;;;;;;;;;;;;;;;;;
ftv44.atsp;24347;ms;1683;1;201;167;198;200;166;;;;;;;;;;;;;;;;;;
ftv44.atsp;24430;ms;1666;1;203;168;199;199;167;;;;;;;;;;;;;;;;;;
ftv44.atsp;24377;ms;1666;1;201;168;199;197;163;;;;;;;;;;;;;;;;;;
ftv44.atsp;24362;ms;1646;1;196;166;199;201;165;;;;;;;;;;;;;;;;;;
ftv44.atsp;24504;ms;1666;1;196;166;194;199;164;;;;;;;;;;;;;;;;;;
ftv44.atsp;24296;ms;1704;1;202;169;202;201;165;;;;;;;;;;;;;;;;;;
ftv44.atsp;24375;ms;1698;1;199;167;200;201;166;;;;;;;;;;;;;;;;;;
ftv44.atsp;24413;ms;1666;1;199;164;201;198;164;;;;;;;;;;;;;;;;;;
ftv44.atsp;24360;ms;1666;1;192;162;192;196;163;;;;;;;;;;;;;;;;;;
ftv44.atsp;24369;ms;1666;1;199;163;201;199;166;;;;;;;;;;;;;;;;;;
ftv44.atsp;24257;ms;1664;1;198;168;196;200;164;;;;;;;;;;;;;;;;;;
ftv44.atsp;24321;ms;1669;1;200;168;198;202;166;;;;;;;;;;;;;;;;;;
ftv44.atsp;24258;ms;1669;1;202;168;200;202;164;;;;;;;;;;;;;;;;;;
ftv44.atsp;24299;ms;1683;1;201;171;204;201;169;;;;;;;;;;;;;;;;;;
ftv44.atsp;24266;ms;1666;1;206;173;204;206;170;;;;;;;;;;;;;;;;;;
ftv44.atsp;24270;ms;1642;1;202;168;202;200;166;;;;;;;;;;;;;;;;;;
ftv44.atsp;24319;ms;1683;1;195;169;200;200;166;;;;;;;;;;;;;;;;;;
ftv44.atsp;24324;ms;1666;1;202;169;201;203;169;;;;;;;;;;;;;;;;;;
ftv44.atsp;24371;ms;1704;1;200;166;202;201;167;;;;;;;;;;;;;;;;;;
ftv44.atsp;24292;ms;1662;1;200;168;201;200;165;;;;;;;;;;;;;;;;;;
ftv44.atsp;24327;ms;1669;1;203;170;195;201;167;;;;;;;;;;;;;;;;;;
ftv44.atsp;24463;ms;1669;1;199;167;197;201;163;;;;;;;;;;;;;;;;;;
ftv44.atsp;24307;ms;1664;1;193;162;192;192;159;;;;;;;;;;;;;;;;;;
ftv44.atsp;24343;ms;1634;1;201;169;199;200;166;;;;;;;;;;;;;;;;;;
ftv44.atsp;24272;ms;1664;1;203;168;202;202;164;;;;;;;;;;;;;;;;;;
ftv44.atsp;24312;ms;1666;1;200;170;199;203;168;;;;;;;;;;;;;;;;;;
ftv44.atsp;24366;ms;1666;1;201;169;197;201;166;;;;;;;;;;;;;;;;;;
ftv44.atsp;24300;ms;1683;1;202;168;201;199;165;;;;;;;;;;;;;;;;;;
ftv44.atsp;24336;ms;1683;1;198;168;199;201;166;;;;;;;;;;;;;;;;;;
