Instancja;Czas;Jednostka;Wynik;Typ memetic;0 wyspa;1 wyspa;2 wyspa;3 wyspa;4 wyspa;;;;;;;;;;;;;;;;;;
ft53.atsp;12921;ms;7453;1;40;35;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12985;ms;7446;1;38;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;13042;ms;7300;1;40;35;38;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12927;ms;7434;1;39;33;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12859;ms;7444;1;39;35;38;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12927;ms;7489;1;39;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12912;ms;7391;1;39;35;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12975;ms;7452;1;39;34;38;38;33;;;;;;;;;;;;;;;;;;
ft53.atsp;13093;ms;7253;1;40;34;39;40;34;;;;;;;;;;;;;;;;;;
ft53.atsp;13137;ms;7211;1;39;34;38;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;13044;ms;7470;1;40;34;39;38;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12870;ms;7330;1;39;34;39;39;33;;;;;;;;;;;;;;;;;;
ft53.atsp;13090;ms;7281;1;37;32;37;39;33;;;;;;;;;;;;;;;;;;
ft53.atsp;13221;ms;7151;1;37;31;37;37;32;;;;;;;;;;;;;;;;;;
ft53.atsp;14017;ms;7472;1;38;33;38;37;34;;;;;;;;;;;;;;;;;;
ft53.atsp;13259;ms;7093;1;38;34;37;37;34;;;;;;;;;;;;;;;;;;
ft53.atsp;13039;ms;7331;1;39;33;38;39;33;;;;;;;;;;;;;;;;;;
ft53.atsp;13057;ms;7237;1;38;33;37;38;33;;;;;;;;;;;;;;;;;;
ft53.atsp;13071;ms;7983;1;38;33;37;37;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12940;ms;7733;1;38;34;38;39;33;;;;;;;;;;;;;;;;;;
ft53.atsp;13038;ms;7153;1;40;35;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12924;ms;7444;1;40;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12944;ms;7452;1;40;34;38;38;34;;;;;;;;;;;;;;;;;;
ft53.atsp;13050;ms;7316;1;39;33;38;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12976;ms;7300;1;40;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12968;ms;7615;1;38;34;38;38;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12914;ms;7452;1;39;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12880;ms;7563;1;38;33;38;38;33;;;;;;;;;;;;;;;;;;
ft53.atsp;12976;ms;7331;1;39;34;38;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12943;ms;7151;1;39;34;39;38;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12926;ms;7300;1;39;34;38;38;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12960;ms;7288;1;39;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12973;ms;7377;1;33;29;33;34;29;;;;;;;;;;;;;;;;;;
ft53.atsp;14105;ms;7328;1;33;28;32;32;28;;;;;;;;;;;;;;;;;;
ft53.atsp;13014;ms;7292;1;40;35;38;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;13025;ms;7036;1;39;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12963;ms;7038;1;40;35;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12999;ms;7448;1;40;34;40;39;35;;;;;;;;;;;;;;;;;;
ft53.atsp;12931;ms;7444;1;39;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;13000;ms;7457;1;39;34;38;38;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12881;ms;7330;1;40;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12922;ms;7366;1;39;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12820;ms;7350;1;40;35;39;38;33;;;;;;;;;;;;;;;;;;
ft53.atsp;14132;ms;7324;1;39;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12988;ms;7303;1;39;33;38;38;34;;;;;;;;;;;;;;;;;;
ft53.atsp;13018;ms;7338;1;40;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12874;ms;7151;1;39;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12989;ms;7331;1;39;35;39;38;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12897;ms;7364;1;39;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12916;ms;7739;1;39;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;13049;ms;7452;1;40;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12874;ms;7364;1;38;34;38;38;33;;;;;;;;;;;;;;;;;;
ft53.atsp;13023;ms;7315;1;39;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;13004;ms;7268;1;39;34;39;40;33;;;;;;;;;;;;;;;;;;
ft53.atsp;12817;ms;7300;1;40;34;38;39;33;;;;;;;;;;;;;;;;;;
ft53.atsp;12941;ms;7508;1;39;34;39;38;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12748;ms;7448;1;40;34;38;39;33;;;;;;;;;;;;;;;;;;
ft53.atsp;12780;ms;7597;1;39;33;39;39;33;;;;;;;;;;;;;;;;;;
ft53.atsp;12829;ms;7370;1;40;34;39;39;33;;;;;;;;;;;;;;;;;;
ft53.atsp;12792;ms;7151;1;39;34;38;38;33;;;;;;;;;;;;;;;;;;
ft53.atsp;12854;ms;7155;1;38;33;38;39;34;7354.58;7034;154.1898463;7983;36.62;12854;;;;;;;;;;;;
ft53.atsp;18046;ms;7388;1;79;69;78;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17877;ms;7085;1;78;68;78;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17884;ms;7300;1;79;69;79;79;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17894;ms;7034;1;80;68;79;80;68;;;;;;;;;;;;;;;;;;
ft53.atsp;17990;ms;7236;1;79;69;79;79;68;;;;;;;;;;;;;;;;;;
ft53.atsp;17870;ms;7263;1;78;69;79;80;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17924;ms;7263;1;80;68;78;79;68;;;;;;;;;;;;;;;;;;
ft53.atsp;17848;ms;7302;1;79;69;79;80;68;;;;;;;;;;;;;;;;;;
ft53.atsp;17744;ms;7252;1;78;68;78;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17887;ms;7482;1;78;67;77;77;66;;;;;;;;;;;;;;;;;;
ft53.atsp;17882;ms;7401;1;78;68;78;78;66;;;;;;;;;;;;;;;;;;
ft53.atsp;17868;ms;7300;1;78;68;75;75;66;;;;;;;;;;;;;;;;;;
ft53.atsp;17999;ms;7043;1;78;67;79;79;67;;;;;;;;;;;;;;;;;;
ft53.atsp;18032;ms;7329;1;79;69;78;79;68;;;;;;;;;;;;;;;;;;
ft53.atsp;17884;ms;7211;1;78;69;78;79;66;;;;;;;;;;;;;;;;;;
ft53.atsp;18092;ms;7145;1;73;64;73;73;63;;;;;;;;;;;;;;;;;;
ft53.atsp;17781;ms;7470;1;79;69;78;78;66;;;;;;;;;;;;;;;;;;
ft53.atsp;17921;ms;7368;1;80;69;78;78;68;;;;;;;;;;;;;;;;;;
ft53.atsp;18118;ms;7201;1;79;68;78;78;68;;;;;;;;;;;;;;;;;;
ft53.atsp;17947;ms;7315;1;75;65;74;76;64;;;;;;;;;;;;;;;;;;
ft53.atsp;17902;ms;7057;1;77;68;76;78;66;;;;;;;;;;;;;;;;;;
ft53.atsp;17933;ms;7227;1;79;68;78;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;18061;ms;7300;1;78;68;78;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17930;ms;7268;1;78;69;78;78;68;;;;;;;;;;;;;;;;;;
ft53.atsp;17875;ms;7151;1;78;68;78;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17818;ms;7364;1;80;69;77;79;68;;;;;;;;;;;;;;;;;;
ft53.atsp;17969;ms;7287;1;79;67;77;77;66;;;;;;;;;;;;;;;;;;
ft53.atsp;17908;ms;7138;1;79;69;79;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17977;ms;7169;1;79;68;79;79;68;;;;;;;;;;;;;;;;;;
ft53.atsp;17908;ms;7229;1;79;69;78;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17892;ms;7151;1;78;68;78;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;18048;ms;7211;1;78;68;78;79;68;;;;;;;;;;;;;;;;;;
ft53.atsp;18173;ms;7151;1;78;68;78;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;18063;ms;7268;1;79;68;78;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;18130;ms;7300;1;78;68;78;77;67;;;;;;;;;;;;;;;;;;
ft53.atsp;18053;ms;7268;1;78;67;77;77;67;;;;;;;;;;;;;;;;;;
ft53.atsp;18048;ms;7321;1;79;68;78;79;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17832;ms;6991;1;79;68;79;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17898;ms;7004;1;77;68;78;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;18002;ms;7229;1;79;68;78;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;18064;ms;7368;1;80;68;78;79;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17917;ms;7151;1;79;68;79;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;18103;ms;7229;1;78;68;79;77;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17821;ms;6982;1;77;68;78;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17902;ms;7274;1;77;68;77;77;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17896;ms;7315;1;76;67;77;76;66;;;;;;;;;;;;;;;;;;
ft53.atsp;18029;ms;7315;1;79;68;79;79;68;;;;;;;;;;;;;;;;;;
ft53.atsp;17912;ms;7248;1;78;67;77;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;18019;ms;7248;1;78;67;78;79;67;;;;;;;;;;;;;;;;;;
ft53.atsp;18055;ms;7315;1;79;68;76;77;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17973;ms;7151;1;79;67;77;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17983;ms;7221;1;78;68;78;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;18043;ms;7248;1;79;68;77;78;68;;;;;;;;;;;;;;;;;;
ft53.atsp;17944;ms;7170;1;78;68;77;78;66;;;;;;;;;;;;;;;;;;
ft53.atsp;17926;ms;7268;1;78;68;77;77;68;;;;;;;;;;;;;;;;;;
ft53.atsp;17999;ms;7331;1;79;69;79;79;68;;;;;;;;;;;;;;;;;;
ft53.atsp;17994;ms;7300;1;79;68;77;77;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17962;ms;7151;1;77;67;78;77;67;;;;;;;;;;;;;;;;;;
ft53.atsp;18022;ms;7416;1;80;68;78;78;68;;;;;;;;;;;;;;;;;;
ft53.atsp;18038;ms;7325;1;79;68;78;79;67;;;;;;;;;;;;;;;;;;
ft53.atsp;18039;ms;7444;1;79;69;77;79;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17878;ms;7492;1;81;68;79;77;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17952;ms;7301;1;79;69;79;79;69;;;;;;;;;;;;;;;;;;
ft53.atsp;18003;ms;7250;1;79;68;78;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17921;ms;7385;1;80;69;80;79;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17991;ms;7201;1;79;69;78;78;68;;;;;;;;;;;;;;;;;;
ft53.atsp;18000;ms;7590;1;79;69;79;80;68;;;;;;;;;;;;;;;;;;
ft53.atsp;18041;ms;7274;1;79;68;78;79;68;;;;;;;;;;;;;;;;;;
ft53.atsp;17976;ms;7372;1;79;68;78;78;68;;;;;;;;;;;;;;;;;;
ft53.atsp;18033;ms;7301;1;79;68;78;79;68;;;;;;;;;;;;;;;;;;
ft53.atsp;17943;ms;7151;1;77;67;77;77;66;;;;;;;;;;;;;;;;;;
ft53.atsp;17944;ms;7057;1;78;66;77;77;66;;;;;;;;;;;;;;;;;;
ft53.atsp;17945;ms;7403;1;78;68;78;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17898;ms;7229;1;79;69;78;78;68;;;;;;;;;;;;;;;;;;
ft53.atsp;17980;ms;7143;1;78;69;79;80;68;;;;;;;;;;;;;;;;;;
ft53.atsp;17902;ms;7105;1;79;67;77;77;66;;;;;;;;;;;;;;;;;;
ft53.atsp;17971;ms;6991;1;79;69;78;78;68;;;;;;;;;;;;;;;;;;
ft53.atsp;18054;ms;7503;1;79;69;78;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17960;ms;7301;1;78;67;78;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17974;ms;7201;1;77;67;77;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;18015;ms;7253;1;79;69;78;78;68;;;;;;;;;;;;;;;;;;
ft53.atsp;18045;ms;7334;1;78;69;79;78;68;;;;;;;;;;;;;;;;;;
ft53.atsp;18006;ms;7274;1;80;69;78;79;69;;;;;;;;;;;;;;;;;;
ft53.atsp;17894;ms;6975;1;78;68;78;79;66;;;;;;;;;;;;;;;;;;
ft53.atsp;17992;ms;7138;1;80;69;78;79;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17894;ms;7273;1;79;69;78;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;18008;ms;7274;1;77;68;77;77;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17997;ms;7331;1;79;68;79;79;68;;;;;;;;;;;;;;;;;;
ft53.atsp;18174;ms;7452;1;76;65;75;76;65;;;;;;;;;;;;;;;;;;
ft53.atsp;18008;ms;7274;1;79;69;78;79;68;;;;;;;;;;;;;;;;;;
ft53.atsp;17967;ms;7572;1;78;69;78;80;68;;;;;;;;;;;;;;;;;;
ft53.atsp;17897;ms;7236;1;78;69;77;79;69;;;;;;;;;;;;;;;;;;
ft53.atsp;18155;ms;7604;1;79;68;79;78;68;;;;;;;;;;;;;;;;;;
ft53.atsp;17965;ms;7129;1;77;68;78;78;66;;;;;;;;;;;;;;;;;;
ft53.atsp;17871;ms;7240;1;78;68;77;77;66;;;;;;;;;;;;;;;;;;
ft53.atsp;18074;ms;7589;1;80;69;79;79;69;;;;;;;;;;;;;;;;;;
ft53.atsp;17995;ms;7169;1;80;68;78;79;68;;;;;;;;;;;;;;;;;;
ft53.atsp;17906;ms;7396;1;79;68;78;78;67;;;;;;;;;;;;;;;;;;
ft53.atsp;17961;ms;7364;1;78;69;80;78;66;;;;;;;;;;;;;;;;;;
ft53.atsp;18153;ms;7218;1;79;69;79;79;68;7262.87;6975;132.9656031;7604;73.938;18153;;;;;;;;;;;;
ft53.atsp;22988;ms;7350;1;118;102;117;118;102;;;;;;;;;;;;;;;;;;
ft53.atsp;22939;ms;7364;1;119;101;117;118;101;;;;;;;;;;;;;;;;;;
ft53.atsp;22962;ms;7332;1;118;102;119;119;101;;;;;;;;;;;;;;;;;;
ft53.atsp;23049;ms;7086;1;119;103;118;118;102;;;;;;;;;;;;;;;;;;
ft53.atsp;22950;ms;7368;1;118;104;119;118;100;;;;;;;;;;;;;;;;;;
ft53.atsp;22943;ms;7151;1;119;103;118;117;101;;;;;;;;;;;;;;;;;;
ft53.atsp;23074;ms;7061;1;118;102;117;117;102;;;;;;;;;;;;;;;;;;
ft53.atsp;23032;ms;7151;1;118;103;119;120;101;;;;;;;;;;;;;;;;;;
ft53.atsp;22831;ms;7473;1;118;101;115;118;101;;;;;;;;;;;;;;;;;;
ft53.atsp;23059;ms;7043;1;120;103;117;118;102;;;;;;;;;;;;;;;;;;
ft53.atsp;22943;ms;7466;1;115;102;116;116;99;;;;;;;;;;;;;;;;;;
ft53.atsp;22886;ms;7274;1;118;104;117;118;101;;;;;;;;;;;;;;;;;;
ft53.atsp;23001;ms;7274;1;119;104;117;119;102;;;;;;;;;;;;;;;;;;
ft53.atsp;22949;ms;7229;1;118;104;117;118;100;;;;;;;;;;;;;;;;;;
ft53.atsp;23038;ms;7200;1;119;102;115;117;101;;;;;;;;;;;;;;;;;;
ft53.atsp;22964;ms;7213;1;118;102;116;117;101;;;;;;;;;;;;;;;;;;
ft53.atsp;22957;ms;7287;1;119;104;118;118;101;;;;;;;;;;;;;;;;;;
ft53.atsp;23022;ms;7034;1;119;102;118;118;101;;;;;;;;;;;;;;;;;;
ft53.atsp;23084;ms;7300;1;118;102;116;118;101;;;;;;;;;;;;;;;;;;
ft53.atsp;23016;ms;7236;1;119;102;119;118;101;;;;;;;;;;;;;;;;;;
ft53.atsp;22963;ms;7364;1;118;102;118;116;100;;;;;;;;;;;;;;;;;;
ft53.atsp;22932;ms;7329;1;119;103;117;119;102;;;;;;;;;;;;;;;;;;
ft53.atsp;23029;ms;7194;1;118;103;117;119;102;;;;;;;;;;;;;;;;;;
ft53.atsp;23017;ms;7160;1;118;101;117;117;101;;;;;;;;;;;;;;;;;;
ft53.atsp;22936;ms;7364;1;117;101;114;117;100;;;;;;;;;;;;;;;;;;
ft53.atsp;22965;ms;7151;1;117;102;116;116;100;;;;;;;;;;;;;;;;;;
ft53.atsp;22816;ms;7250;1;115;102;116;117;99;;;;;;;;;;;;;;;;;;
ft53.atsp;22985;ms;7198;1;118;103;117;119;101;;;;;;;;;;;;;;;;;;
ft53.atsp;23123;ms;7315;1;119;103;116;117;101;;;;;;;;;;;;;;;;;;
ft53.atsp;23019;ms;7137;1;116;100;115;115;99;;;;;;;;;;;;;;;;;;
ft53.atsp;22955;ms;7214;1;116;101;117;117;101;;;;;;;;;;;;;;;;;;
ft53.atsp;23020;ms;7148;1;120;102;117;117;101;;;;;;;;;;;;;;;;;;
ft53.atsp;23111;ms;7169;1;119;103;119;118;102;;;;;;;;;;;;;;;;;;
ft53.atsp;22962;ms;7151;1;117;102;116;117;99;;;;;;;;;;;;;;;;;;
ft53.atsp;22916;ms;7339;1;118;103;118;118;101;;;;;;;;;;;;;;;;;;
ft53.atsp;23021;ms;7300;1;119;104;118;119;102;;;;;;;;;;;;;;;;;;
ft53.atsp;23039;ms;7444;1;117;99;116;116;99;;;;;;;;;;;;;;;;;;
ft53.atsp;22977;ms;7086;1;118;102;116;119;100;;;;;;;;;;;;;;;;;;
ft53.atsp;22978;ms;7470;1;119;104;118;118;100;;;;;;;;;;;;;;;;;;
ft53.atsp;22933;ms;7282;1;117;101;116;115;100;;;;;;;;;;;;;;;;;;
ft53.atsp;22954;ms;7563;1;118;101;117;117;100;;;;;;;;;;;;;;;;;;
ft53.atsp;23026;ms;7263;1;117;103;117;117;102;;;;;;;;;;;;;;;;;;
ft53.atsp;22923;ms;7034;1;116;103;118;118;101;;;;;;;;;;;;;;;;;;
ft53.atsp;23105;ms;7348;1;116;100;114;116;97;;;;;;;;;;;;;;;;;;
ft53.atsp;23253;ms;7274;1;117;102;116;117;100;;;;;;;;;;;;;;;;;;
ft53.atsp;23057;ms;7151;1;117;100;115;116;99;;;;;;;;;;;;;;;;;;
ft53.atsp;22899;ms;7277;1;120;103;117;117;101;;;;;;;;;;;;;;;;;;
ft53.atsp;22932;ms;7428;1;116;102;117;117;101;;;;;;;;;;;;;;;;;;
ft53.atsp;23078;ms;7300;1;118;102;118;118;103;;;;;;;;;;;;;;;;;;
ft53.atsp;23039;ms;7329;1;117;103;117;116;102;;;;;;;;;;;;;;;;;;
ft53.atsp;22817;ms;7350;1;117;102;116;116;100;;;;;;;;;;;;;;;;;;
ft53.atsp;22937;ms;7364;1;117;102;118;118;101;;;;;;;;;;;;;;;;;;
ft53.atsp;22937;ms;7329;1;119;103;119;119;102;;;;;;;;;;;;;;;;;;
ft53.atsp;23013;ms;7248;1;116;103;118;120;102;;;;;;;;;;;;;;;;;;
ft53.atsp;22984;ms;7302;1;118;101;118;117;100;;;;;;;;;;;;;;;;;;
ft53.atsp;23016;ms;7151;1;119;102;118;118;102;;;;;;;;;;;;;;;;;;
ft53.atsp;22881;ms;7316;1;118;102;118;119;100;;;;;;;;;;;;;;;;;;
ft53.atsp;23043;ms;7236;1;117;102;116;117;100;;;;;;;;;;;;;;;;;;
ft53.atsp;23194;ms;7364;1;118;103;118;118;102;;;;;;;;;;;;;;;;;;
ft53.atsp;23095;ms;7201;1;117;103;116;119;99;;;;;;;;;;;;;;;;;;
ft53.atsp;23089;ms;7347;1;119;104;118;118;102;;;;;;;;;;;;;;;;;;
ft53.atsp;22846;ms;7590;1;112;99;114;113;97;;;;;;;;;;;;;;;;;;
ft53.atsp;23216;ms;7167;1;98;84;97;98;84;;;;;;;;;;;;;;;;;;
ft53.atsp;23350;ms;7385;1;117;102;116;117;99;;;;;;;;;;;;;;;;;;
ft53.atsp;22861;ms;7034;1;118;102;119;117;102;;;;;;;;;;;;;;;;;;
ft53.atsp;23022;ms;7062;1;119;103;117;119;102;;;;;;;;;;;;;;;;;;
ft53.atsp;22978;ms;7129;1;116;103;117;116;99;;;;;;;;;;;;;;;;;;
ft53.atsp;23151;ms;7151;1;117;103;116;118;101;;;;;;;;;;;;;;;;;;
ft53.atsp;23839;ms;7215;1;115;101;114;116;99;;;;;;;;;;;;;;;;;;
ft53.atsp;22971;ms;7269;1;116;102;116;118;100;;;;;;;;;;;;;;;;;;
ft53.atsp;23075;ms;7335;1;118;103;118;120;103;;;;;;;;;;;;;;;;;;
ft53.atsp;22949;ms;7151;1;119;102;118;118;101;;;;;;;;;;;;;;;;;;
ft53.atsp;23157;ms;7263;1;118;102;117;119;103;;;;;;;;;;;;;;;;;;
ft53.atsp;22967;ms;7350;1;118;103;117;119;101;;;;;;;;;;;;;;;;;;
ft53.atsp;22855;ms;7339;1;117;102;117;118;100;;;;;;;;;;;;;;;;;;
ft53.atsp;23011;ms;7151;1;120;102;117;119;102;;;;;;;;;;;;;;;;;;
ft53.atsp;22927;ms;7211;1;118;101;116;118;101;;;;;;;;;;;;;;;;;;
ft53.atsp;22963;ms;7300;1;116;102;117;120;101;;;;;;;;;;;;;;;;;;
ft53.atsp;23038;ms;7274;1;118;103;116;119;101;;;;;;;;;;;;;;;;;;
ft53.atsp;22906;ms;7517;1;118;102;116;118;100;;;;;;;;;;;;;;;;;;
ft53.atsp;23061;ms;7262;1;119;104;118;117;102;;;;;;;;;;;;;;;;;;
ft53.atsp;22928;ms;7274;1;118;102;117;118;100;;;;;;;;;;;;;;;;;;
ft53.atsp;23051;ms;7364;1;118;101;116;118;102;;;;;;;;;;;;;;;;;;
ft53.atsp;22988;ms;7057;1;118;101;115;117;101;;;;;;;;;;;;;;;;;;
ft53.atsp;23058;ms;7256;1;120;102;119;120;103;;;;;;;;;;;;;;;;;;
ft53.atsp;22921;ms;7213;1;118;103;118;116;102;;;;;;;;;;;;;;;;;;
ft53.atsp;23061;ms;7129;1;115;101;115;118;98;;;;;;;;;;;;;;;;;;
ft53.atsp;22988;ms;7316;1;117;101;116;117;101;;;;;;;;;;;;;;;;;;
ft53.atsp;22943;ms;7086;1;120;102;117;118;102;;;;;;;;;;;;;;;;;;
ft53.atsp;22979;ms;7248;1;118;101;115;117;99;;;;;;;;;;;;;;;;;;
ft53.atsp;23162;ms;7274;1;117;101;116;117;100;;;;;;;;;;;;;;;;;;
ft53.atsp;22926;ms;7300;1;116;100;116;115;99;;;;;;;;;;;;;;;;;;
ft53.atsp;22952;ms;7151;1;117;101;116;116;100;;;;;;;;;;;;;;;;;;
ft53.atsp;22929;ms;7151;1;116;101;115;116;98;;;;;;;;;;;;;;;;;;
ft53.atsp;22971;ms;7315;1;120;102;121;120;101;;;;;;;;;;;;;;;;;;
ft53.atsp;22930;ms;7253;1;117;101;115;116;100;;;;;;;;;;;;;;;;;;
ft53.atsp;22930;ms;7481;1;118;102;117;119;100;;;;;;;;;;;;;;;;;;
ft53.atsp;23051;ms;7151;1;119;102;117;119;102;;;;;;;;;;;;;;;;;;
ft53.atsp;22897;ms;7454;1;117;103;118;119;100;;;;;;;;;;;;;;;;;;
ft53.atsp;22930;ms;7263;1;120;104;119;118;102;7260.23;7034;119.4653794;7590;110.834;22930;;;;;;;;;;;;
ft53.atsp;28037;ms;7250;1;159;139;155;157;134;;;;;;;;;;;;;;;;;;
ft53.atsp;27999;ms;7151;1;157;136;156;157;134;;;;;;;;;;;;;;;;;;
ft53.atsp;27932;ms;7300;1;155;135;155;155;134;;;;;;;;;;;;;;;;;;
ft53.atsp;28019;ms;7085;1;157;137;155;156;135;;;;;;;;;;;;;;;;;;
ft53.atsp;27973;ms;7054;1;156;136;156;156;133;;;;;;;;;;;;;;;;;;
ft53.atsp;27952;ms;7364;1;158;137;158;157;133;;;;;;;;;;;;;;;;;;
ft53.atsp;27974;ms;7057;1;156;135;156;155;133;;;;;;;;;;;;;;;;;;
ft53.atsp;28043;ms;7129;1;159;137;158;153;135;;;;;;;;;;;;;;;;;;
ft53.atsp;27899;ms;7300;1;159;138;157;157;135;;;;;;;;;;;;;;;;;;
ft53.atsp;27956;ms;7250;1;158;138;157;157;135;;;;;;;;;;;;;;;;;;
ft53.atsp;27995;ms;7034;1;156;137;156;156;134;;;;;;;;;;;;;;;;;;
ft53.atsp;27845;ms;6992;1;158;137;157;158;135;;;;;;;;;;;;;;;;;;
ft53.atsp;28102;ms;7086;1;156;134;156;155;133;;;;;;;;;;;;;;;;;;
ft53.atsp;27937;ms;7315;1;156;135;154;155;134;;;;;;;;;;;;;;;;;;
ft53.atsp;27980;ms;7256;1;156;137;157;158;135;;;;;;;;;;;;;;;;;;
ft53.atsp;28000;ms;7144;1;158;138;155;157;134;;;;;;;;;;;;;;;;;;
ft53.atsp;27880;ms;7339;1;156;136;156;156;134;;;;;;;;;;;;;;;;;;
ft53.atsp;27933;ms;7372;1;158;137;157;157;135;;;;;;;;;;;;;;;;;;
ft53.atsp;27997;ms;7151;1;157;135;154;154;134;;;;;;;;;;;;;;;;;;
ft53.atsp;27972;ms;7254;1;158;138;158;157;136;;;;;;;;;;;;;;;;;;
ft53.atsp;28124;ms;7472;1;158;138;158;159;134;;;;;;;;;;;;;;;;;;
ft53.atsp;28018;ms;7300;1;158;135;156;156;135;;;;;;;;;;;;;;;;;;
ft53.atsp;28011;ms;7085;1;158;137;157;157;135;;;;;;;;;;;;;;;;;;
ft53.atsp;27964;ms;7151;1;157;136;155;156;133;;;;;;;;;;;;;;;;;;
ft53.atsp;27940;ms;7513;1;159;136;157;156;135;;;;;;;;;;;;;;;;;;
ft53.atsp;28013;ms;7277;1;158;137;156;157;134;;;;;;;;;;;;;;;;;;
ft53.atsp;27882;ms;7317;1;159;136;155;157;132;;;;;;;;;;;;;;;;;;
ft53.atsp;28012;ms;7277;1;158;137;157;157;136;;;;;;;;;;;;;;;;;;
ft53.atsp;28032;ms;7096;1;158;137;156;157;136;;;;;;;;;;;;;;;;;;
ft53.atsp;27970;ms;7444;1;158;136;153;157;135;;;;;;;;;;;;;;;;;;
ft53.atsp;27923;ms;7359;1;154;138;157;156;134;;;;;;;;;;;;;;;;;;
ft53.atsp;28013;ms;7259;1;158;136;156;157;133;;;;;;;;;;;;;;;;;;
ft53.atsp;27974;ms;7444;1;157;136;155;158;135;;;;;;;;;;;;;;;;;;
ft53.atsp;27990;ms;7274;1;153;134;154;154;132;;;;;;;;;;;;;;;;;;
