Instancja;Czas;Jednostka;Wynik;Typ memetic;0 wyspa;1 wyspa;2 wyspa;3 wyspa;4 wyspa;
rbg403.atsp;28058;ms;3482;1;1;1;1;1;1;
rbg403.atsp;28554;ms;3488;1;1;1;1;1;1;
rbg403.atsp;28234;ms;3482;1;1;1;1;1;1;
rbg403.atsp;27885;ms;3487;1;1;1;1;1;1;
rbg403.atsp;28609;ms;3485;1;1;1;1;1;1;
rbg403.atsp;28234;ms;3487;1;1;1;1;1;1;
rbg403.atsp;28380;ms;3483;1;1;1;1;1;1;
rbg403.atsp;28126;ms;3481;1;1;1;1;1;1;
rbg403.atsp;28204;ms;3490;1;1;1;1;1;1;
rbg403.atsp;28058;ms;3488;1;1;1;1;1;1;
rbg403.atsp;27849;ms;3490;1;1;1;1;1;1;
rbg403.atsp;28530;ms;3481;1;1;1;1;1;1;3477
rbg403.atsp;45889;ms;3439;1;3;3;3;3;3;
rbg403.atsp;45159;ms;3441;1;3;3;3;3;3;
rbg403.atsp;46133;ms;3437;1;3;3;3;3;3;
rbg403.atsp;46452;ms;3443;1;3;3;3;3;3;
rbg403.atsp;45560;ms;3444;1;3;3;3;3;3;
rbg403.atsp;46773;ms;3439;1;3;3;3;3;3;
rbg403.atsp;46610;ms;3441;1;3;3;3;3;3;
rbg403.atsp;49630;ms;3436;1;3;3;3;3;3;
rbg403.atsp;47079;ms;3438;1;3;3;3;3;3;
rbg403.atsp;41624;ms;3461;1;2;2;2;2;2;
rbg403.atsp;47081;ms;3429;1;3;3;3;3;3;
rbg403.atsp;47442;ms;3432;1;3;3;3;3;3;
rbg403.atsp;47889;ms;3438;1;3;3;3;3;3;
rbg403.atsp;47547;ms;3433;1;3;3;3;3;3;
rbg403.atsp;46606;ms;3444;1;3;3;3;3;3;
rbg403.atsp;47294;ms;3439;1;3;3;3;3;3;
rbg403.atsp;47668;ms;3435;1;3;3;3;3;3;
rbg403.atsp;47438;ms;3445;1;3;3;3;3;3;
rbg403.atsp;47202;ms;3436;1;3;3;3;3;3;
rbg403.atsp;46803;ms;3437;1;3;3;3;3;3;
rbg403.atsp;47156;ms;3441;1;3;3;3;3;3;
rbg403.atsp;46215;ms;3441;1;3;3;3;3;3;
rbg403.atsp;46693;ms;3430;1;3;3;3;3;3;
rbg403.atsp;46518;ms;3430;1;3;3;3;3;3;
rbg403.atsp;45743;ms;3448;1;3;3;3;3;3;
rbg403.atsp;46333;ms;3444;1;3;3;3;3;3;
rbg403.atsp;46416;ms;3445;1;3;3;3;3;3;
rbg403.atsp;45880;ms;3447;1;3;3;3;3;3;
rbg403.atsp;45649;ms;3439;1;3;3;3;3;3;
rbg403.atsp;46006;ms;3445;1;3;3;3;3;3;
rbg403.atsp;46003;ms;3445;1;3;3;3;3;3;
rbg403.atsp;46741;ms;3438;1;3;3;3;3;3;
rbg403.atsp;46489;ms;3437;1;3;3;3;3;3;
rbg403.atsp;44959;ms;3444;1;3;3;3;3;3;
rbg403.atsp;45640;ms;3441;1;3;3;3;3;3;
rbg403.atsp;45897;ms;3435;1;3;3;3;3;3;
rbg403.atsp;45410;ms;3435;1;3;3;3;3;3;
rbg403.atsp;45726;ms;3446;1;3;3;3;3;3;
rbg403.atsp;46643;ms;3446;1;3;3;3;3;3;
rbg403.atsp;45581;ms;3446;1;3;3;3;3;3;
rbg403.atsp;46112;ms;3446;1;3;3;3;3;3;
rbg403.atsp;46159;ms;3428;1;3;3;3;3;3;
rbg403.atsp;46415;ms;3444;1;3;3;3;3;3;
rbg403.atsp;46474;ms;3444;1;3;3;3;3;3;
rbg403.atsp;46870;ms;3428;1;3;3;3;3;3;
rbg403.atsp;46604;ms;3444;1;3;3;3;3;3;
rbg403.atsp;45476;ms;3438;1;3;3;3;3;3;
rbg403.atsp;46235;ms;3437;1;3;3;3;3;3;
rbg403.atsp;47240;ms;3435;1;3;3;3;3;3;
rbg403.atsp;46800;ms;3433;1;3;3;3;3;3;3428
