Instancja;Czas;Jednostka;Wynik;Typ memetic;0 wyspa;1 wyspa;2 wyspa;3 wyspa;4 wyspa;;;;;;;;;;;;;
ftv55.atsp;14722;ms;1638;1;29;30;34;35;32;;;;;;;;;;;;;
ftv55.atsp;14634;ms;1704;1;30;31;35;36;32;;;;;;;;;;;;;
ftv55.atsp;14805;ms;1718;1;30;30;35;36;31;;;;;;;;;;;;;
ftv55.atsp;14862;ms;1691;1;31;30;35;35;31;;;;;;;;;;;;;
ftv55.atsp;14829;ms;1704;1;31;30;35;36;31;;;;;;;;;;;;;
ftv55.atsp;14705;ms;1704;1;31;32;35;36;31;;;;;;;;;;;;;
ftv55.atsp;14694;ms;1636;1;32;31;34;34;32;;;;;;;;;;;;;
ftv55.atsp;14849;ms;1705;1;29;30;34;35;31;;;;;;;;;;;;;
ftv55.atsp;14893;ms;1636;1;29;30;33;34;29;;;;;;;;;;;;;
ftv55.atsp;14552;ms;1704;1;30;30;35;36;31;;;;;;;;;;;;;
ftv55.atsp;14543;ms;1704;1;31;31;35;35;31;;;;;;;;;;;;;
ftv55.atsp;14642;ms;1704;1;30;30;35;38;31;;;;;;;;;;;;;
ftv55.atsp;14704;ms;1704;1;31;32;37;35;31;;;;;;;;;;;;;
ftv55.atsp;15026;ms;1716;1;31;31;34;36;32;;;;;;;;;;;;;
ftv55.atsp;14598;ms;1716;1;29;33;35;37;31;;;;;;;;;;;;;
ftv55.atsp;14569;ms;1718;1;30;30;34;35;30;;;;;;;;;;;;;
ftv55.atsp;14605;ms;1653;1;30;29;35;34;31;;;;;;;;;;;;;
ftv55.atsp;15054;ms;1698;1;28;29;32;33;29;;;;;;;;;;;;;
ftv55.atsp;15143;ms;1695;1;31;30;34;36;32;;;;;;;;;;;;;
ftv55.atsp;14898;ms;1704;1;31;29;34;32;30;;;;;;;;;;;;;
ftv55.atsp;14891;ms;1654;1;30;31;38;34;32;;;;;;;;;;;;;
ftv55.atsp;14719;ms;1704;1;30;30;35;35;31;;;;;;;;;;;;;
ftv55.atsp;14777;ms;1704;1;30;30;35;35;31;;;;;;;;;;;;;
ftv55.atsp;14620;ms;1704;1;32;30;34;33;31;;;;;;;;;;;;;
ftv55.atsp;14751;ms;1704;1;30;30;35;35;31;;;;;;;;;;;;;
ftv55.atsp;14641;ms;1716;1;31;31;36;35;30;;;;;;;;;;;;;
ftv55.atsp;14954;ms;1647;1;31;31;35;35;32;;;;;;;;;;;;;
ftv55.atsp;14849;ms;1716;1;30;30;35;34;31;;;;;;;;;;;;;
ftv55.atsp;14810;ms;1704;1;31;30;36;35;31;;;;;;;;;;;;;
ftv55.atsp;15089;ms;1716;1;32;31;35;36;31;;;;;;;;;;;;;
ftv55.atsp;14618;ms;1684;1;30;31;34;36;31;;;;;;;;;;;;;
ftv55.atsp;14752;ms;1722;1;31;30;34;34;31;;;;;;;;;;;;;
ftv55.atsp;14705;ms;1698;1;32;31;36;36;31;;;;;;;;;;;;;
ftv55.atsp;14844;ms;1704;1;31;31;35;36;31;;;;;;;;;;;;;
ftv55.atsp;14537;ms;1645;1;30;30;36;36;31;;;;;;;;;;;;;
ftv55.atsp;14868;ms;1704;1;30;30;34;36;30;;;;;;;;;;;;;
ftv55.atsp;14769;ms;1716;1;31;30;35;36;30;;;;;;;;;;;;;
ftv55.atsp;14847;ms;1704;1;30;29;34;33;31;;;;;;;;;;;;;
ftv55.atsp;14663;ms;1716;1;30;32;35;36;31;;;;;;;;;;;;;
ftv55.atsp;14670;ms;1638;1;31;31;34;35;31;;;;;;;;;;;;;
ftv55.atsp;14771;ms;1704;1;30;30;35;36;31;;;;;;;;;;;;;
ftv55.atsp;14795;ms;1716;1;31;31;34;35;31;;;;;;;;;;;;;
ftv55.atsp;14855;ms;1645;1;31;30;35;35;31;;;;;;;;;;;;;
ftv55.atsp;14555;ms;1716;1;31;30;36;36;30;;;;;;;;;;;;;
ftv55.atsp;14755;ms;1669;1;31;30;35;35;31;;;;;;;;;;;;;
ftv55.atsp;14876;ms;1666;1;31;30;35;35;31;;;;;;;;;;;;;
ftv55.atsp;14671;ms;1718;1;31;30;35;35;31;;;;;;;;;;;;;
ftv55.atsp;14918;ms;1645;1;30;31;35;35;32;;;;;;;;;;;;;
ftv55.atsp;14813;ms;1716;1;31;30;35;37;30;;;;;;;;;;;;;
ftv55.atsp;14854;ms;1704;1;33;31;34;36;31;;;;;;;;;;;;;
ftv55.atsp;14636;ms;1704;1;31;31;34;35;30;;;;;;;;;;;;;
ftv55.atsp;14853;ms;1704;1;29;30;35;35;30;;;;;;;;;;;;;
ftv55.atsp;14598;ms;1704;1;30;32;34;35;31;;;;;;;;;;;;;
ftv55.atsp;14935;ms;1704;1;32;30;36;36;32;;;;;;;;;;;;;
ftv55.atsp;14719;ms;1704;1;30;30;35;37;31;;;;;;;;;;;;;
ftv55.atsp;14891;ms;1704;1;30;30;35;35;31;;;;;;;;;;;;;
ftv55.atsp;14919;ms;1704;1;30;30;36;35;30;;;;;;;;;;;;;
ftv55.atsp;14874;ms;1757;1;31;30;35;35;31;;;;;;;;;;;;;
ftv55.atsp;14639;ms;1716;1;30;31;35;34;31;;;;;;;;;;;;;
ftv55.atsp;15000;ms;1704;1;31;30;35;34;32;;;;;;;;;;;;;
ftv55.atsp;14847;ms;1716;1;31;31;36;35;31;;;;;;;;;;;;;
ftv55.atsp;14874;ms;1704;1;30;30;34;36;31;;;;;;;;;;;;;
ftv55.atsp;14825;ms;1702;1;30;29;34;34;30;;;;;;;;;;;;;
ftv55.atsp;14872;ms;1750;1;30;31;35;37;32;;;;;;;;;;;;;
ftv55.atsp;14779;ms;1702;1;30;30;35;35;31;;;;;;;;;;;;;
ftv55.atsp;14685;ms;1684;1;30;30;34;35;30;;;;;;;;;;;;;
ftv55.atsp;14684;ms;1750;1;30;30;34;34;30;;;;;;;;;;;;;
ftv55.atsp;14579;ms;1716;1;30;31;34;36;30;;;;;;;;;;;;;
ftv55.atsp;14945;ms;1704;1;30;30;35;35;30;;;;;;;;;;;;;
ftv55.atsp;14934;ms;1704;1;31;30;34;34;31;;;;;;;;;;;;;
ftv55.atsp;14795;ms;1704;1;31;31;36;35;31;;;;;;;;;;;;;
ftv55.atsp;14739;ms;1704;1;30;31;36;36;31;;;;;;;;;;;;;
ftv55.atsp;15159;ms;1750;1;29;28;32;32;29;;;;;;;;;;;;;
ftv55.atsp;16071;ms;1702;1;30;31;35;34;32;;;;;;;;;;;;;
ftv55.atsp;14881;ms;1654;1;29;30;34;32;28;;;;;;;;;;;;;
ftv55.atsp;15081;ms;1675;1;31;31;34;35;31;;;;;;;;;;;;;
ftv55.atsp;15018;ms;1704;1;29;30;34;34;30;;;;;;;;;;;;;
ftv55.atsp;14837;ms;1702;1;30;31;35;35;31;;;;;;;;;;;;;
ftv55.atsp;14810;ms;1698;1;30;29;35;35;30;;;;;;;;;;;;;
ftv55.atsp;14799;ms;1704;1;30;31;36;34;30;;;;;;;;;;;;;
ftv55.atsp;14860;ms;1704;1;30;31;34;35;31;;;;;;;;;;;;;
ftv55.atsp;15029;ms;1654;1;31;30;34;35;31;;;;;;;;;;;;;
ftv55.atsp;14928;ms;1638;1;31;30;34;35;30;;;;;;;;;;;;;
ftv55.atsp;15001;ms;1747;1;29;28;34;34;31;;;;;;;;;;;;;
ftv55.atsp;15049;ms;1704;1;30;31;35;35;31;1698.69;1636;32.23838384;26.37173839;1757;;;;;;;;
ftv47.atsp;10638;ms;1840;1;39;38;45;47;39;;;;;;;;;;;;;
ftv47.atsp;10570;ms;1846;1;41;38;45;47;39;;;;;;;;;;;;;
ftv47.atsp;10604;ms;1850;1;40;38;47;47;40;;;;;;;;;;;;;
ftv47.atsp;10460;ms;1840;1;39;39;46;46;39;;;;;;;;;;;;;
ftv47.atsp;10681;ms;1848;1;39;38;46;45;38;;;;;;;;;;;;;
ftv47.atsp;10748;ms;1827;1;38;37;45;46;38;;;;;;;;;;;;;
ftv47.atsp;10572;ms;1851;1;38;38;46;45;38;;;;;;;;;;;;;
ftv47.atsp;10528;ms;1850;1;38;37;44;45;38;;;;;;;;;;;;;
ftv47.atsp;11048;ms;1856;1;31;32;38;38;33;;;;;;;;;;;;;
ftv47.atsp;11022;ms;1853;1;36;36;43;45;37;;;;;;;;;;;;;
ftv47.atsp;10662;ms;1850;1;38;38;48;48;40;;;;;;;;;;;;;
ftv47.atsp;10608;ms;1840;1;39;39;45;45;42;;;;;;;;;;;;;
ftv47.atsp;10561;ms;1840;1;39;38;46;48;39;;;;;;;;;;;;;
ftv47.atsp;10619;ms;1863;1;39;38;46;46;39;;;;;;;;;;;;;
ftv47.atsp;10428;ms;1851;1;40;40;47;46;38;;;;;;;;;;;;;
ftv47.atsp;10648;ms;1845;1;39;38;45;46;39;;;;;;;;;;;;;
ftv47.atsp;10457;ms;1872;1;38;40;47;47;40;;;;;;;;;;;;;
ftv47.atsp;10476;ms;1833;1;38;40;48;46;39;;;;;;;;;;;;;
ftv47.atsp;10306;ms;1838;1;39;40;46;48;39;;;;;;;;;;;;;
ftv47.atsp;10571;ms;1872;1;39;39;46;46;40;;;;;;;;;;;;;
ftv47.atsp;10496;ms;1843;1;39;39;47;46;40;;;;;;;;;;;;;
ftv47.atsp;10478;ms;1850;1;31;31;38;39;33;;;;;;;;;;;;;
ftv47.atsp;10970;ms;1850;1;37;38;45;47;39;;;;;;;;;;;;;
ftv47.atsp;10572;ms;1888;1;40;38;45;45;40;;;;;;;;;;;;;
ftv47.atsp;10601;ms;1840;1;39;38;46;48;39;;;;;;;;;;;;;
ftv47.atsp;10519;ms;1853;1;38;37;45;47;39;;;;;;;;;;;;;
ftv47.atsp;10466;ms;1838;1;39;38;47;46;39;;;;;;;;;;;;;
ftv47.atsp;10507;ms;1888;1;40;38;45;48;40;;;;;;;;;;;;;
ftv47.atsp;10499;ms;1856;1;39;39;48;45;39;;;;;;;;;;;;;
ftv47.atsp;10511;ms;1838;1;38;38;47;48;40;;;;;;;;;;;;;
ftv47.atsp;10528;ms;1881;1;38;39;46;45;40;;;;;;;;;;;;;
ftv47.atsp;10596;ms;1850;1;39;37;46;46;39;;;;;;;;;;;;;
ftv47.atsp;10507;ms;1790;1;39;38;45;45;38;;;;;;;;;;;;;
ftv47.atsp;10566;ms;1838;1;40;38;44;47;40;;;;;;;;;;;;;
ftv47.atsp;10573;ms;1801;1;40;38;48;47;40;;;;;;;;;;;;;
ftv47.atsp;10600;ms;1840;1;40;39;47;46;40;;;;;;;;;;;;;
ftv47.atsp;10500;ms;1795;1;38;40;45;46;39;;;;;;;;;;;;;
ftv47.atsp;10590;ms;1790;1;39;39;44;46;39;;;;;;;;;;;;;
ftv47.atsp;10457;ms;1863;1;40;39;46;47;38;;;;;;;;;;;;;
ftv47.atsp;10542;ms;1888;1;39;39;48;46;40;;;;;;;;;;;;;
ftv47.atsp;10456;ms;1842;1;38;38;45;47;40;;;;;;;;;;;;;
ftv47.atsp;10472;ms;1840;1;39;40;47;48;39;;;;;;;;;;;;;
ftv47.atsp;10644;ms;1840;1;39;39;47;47;40;;;;;;;;;;;;;
ftv47.atsp;10461;ms;1848;1;41;39;46;47;38;;;;;;;;;;;;;
ftv47.atsp;10577;ms;1806;1;38;38;46;46;39;;;;;;;;;;;;;
ftv47.atsp;10500;ms;1842;1;39;38;48;46;39;;;;;;;;;;;;;
ftv47.atsp;10448;ms;1856;1;39;39;46;47;38;;;;;;;;;;;;;
ftv47.atsp;10523;ms;1853;1;38;37;45;45;39;;;;;;;;;;;;;
ftv47.atsp;10528;ms;1838;1;39;39;46;45;39;;;;;;;;;;;;;
ftv47.atsp;10586;ms;1846;1;38;38;46;45;39;;;;;;;;;;;;;
ftv47.atsp;10565;ms;1886;1;38;37;49;48;41;;;;;;;;;;;;;
ftv47.atsp;10403;ms;1851;1;39;37;45;48;39;;;;;;;;;;;;;
ftv47.atsp;10366;ms;1859;1;38;38;47;47;39;;;;;;;;;;;;;
ftv47.atsp;10588;ms;1825;1;38;39;45;46;39;;;;;;;;;;;;;
ftv47.atsp;10449;ms;1881;1;38;38;46;46;38;;;;;;;;;;;;;
ftv47.atsp;10711;ms;1846;1;37;38;45;45;40;;;;;;;;;;;;;
ftv47.atsp;10666;ms;1855;1;38;37;46;45;39;;;;;;;;;;;;;
ftv47.atsp;10523;ms;1855;1;37;37;46;46;37;;;;;;;;;;;;;
ftv47.atsp;10605;ms;1798;1;38;37;46;44;38;;;;;;;;;;;;;
ftv47.atsp;10613;ms;1872;1;38;38;45;47;39;;;;;;;;;;;;;
ftv47.atsp;10730;ms;1881;1;39;39;46;46;39;;;;;;;;;;;;;
ftv47.atsp;10661;ms;1838;1;38;37;45;46;39;;;;;;;;;;;;;
ftv47.atsp;10689;ms;1842;1;39;37;44;45;38;;;;;;;;;;;;;
ftv47.atsp;10615;ms;1881;1;38;39;46;45;39;;;;;;;;;;;;;
ftv47.atsp;10562;ms;1833;1;38;37;44;45;37;;;;;;;;;;;;;
ftv47.atsp;10722;ms;1838;1;38;37;46;47;40;;;;;;;;;;;;;
ftv47.atsp;10615;ms;1845;1;39;37;45;47;38;;;;;;;;;;;;;
ftv47.atsp;10668;ms;1785;1;36;34;42;43;36;;;;;;;;;;;;;
ftv47.atsp;10966;ms;1798;1;31;30;36;37;31;;;;;;;;;;;;;
ftv47.atsp;11635;ms;1841;1;31;32;37;37;32;;;;;;;;;;;;;
ftv47.atsp;11106;ms;1830;1;29;30;36;35;30;;;;;;;;;;;;;
ftv47.atsp;10732;ms;1840;1;36;37;44;45;38;;;;;;;;;;;;;
ftv47.atsp;10610;ms;1833;1;38;38;46;46;39;;;;;;;;;;;;;
ftv47.atsp;10545;ms;1842;1;35;36;43;44;37;;;;;;;;;;;;;
ftv47.atsp;10438;ms;1842;1;38;37;44;45;38;;;;;;;;;;;;;
ftv47.atsp;10597;ms;1867;1;38;38;45;45;40;;;;;;;;;;;;;
ftv47.atsp;10760;ms;1856;1;37;37;44;43;39;;;;;;;;;;;;;
ftv47.atsp;10579;ms;1801;1;38;38;47;47;39;;;;;;;;;;;;;
ftv47.atsp;10660;ms;1863;1;34;34;41;42;35;;;;;;;;;;;;;
ftv47.atsp;10813;ms;1790;1;35;34;43;42;36;;;;;;;;;;;;;
ftv47.atsp;11088;ms;1845;1;34;32;39;40;35;;;;;;;;;;;;;
ftv47.atsp;11250;ms;1840;1;36;35;42;43;37;;;;;;;;;;;;;
ftv47.atsp;11076;ms;1845;1;36;36;44;44;37;;;;;;;;;;;;;
ftv47.atsp;10858;ms;1833;1;39;37;44;45;36;;;;;;;;;;;;;
ftv47.atsp;10471;ms;1838;1;38;37;45;45;37;;;;;;;;;;;;;
ftv47.atsp;10568;ms;1845;1;39;39;45;46;40;;;;;;;;;;;;;
ftv47.atsp;10870;ms;1845;1;39;38;46;47;40;;;;;;;;;;;;;
ftv47.atsp;10532;ms;1863;1;33;33;39;40;33;;;;;;;;;;;;;
ftv47.atsp;10871;ms;1809;1;38;38;44;44;39;;;;;;;;;;;;;
ftv47.atsp;10709;ms;1790;1;39;37;46;47;40;;;;;;;;;;;;;
ftv47.atsp;10600;ms;1863;1;39;39;45;46;38;;;;;;;;;;;;;
ftv47.atsp;10577;ms;1845;1;38;38;46;44;37;;;;;;;;;;;;;
ftv47.atsp;11009;ms;1842;1;35;35;42;41;37;;;;;;;;;;;;;
ftv47.atsp;10660;ms;1888;1;39;38;45;46;38;;;;;;;;;;;;;
ftv47.atsp;10553;ms;1845;1;38;38;47;46;39;;;;;;;;;;;;;
ftv47.atsp;10725;ms;1851;1;39;38;46;46;39;;;;;;;;;;;;;
ftv47.atsp;10770;ms;1886;1;36;36;42;44;38;;;;;;;;;;;;;
ftv47.atsp;10890;ms;1798;1;37;36;43;44;37;;;;;;;;;;;;;
ftv47.atsp;10635;ms;1845;1;37;37;44;44;36;;;;;;;;;;;;;
ftv47.atsp;10979;ms;1833;1;36;36;43;43;38;1843.79;1785;40.66464646;23.65035503;1888;;;;;;;;
ftv64.atsp;23627;ms;1860;1;24;23;26;24;24;;;;;;;;;;;;;
ftv64.atsp;23702;ms;1891;1;22;21;23;24;22;;;;;;;;;;;;;
ftv64.atsp;24197;ms;1899;1;21;22;24;24;22;;;;;;;;;;;;;
ftv64.atsp;23415;ms;1873;1;23;23;26;25;23;;;;;;;;;;;;;
ftv64.atsp;24012;ms;1858;1;23;23;26;27;24;;;;;;;;;;;;;
ftv64.atsp;24193;ms;1891;1;20;20;23;23;22;;;;;;;;;;;;;
ftv64.atsp;24185;ms;1857;1;24;23;26;26;24;;;;;;;;;;;;;
ftv64.atsp;23597;ms;1911;1;20;21;23;23;22;;;;;;;;;;;;;
ftv64.atsp;23466;ms;1875;1;22;22;24;25;23;;;;;;;;;;;;;
ftv64.atsp;23437;ms;1896;1;24;23;25;26;24;;;;;;;;;;;;;
ftv64.atsp;23475;ms;1868;1;20;19;23;23;19;;;;;;;;;;;;;
ftv64.atsp;23647;ms;1842;1;21;22;24;25;23;;;;;;;;;;;;;
ftv64.atsp;23255;ms;1857;1;24;24;25;25;23;;;;;;;;;;;;;
ftv64.atsp;23080;ms;1894;1;24;24;27;26;24;;;;;;;;;;;;;
ftv64.atsp;22989;ms;1878;1;20;18;22;22;19;;;;;;;;;;;;;
ftv64.atsp;23400;ms;1876;1;23;24;25;26;25;;;;;;;;;;;;;
ftv64.atsp;23390;ms;1872;1;23;22;24;23;23;;;;;;;;;;;;;
ftv64.atsp;23323;ms;1899;1;23;22;25;25;23;;;;;;;;;;;;;
ftv64.atsp;22917;ms;1875;1;19;19;22;22;19;;;;;;;;;;;;;
ftv64.atsp;23266;ms;1878;1;21;20;24;24;21;;;;;;;;;;;;;
ftv64.atsp;25090;ms;1842;1;20;20;23;24;22;;;;;;;;;;;;;
ftv64.atsp;23891;ms;1875;1;22;22;24;24;22;;;;;;;;;;;;;
ftv64.atsp;22799;ms;1919;1;23;23;26;26;23;;;;;;;;;;;;;
ftv64.atsp;23184;ms;1875;1;24;23;26;27;25;;;;;;;;;;;;;
ftv64.atsp;23165;ms;1875;1;23;23;26;25;23;;;;;;;;;;;;;
ftv64.atsp;23286;ms;1860;1;24;24;26;26;25;;;;;;;;;;;;;
ftv64.atsp;23084;ms;1872;1;23;24;25;26;24;;;;;;;;;;;;;
ftv64.atsp;23261;ms;1875;1;24;25;26;25;24;;;;;;;;;;;;;
ftv64.atsp;23163;ms;1875;1;24;23;26;27;25;;;;;;;;;;;;;
ftv64.atsp;22930;ms;1850;1;23;23;26;26;23;;;;;;;;;;;;;
ftv64.atsp;24339;ms;1890;1;22;21;22;23;22;;;;;;;;;;;;;
ftv64.atsp;25263;ms;1857;1;22;23;26;25;24;;;;;;;;;;;;;
ftv64.atsp;27839;ms;1910;1;16;16;19;19;16;;;;;;;;;;;;;
ftv64.atsp;26065;ms;1879;1;20;19;22;22;21;;;;;;;;;;;;;
ftv64.atsp;25786;ms;1872;1;23;22;25;26;24;;;;;;;;;;;;;
ftv64.atsp;23149;ms;1910;1;22;23;25;25;22;;;;;;;;;;;;;
ftv64.atsp;25422;ms;1857;1;20;20;22;22;22;;;;;;;;;;;;;
ftv64.atsp;23952;ms;1860;1;20;21;23;23;21;;;;;;;;;;;;;
ftv64.atsp;24517;ms;1892;1;21;21;24;23;21;;;;;;;;;;;;;
ftv64.atsp;24605;ms;1931;1;22;22;23;24;20;;;;;;;;;;;;;
ftv64.atsp;25817;ms;1850;1;17;18;20;20;18;;;;;;;;;;;;;
ftv64.atsp;25738;ms;1875;1;21;21;23;24;21;;;;;;;;;;;;;
ftv64.atsp;24398;ms;1897;1;21;20;24;23;21;;;;;;;;;;;;;
ftv64.atsp;25085;ms;1872;1;21;21;24;23;22;;;;;;;;;;;;;
ftv64.atsp;25975;ms;1899;1;19;19;20;21;20;;;;;;;;;;;;;
ftv64.atsp;26783;ms;1887;1;20;20;22;23;20;;;;;;;;;;;;;
ftv64.atsp;24590;ms;1875;1;21;22;25;24;21;;;;;;;;;;;;;
ftv64.atsp;24209;ms;1875;1;22;22;24;24;22;;;;;;;;;;;;;
ftv64.atsp;23949;ms;1872;1;22;22;25;25;23;;;;;;;;;;;;;
ftv64.atsp;24113;ms;1872;1;22;22;25;26;23;;;;;;;;;;;;;
ftv64.atsp;23760;ms;1868;1;22;21;24;25;22;;;;;;;;;;;;;
ftv64.atsp;24651;ms;1897;1;18;18;20;21;18;;;;;;;;;;;;;
ftv64.atsp;23963;ms;1875;1;22;23;25;25;23;;;;;;;;;;;;;
ftv64.atsp;23825;ms;1891;1;22;23;26;25;23;;;;;;;;;;;;;
ftv64.atsp;23593;ms;1872;1;23;23;25;25;23;;;;;;;;;;;;;
ftv64.atsp;23917;ms;1875;1;23;23;25;25;24;;;;;;;;;;;;;
ftv64.atsp;23901;ms;1842;1;23;23;26;25;24;;;;;;;;;;;;;
ftv64.atsp;24045;ms;1875;1;23;23;25;26;23;;;;;;;;;;;;;
ftv64.atsp;23854;ms;1878;1;23;23;26;26;24;;;;;;;;;;;;;
ftv64.atsp;23646;ms;1842;1;23;23;26;26;23;;;;;;;;;;;;;
ftv64.atsp;23872;ms;1887;1;23;23;25;26;24;;;;;;;;;;;;;
ftv64.atsp;24176;ms;1894;1;23;23;25;25;24;;;;;;;;;;;;;
ftv64.atsp;24022;ms;1899;1;23;23;25;26;23;;;;;;;;;;;;;
ftv64.atsp;23698;ms;1875;1;22;23;25;26;22;;;;;;;;;;;;;
ftv64.atsp;23975;ms;1858;1;22;22;25;25;23;;;;;;;;;;;;;
ftv64.atsp;24133;ms;1901;1;22;23;25;26;23;;;;;;;;;;;;;
ftv64.atsp;23741;ms;1860;1;22;23;26;26;23;;;;;;;;;;;;;
ftv64.atsp;24363;ms;1872;1;22;22;25;25;23;;;;;;;;;;;;;
ftv64.atsp;24036;ms;1842;1;23;23;25;26;24;;;;;;;;;;;;;
ftv64.atsp;24036;ms;1860;1;23;23;25;25;24;;;;;;;;;;;;;
ftv64.atsp;24172;ms;1899;1;23;23;25;25;23;;;;;;;;;;;;;
ftv64.atsp;23656;ms;1861;1;22;22;25;26;23;;;;;;;;;;;;;
ftv64.atsp;23778;ms;1891;1;22;22;26;25;22;;;;;;;;;;;;;
ftv64.atsp;23770;ms;1878;1;23;23;25;25;23;;;;;;;;;;;;;
ftv64.atsp;23985;ms;1860;1;23;22;26;25;23;;;;;;;;;;;;;
ftv64.atsp;23862;ms;1868;1;23;23;26;25;24;;;;;;;;;;;;;
ftv64.atsp;23965;ms;1897;1;22;22;25;25;22;;;;;;;;;;;;;
ftv64.atsp;23853;ms;1884;1;23;23;26;25;24;;;;;;;;;;;;;
ftv64.atsp;24306;ms;1873;1;23;22;25;25;23;;;;;;;;;;;;;
ftv64.atsp;24222;ms;1875;1;22;21;24;24;22;;;;;;;;;;;;;
ftv64.atsp;24083;ms;1857;1;22;23;25;25;23;;;;;;;;;;;;;
ftv64.atsp;24306;ms;1892;1;22;23;25;26;23;;;;;;;;;;;;;
ftv64.atsp;24134;ms;1884;1;22;23;25;24;23;;;;;;;;;;;;;
ftv64.atsp;24240;ms;1872;1;22;22;24;24;23;;;;;;;;;;;;;
ftv64.atsp;24158;ms;1899;1;23;22;25;25;23;;;;;;;;;;;;;
ftv64.atsp;24215;ms;1873;1;22;22;24;25;23;;;;;;;;;;;;;
ftv64.atsp;24113;ms;1860;1;22;22;25;25;22;;;;;;;;;;;;;
ftv64.atsp;24137;ms;1872;1;22;23;25;26;23;;;;;;;;;;;;;
ftv64.atsp;24190;ms;1873;1;22;22;24;24;23;;;;;;;;;;;;;
ftv64.atsp;24627;ms;1891;1;22;21;24;24;22;;;;;;;;;;;;;
ftv64.atsp;24418;ms;1872;1;21;22;24;24;23;;;;;;;;;;;;;
ftv64.atsp;24405;ms;1891;1;22;22;24;25;23;;;;;;;;;;;;;
ftv64.atsp;24570;ms;1955;1;22;22;24;25;22;;;;;;;;;;;;;
ftv64.atsp;24385;ms;1902;1;21;22;24;24;23;;;;;;;;;;;;;
ftv64.atsp;24028;ms;1873;1;21;21;23;24;21;;;;;;;;;;;;;
ftv64.atsp;24375;ms;1842;1;22;22;25;24;23;;;;;;;;;;;;;
ftv64.atsp;24118;ms;1875;1;21;21;23;24;20;;;;;;;;;;;;;
ftv64.atsp;24085;ms;1869;1;23;22;25;25;23;;;;;;;;;;;;;
ftv64.atsp;24113;ms;1872;1;23;22;24;25;23;;;;;;;;;;;;;
ftv64.atsp;24305;ms;1872;1;22;22;25;25;23;1877.45;1842;23.07272727;19.33457415;1955;;;;;;;;
ftv55.atsp;11272;ms;1808;1;6;6;7;6;6;;;;;;;;;;;;;
ftv55.atsp;11530;ms;1796;1;6;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11727;ms;1816;1;5;5;6;6;5;;;;;;;;;;;;;
ftv55.atsp;12172;ms;1768;1;5;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11494;ms;1721;1;6;6;6;7;6;;;;;;;;;;;;;
ftv55.atsp;11479;ms;1825;1;6;6;7;7;6;;;;;;;;;;;;;
ftv55.atsp;11170;ms;1821;1;6;6;7;7;6;;;;;;;;;;;;;
ftv55.atsp;11171;ms;1786;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11143;ms;1816;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11155;ms;1803;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11234;ms;1825;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11179;ms;1825;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11134;ms;1808;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11035;ms;1727;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11201;ms;1802;1;6;6;6;7;6;;;;;;;;;;;;;
ftv55.atsp;11219;ms;1825;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11219;ms;1808;1;6;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11337;ms;1735;1;6;6;6;7;7;;;;;;;;;;;;;
ftv55.atsp;11089;ms;1816;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11483;ms;1797;1;6;6;6;6;7;;;;;;;;;;;;;
ftv55.atsp;11311;ms;1802;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11586;ms;1802;1;6;6;7;6;7;;;;;;;;;;;;;
ftv55.atsp;11129;ms;1823;1;5;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11185;ms;1830;1;6;6;6;6;7;;;;;;;;;;;;;
ftv55.atsp;11287;ms;1786;1;6;6;7;6;7;;;;;;;;;;;;;
ftv55.atsp;11292;ms;1796;1;7;6;6;6;7;;;;;;;;;;;;;
ftv55.atsp;11477;ms;1808;1;6;6;6;6;7;;;;;;;;;;;;;
ftv55.atsp;11352;ms;1796;1;6;6;6;7;7;;;;;;;;;;;;;
ftv55.atsp;11369;ms;1825;1;5;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11387;ms;1816;1;5;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11392;ms;1830;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11366;ms;1826;1;6;6;7;6;7;;;;;;;;;;;;;
ftv55.atsp;11243;ms;1808;1;6;6;6;7;6;;;;;;;;;;;;;
ftv55.atsp;11256;ms;1832;1;6;6;7;7;6;;;;;;;;;;;;;
ftv55.atsp;11350;ms;1808;1;6;6;6;6;7;;;;;;;;;;;;;
ftv55.atsp;11171;ms;1808;1;6;6;7;6;6;;;;;;;;;;;;;
ftv55.atsp;11193;ms;1793;1;6;6;6;6;6;;;;;;;;;;;;;
