Instancja;Czas;Jednostka;Wynik;Typ memetic;0 wyspa;1 wyspa;2 wyspa;3 wyspa;4 wyspa;;;;;;;;;;;;;
ftv47.atsp;25290;ms;1820;1;152;150;183;183;154;;;;;;;;;;;;;
ftv47.atsp;25435;ms;1842;1;154;154;183;182;155;;;;;;;;;;;;;
ftv47.atsp;25496;ms;1820;1;156;156;186;183;155;;;;;;;;;;;;;
ftv47.atsp;25444;ms;1795;1;156;156;186;186;158;;;;;;;;;;;;;
ftv47.atsp;25405;ms;1845;1;156;156;188;186;155;;;;;;;;;;;;;
ftv47.atsp;25553;ms;1838;1;154;153;185;183;155;;;;;;;;;;;;;
ftv47.atsp;25403;ms;1840;1;150;150;182;181;152;1824.64;1776;167.0626263;25.68988324;1888;;;;;;;;
ftv47.atsp;15576;ms;1790;1;77;76;93;92;78;;;;;;;;;;;;;
ftv47.atsp;15388;ms;1833;1;77;77;92;93;79;;;;;;;;;;;;;
ftv47.atsp;15456;ms;1795;1;77;78;92;91;78;;;;;;;;;;;;;
ftv47.atsp;15390;ms;1888;1;76;77;90;91;78;;;;;;;;;;;;;
ftv47.atsp;15373;ms;1833;1;78;77;93;92;78;;;;;;;;;;;;;
ftv47.atsp;15440;ms;1806;1;77;77;92;92;80;;;;;;;;;;;;;
ftv47.atsp;15553;ms;1790;1;79;77;90;91;79;;;;;;;;;;;;;
ftv47.atsp;15260;ms;1801;1;75;76;91;93;77;;;;;;;;;;;;;
ftv47.atsp;15542;ms;1840;1;78;77;93;93;78;;;;;;;;;;;;;
ftv47.atsp;15422;ms;1845;1;78;78;90;92;79;;;;;;;;;;;;;
ftv47.atsp;15294;ms;1790;1;76;76;91;91;77;;;;;;;;;;;;;
ftv47.atsp;15566;ms;1827;1;79;77;94;93;78;;;;;;;;;;;;;
ftv47.atsp;15374;ms;1859;1;76;76;92;90;76;;;;;;;;;;;;;
ftv47.atsp;15396;ms;1881;1;76;75;94;92;77;;;;;;;;;;;;;
ftv47.atsp;15399;ms;1833;1;76;78;92;93;78;;;;;;;;;;;;;
ftv47.atsp;15537;ms;1845;1;78;78;92;93;79;;;;;;;;;;;;;
ftv47.atsp;15618;ms;1838;1;77;77;91;93;78;;;;;;;;;;;;;
ftv47.atsp;15400;ms;1833;1;78;77;92;91;77;;;;;;;;;;;;;
ftv47.atsp;15549;ms;1859;1;79;77;91;93;78;;;;;;;;;;;;;
ftv47.atsp;15399;ms;1827;1;77;79;93;92;77;;;;;;;;;;;;;
ftv47.atsp;15281;ms;1840;1;76;75;92;90;78;;;;;;;;;;;;;
ftv47.atsp;15425;ms;1795;1;77;78;94;92;78;;;;;;;;;;;;;
ftv47.atsp;15453;ms;1833;1;78;76;95;92;77;;;;;;;;;;;;;
ftv47.atsp;15603;ms;1842;1;76;76;92;92;78;;;;;;;;;;;;;
ftv47.atsp;15474;ms;1797;1;78;77;93;93;78;;;;;;;;;;;;;
ftv47.atsp;15622;ms;1795;1;77;77;94;95;79;;;;;;;;;;;;;
ftv47.atsp;15382;ms;1850;1;77;75;92;93;77;;;;;;;;;;;;;
ftv47.atsp;15358;ms;1838;1;78;77;90;92;77;;;;;;;;;;;;;
ftv47.atsp;15575;ms;1840;1;78;77;93;92;80;;;;;;;;;;;;;
ftv47.atsp;15623;ms;1833;1;76;75;90;91;77;;;;;;;;;;;;;
ftv47.atsp;15369;ms;1840;1;77;77;91;93;78;;;;;;;;;;;;;
ftv47.atsp;15298;ms;1874;1;77;75;93;91;77;;;;;;;;;;;;;
ftv47.atsp;15565;ms;1840;1;79;77;92;90;77;;;;;;;;;;;;;
ftv47.atsp;15318;ms;1795;1;77;77;91;93;78;;;;;;;;;;;;;
ftv47.atsp;15413;ms;1845;1;78;78;95;91;79;;;;;;;;;;;;;
ftv47.atsp;15475;ms;1833;1;76;74;89;90;77;;;;;;;;;;;;;
ftv47.atsp;15405;ms;1833;1;77;77;91;91;78;;;;;;;;;;;;;
ftv47.atsp;15420;ms;1874;1;77;77;92;93;78;;;;;;;;;;;;;
ftv47.atsp;15515;ms;1840;1;77;76;92;92;77;;;;;;;;;;;;;
ftv47.atsp;15333;ms;1827;1;78;77;91;93;78;;;;;;;;;;;;;
ftv47.atsp;15393;ms;1827;1;78;78;91;93;78;;;;;;;;;;;;;
ftv47.atsp;15317;ms;1842;1;78;77;93;92;77;;;;;;;;;;;;;
ftv47.atsp;15530;ms;1790;1;77;77;91;94;79;;;;;;;;;;;;;
ftv47.atsp;15503;ms;1863;1;75;75;91;91;76;;;;;;;;;;;;;
ftv47.atsp;15431;ms;1790;1;78;77;91;90;76;;;;;;;;;;;;;
ftv47.atsp;15363;ms;1840;1;79;77;93;93;77;;;;;;;;;;;;;
ftv47.atsp;15321;ms;1833;1;77;78;95;92;78;;;;;;;;;;;;;
ftv47.atsp;15394;ms;1790;1;78;77;92;92;77;;;;;;;;;;;;;
ftv47.atsp;15538;ms;1845;1;78;76;91;92;79;;;;;;;;;;;;;
ftv47.atsp;15395;ms;1835;1;78;77;92;93;79;;;;;;;;;;;;;
ftv47.atsp;15458;ms;1845;1;77;78;94;93;79;;;;;;;;;;;;;
ftv47.atsp;15495;ms;1790;1;78;78;94;92;79;;;;;;;;;;;;;
ftv47.atsp;15417;ms;1863;1;77;76;92;91;78;;;;;;;;;;;;;
ftv47.atsp;15377;ms;1801;1;78;77;92;93;77;;;;;;;;;;;;;
ftv47.atsp;15350;ms;1790;1;77;76;93;92;77;;;;;;;;;;;;;
ftv47.atsp;15397;ms;1790;1;78;77;91;93;79;;;;;;;;;;;;;
ftv47.atsp;15360;ms;1845;1;77;76;91;90;77;;;;;;;;;;;;;
ftv47.atsp;15367;ms;1838;1;78;77;93;93;77;;;;;;;;;;;;;
ftv47.atsp;15478;ms;1838;1;78;75;92;92;77;;;;;;;;;;;;;
ftv47.atsp;15392;ms;1833;1;76;76;93;92;77;;;;;;;;;;;;;
ftv47.atsp;15558;ms;1850;1;77;76;92;93;77;;;;;;;;;;;;;
ftv47.atsp;15437;ms;1790;1;76;75;92;92;77;;;;;;;;;;;;;
ftv47.atsp;15582;ms;1845;1;78;77;92;93;79;;;;;;;;;;;;;
ftv47.atsp;15287;ms;1827;1;77;76;93;92;78;;;;;;;;;;;;;
ftv47.atsp;15812;ms;1833;1;77;78;92;93;78;;;;;;;;;;;;;
ftv47.atsp;15516;ms;1845;1;78;77;93;92;78;;;;;;;;;;;;;
ftv47.atsp;15363;ms;1850;1;77;77;91;92;79;;;;;;;;;;;;;
ftv47.atsp;15359;ms;1845;1;77;77;93;92;78;;;;;;;;;;;;;
ftv47.atsp;15372;ms;1848;1;77;75;93;94;78;;;;;;;;;;;;;
ftv47.atsp;15382;ms;1840;1;78;77;93;93;77;;;;;;;;;;;;;
ftv47.atsp;15487;ms;1842;1;76;76;92;94;77;;;;;;;;;;;;;
ftv47.atsp;15360;ms;1845;1;77;76;91;91;77;;;;;;;;;;;;;
ftv47.atsp;15613;ms;1845;1;77;76;90;93;78;;;;;;;;;;;;;
ftv47.atsp;15441;ms;1790;1;76;76;92;90;78;;;;;;;;;;;;;
ftv47.atsp;15475;ms;1842;1;77;77;91;93;78;;;;;;;;;;;;;
ftv47.atsp;15313;ms;1838;1;78;77;93;92;78;;;;;;;;;;;;;
ftv47.atsp;15464;ms;1850;1;79;76;93;91;78;;;;;;;;;;;;;
ftv47.atsp;15416;ms;1863;1;77;76;91;91;79;;;;;;;;;;;;;
ftv47.atsp;15439;ms;1838;1;76;77;92;92;78;;;;;;;;;;;;;
ftv47.atsp;15459;ms;1842;1;77;78;92;93;78;;;;;;;;;;;;;
ftv47.atsp;15333;ms;1845;1;78;77;91;93;76;;;;;;;;;;;;;
ftv47.atsp;15382;ms;1838;1;77;76;93;92;77;;;;;;;;;;;;;
ftv47.atsp;15435;ms;1845;1;78;77;92;94;78;;;;;;;;;;;;;
ftv47.atsp;15408;ms;1809;1;78;77;92;93;78;;;;;;;;;;;;;
ftv47.atsp;15277;ms;1845;1;78;78;92;94;78;;;;;;;;;;;;;
ftv47.atsp;15517;ms;1833;1;79;76;92;93;79;;;;;;;;;;;;;
ftv47.atsp;15358;ms;1840;1;79;77;92;93;78;;;;;;;;;;;;;
ftv47.atsp;15529;ms;1840;1;78;77;92;94;79;;;;;;;;;;;;;
ftv47.atsp;15303;ms;1842;1;77;76;92;91;77;;;;;;;;;;;;;
ftv47.atsp;15491;ms;1838;1;79;78;93;94;79;;;;;;;;;;;;;
ftv47.atsp;15424;ms;1850;1;78;77;92;91;78;;;;;;;;;;;;;
ftv47.atsp;15570;ms;1842;1;77;77;94;94;81;;;;;;;;;;;;;
ftv47.atsp;15721;ms;1850;1;77;78;91;92;78;;;;;;;;;;;;;
ftv47.atsp;15401;ms;1801;1;78;79;94;92;78;;;;;;;;;;;;;
ftv47.atsp;15494;ms;1840;1;77;77;93;91;78;;;;;;;;;;;;;
ftv47.atsp;15534;ms;1790;1;77;77;93;93;78;;;;;;;;;;;;;
ftv47.atsp;15370;ms;1850;1;79;77;93;94;79;;;;;;;;;;;;;
ftv47.atsp;15491;ms;1863;1;78;77;93;93;78;;;;;;;;;;;;;
ftv47.atsp;15439;ms;1842;1;76;76;93;92;79;;;;;;;;;;;;;
ftv47.atsp;15461;ms;1853;1;78;77;92;92;78;1832.89;1790;83.27878788;23.24958781;1888;;;;;;;;
ftv64.atsp;37846;ms;1896;1;96;94;107;108;96;;;;;;;;;;;;;
ftv64.atsp;37672;ms;1851;1;95;96;108;107;95;;;;;;;;;;;;;
ftv64.atsp;39227;ms;1920;1;89;91;101;100;91;;;;;;;;;;;;;
ftv64.atsp;38044;ms;1839;1;95;94;107;108;96;;;;;;;;;;;;;
ftv64.atsp;37930;ms;1873;1;94;94;106;106;94;;;;;;;;;;;;;
ftv64.atsp;37741;ms;1877;1;93;94;108;105;94;;;;;;;;;;;;;
ftv64.atsp;37982;ms;1893;1;95;96;107;108;95;;;;;;;;;;;;;
ftv64.atsp;37786;ms;1853;1;92;93;104;103;94;;;;;;;;;;;;;
ftv64.atsp;37812;ms;1842;1;93;94;107;108;93;;;;;;;;;;;;;
ftv64.atsp;37944;ms;1873;1;93;94;108;107;94;;;;;;;;;;;;;
ftv64.atsp;37696;ms;1872;1;93;92;106;106;94;;;;;;;;;;;;;
ftv64.atsp;37978;ms;1842;1;95;96;105;108;95;;;;;;;;;;;;;
ftv64.atsp;37640;ms;1872;1;94;93;107;106;94;;;;;;;;;;;;;
ftv64.atsp;38061;ms;1860;1;93;95;106;107;95;;;;;;;;;;;;;
ftv64.atsp;37948;ms;1872;1;92;93;106;105;93;;;;;;;;;;;;;
ftv64.atsp;39666;ms;1842;1;93;94;105;105;94;;;;;;;;;;;;;
ftv64.atsp;38132;ms;1860;1;95;95;106;107;96;;;;;;;;;;;;;
ftv64.atsp;37908;ms;1860;1;94;95;106;107;94;;;;;;;;;;;;;
ftv64.atsp;38169;ms;1859;1;93;94;106;107;95;;;;;;;;;;;;;
ftv64.atsp;37728;ms;1931;1;92;93;105;106;93;;;;;;;;;;;;;
ftv64.atsp;38033;ms;1894;1;94;95;107;108;95;;;;;;;;;;;;;
ftv64.atsp;37962;ms;1857;1;93;93;107;106;94;;;;;;;;;;;;;
ftv64.atsp;37920;ms;1860;1;93;93;106;107;95;;;;;;;;;;;;;
ftv64.atsp;37891;ms;1860;1;95;95;107;106;95;;;;;;;;;;;;;
ftv64.atsp;37973;ms;1891;1;95;94;107;106;96;;;;;;;;;;;;;
ftv64.atsp;37943;ms;1892;1;94;94;106;106;96;;;;;;;;;;;;;
ftv64.atsp;37972;ms;1865;1;92;93;105;104;93;;;;;;;;;;;;;
ftv64.atsp;37894;ms;1872;1;92;91;106;105;94;;;;;;;;;;;;;
ftv64.atsp;39377;ms;1857;1;93;92;104;106;94;;;;;;;;;;;;;
ftv64.atsp;37953;ms;1860;1;90;91;104;104;94;;;;;;;;;;;;;
ftv64.atsp;37999;ms;1869;1;94;93;102;106;93;;;;;;;;;;;;;
ftv64.atsp;38214;ms;1899;1;96;92;107;107;96;;;;;;;;;;;;;
ftv64.atsp;38970;ms;1872;1;94;94;107;105;95;;;;;;;;;;;;;
ftv64.atsp;37893;ms;1860;1;93;94;106;104;93;;;;;;;;;;;;;
ftv64.atsp;37896;ms;1860;1;92;93;105;105;95;;;;;;;;;;;;;
ftv64.atsp;37992;ms;1872;1;94;92;105;105;92;;;;;;;;;;;;;
ftv64.atsp;38037;ms;1875;1;95;93;107;107;94;;;;;;;;;;;;;
ftv64.atsp;37976;ms;1865;1;93;94;104;107;95;;;;;;;;;;;;;
ftv64.atsp;38031;ms;1860;1;94;93;105;104;94;;;;;;;;;;;;;
ftv64.atsp;38035;ms;1858;1;95;93;106;105;95;;;;;;;;;;;;;
ftv64.atsp;37874;ms;1842;1;93;94;106;106;94;;;;;;;;;;;;;
ftv64.atsp;37973;ms;1842;1;92;93;106;106;95;;;;;;;;;;;;;
ftv64.atsp;37895;ms;1860;1;93;94;106;106;94;;;;;;;;;;;;;
ftv64.atsp;37592;ms;1865;1;92;93;105;105;93;;;;;;;;;;;;;
ftv64.atsp;38204;ms;1853;1;90;88;102;101;89;;;;;;;;;;;;;
ftv64.atsp;38009;ms;1872;1;92;94;106;106;93;;;;;;;;;;;;;
ftv64.atsp;38081;ms;1872;1;85;85;97;97;86;;;;;;;;;;;;;
ftv64.atsp;37949;ms;1855;1;90;92;101;101;92;;;;;;;;;;;;;
ftv64.atsp;38030;ms;1865;1;93;93;106;105;94;;;;;;;;;;;;;
ftv64.atsp;38019;ms;1860;1;93;92;106;106;94;;;;;;;;;;;;;
ftv64.atsp;38097;ms;1860;1;90;90;102;102;90;;;;;;;;;;;;;
ftv64.atsp;38186;ms;1885;1;90;88;103;102;92;;;;;;;;;;;;;
ftv64.atsp;37837;ms;1860;1;92;90;103;105;92;;;;;;;;;;;;;
ftv64.atsp;38016;ms;1875;1;89;89;102;101;91;;;;;;;;;;;;;
ftv64.atsp;38177;ms;1857;1;91;93;104;104;94;;;;;;;;;;;;;
ftv64.atsp;38177;ms;1875;1;91;93;104;105;93;;;;;;;;;;;;;
ftv64.atsp;38112;ms;1872;1;94;93;106;106;95;;;;;;;;;;;;;
ftv64.atsp;37816;ms;1899;1;91;93;105;105;94;;;;;;;;;;;;;
ftv64.atsp;38074;ms;1902;1;93;92;104;104;92;;;;;;;;;;;;;
ftv64.atsp;38259;ms;1878;1;93;92;106;103;95;;;;;;;;;;;;;
ftv64.atsp;38022;ms;1872;1;92;93;105;107;93;;;;;;;;;;;;;
ftv64.atsp;38059;ms;1858;1;93;94;107;106;94;;;;;;;;;;;;;
ftv64.atsp;37997;ms;1860;1;93;92;104;104;93;;;;;;;;;;;;;
ftv64.atsp;38059;ms;1872;1;94;93;105;106;95;;;;;;;;;;;;;
ftv64.atsp;38010;ms;1857;1;92;92;106;103;94;;;;;;;;;;;;;
ftv64.atsp;37856;ms;1868;1;94;94;105;105;94;;;;;;;;;;;;;
ftv64.atsp;37883;ms;1842;1;86;86;100;100;87;;;;;;;;;;;;;
ftv64.atsp;38115;ms;1842;1;93;94;104;106;95;;;;;;;;;;;;;
ftv64.atsp;37856;ms;1859;1;93;92;105;106;92;;;;;;;;;;;;;
ftv64.atsp;37803;ms;1865;1;91;92;104;107;94;;;;;;;;;;;;;
ftv64.atsp;38112;ms;1873;1;94;93;107;105;94;;;;;;;;;;;;;
ftv64.atsp;37969;ms;1893;1;94;93;104;108;95;;;;;;;;;;;;;
ftv64.atsp;38069;ms;1893;1;94;93;106;107;94;;;;;;;;;;;;;
ftv64.atsp;38020;ms;1873;1;92;92;104;103;92;;;;;;;;;;;;;
ftv64.atsp;38006;ms;1857;1;94;93;107;105;94;;;;;;;;;;;;;
ftv64.atsp;38096;ms;1902;1;94;94;105;106;95;;;;;;;;;;;;;
ftv64.atsp;37818;ms;1902;1;94;93;108;105;94;;;;;;;;;;;;;
ftv64.atsp;37983;ms;1857;1;93;94;107;106;94;;;;;;;;;;;;;
ftv64.atsp;38296;ms;1873;1;94;95;106;107;96;;;;;;;;;;;;;
ftv64.atsp;37947;ms;1842;1;94;93;105;105;95;;;;;;;;;;;;;
ftv64.atsp;38400;ms;1860;1;93;94;107;106;94;;;;;;;;;;;;;
ftv64.atsp;37715;ms;1857;1;92;92;104;104;92;;;;;;;;;;;;;
ftv64.atsp;38073;ms;1875;1;93;94;107;105;95;;;;;;;;;;;;;
ftv64.atsp;38189;ms;1872;1;93;92;104;105;95;;;;;;;;;;;;;
ftv64.atsp;37875;ms;1842;1;95;93;107;106;95;;;;;;;;;;;;;
ftv64.atsp;38031;ms;1873;1;93;93;106;106;92;;;;;;;;;;;;;
ftv64.atsp;38447;ms;1870;1;93;93;105;106;94;;;;;;;;;;;;;
ftv64.atsp;37965;ms;1857;1;93;92;104;103;93;;;;;;;;;;;;;
ftv64.atsp;38267;ms;1872;1;91;92;103;103;95;;;;;;;;;;;;;
ftv64.atsp;38218;ms;1842;1;92;92;105;105;94;;;;;;;;;;;;;
ftv64.atsp;38119;ms;1868;1;90;90;103;102;92;;;;;;;;;;;;;
ftv64.atsp;38141;ms;1875;1;92;92;104;105;94;;;;;;;;;;;;;
ftv64.atsp;38571;ms;1872;1;90;90;102;102;92;;;;;;;;;;;;;
ftv64.atsp;38061;ms;1855;1;91;93;105;105;92;;;;;;;;;;;;;
ftv64.atsp;38288;ms;1860;1;94;93;105;106;94;;;;;;;;;;;;;
ftv64.atsp;38166;ms;1860;1;94;93;106;106;94;;;;;;;;;;;;;
ftv64.atsp;38074;ms;1872;1;92;93;104;108;95;;;;;;;;;;;;;
ftv64.atsp;38065;ms;1931;1;80;80;90;91;80;;;;;;;;;;;;;
ftv64.atsp;38212;ms;1872;1;92;92;104;105;93;;;;;;;;;;;;;
ftv64.atsp;38146;ms;1857;1;92;92;105;104;95;1868.36;1839;97.74141414;18.21505649;1931;;;;;;;;
ftv64.atsp;27933;ms;1860;1;45;47;52;53;48;;;;;;;;;;;;;
ftv64.atsp;27839;ms;1873;1;47;45;53;52;46;;;;;;;;;;;;;
ftv64.atsp;28012;ms;1868;1;47;47;53;52;47;;;;;;;;;;;;;
ftv64.atsp;27934;ms;1839;1;45;45;52;50;46;;;;;;;;;;;;;
ftv64.atsp;28042;ms;1842;1;46;45;52;52;47;;;;;;;;;;;;;
ftv64.atsp;27966;ms;1868;1;42;43;47;47;42;;;;;;;;;;;;;
ftv64.atsp;28396;ms;1865;1;46;47;53;53;48;;;;;;;;;;;;;
ftv64.atsp;28075;ms;1910;1;47;46;53;53;47;;;;;;;;;;;;;
ftv64.atsp;27995;ms;1894;1;47;46;53;53;46;;;;;;;;;;;;;
ftv64.atsp;28240;ms;1896;1;46;47;53;52;48;;;;;;;;;;;;;
ftv64.atsp;27772;ms;1860;1;46;46;53;53;47;;;;;;;;;;;;;
ftv64.atsp;28223;ms;1872;1;46;45;51;52;48;;;;;;;;;;;;;
ftv64.atsp;28023;ms;1875;1;45;46;52;51;47;;;;;;;;;;;;;
ftv64.atsp;28192;ms;1858;1;47;46;52;51;48;;;;;;;;;;;;;
ftv64.atsp;28082;ms;1842;1;45;45;51;51;46;;;;;;;;;;;;;
ftv64.atsp;28038;ms;1857;1;45;46;52;51;46;;;;;;;;;;;;;
ftv64.atsp;28038;ms;1873;1;47;46;51;52;48;;;;;;;;;;;;;
ftv64.atsp;28204;ms;1872;1;42;43;47;48;44;;;;;;;;;;;;;
ftv64.atsp;28040;ms;1860;1;39;40;43;45;40;;;;;;;;;;;;;
ftv64.atsp;27841;ms;1895;1;44;44;50;49;44;;;;;;;;;;;;;
ftv64.atsp;28068;ms;1872;1;44;44;51;51;46;;;;;;;;;;;;;
ftv64.atsp;29421;ms;1842;1;44;45;50;51;47;;;;;;;;;;;;;
ftv64.atsp;28202;ms;1850;1;44;44;48;49;45;;;;;;;;;;;;;
ftv64.atsp;28112;ms;1868;1;46;47;52;53;48;;;;;;;;;;;;;
ftv64.atsp;28009;ms;1860;1;45;46;53;52;48;;;;;;;;;;;;;
ftv64.atsp;28220;ms;1875;1;45;46;52;51;47;;;;;;;;;;;;;
ftv64.atsp;28198;ms;1899;1;47;46;52;51;48;;;;;;;;;;;;;
ftv64.atsp;27831;ms;1854;1;46;46;52;52;46;;;;;;;;;;;;;
ftv64.atsp;27925;ms;1875;1;46;46;53;54;48;;;;;;;;;;;;;
ftv64.atsp;27907;ms;1893;1;44;44;49;49;43;;;;;;;;;;;;;
ftv64.atsp;27836;ms;1869;1;39;38;44;43;39;;;;;;;;;;;;;
ftv64.atsp;28541;ms;1842;1;48;47;52;52;48;;;;;;;;;;;;;
ftv64.atsp;27835;ms;1857;1;46;46;52;53;48;;;;;;;;;;;;;
ftv64.atsp;28153;ms;1842;1;47;47;52;53;48;;;;;;;;;;;;;
ftv64.atsp;28075;ms;1899;1;46;46;52;53;47;;;;;;;;;;;;;
ftv64.atsp;27861;ms;1873;1;46;47;53;52;47;;;;;;;;;;;;;
ftv64.atsp;29125;ms;1857;1;47;46;52;52;47;;;;;;;;;;;;;
ftv64.atsp;27909;ms;1842;1;47;46;53;52;46;;;;;;;;;;;;;
ftv64.atsp;28433;ms;1842;1;47;46;53;53;48;;;;;;;;;;;;;
ftv64.atsp;28001;ms;1931;1;47;47;52;53;48;;;;;;;;;;;;;
ftv64.atsp;28030;ms;1891;1;46;47;52;53;47;;;;;;;;;;;;;
ftv64.atsp;27700;ms;1873;1;46;46;53;52;47;;;;;;;;;;;;;
ftv64.atsp;28014;ms;1857;1;46;46;53;53;47;;;;;;;;;;;;;
ftv64.atsp;27950;ms;1872;1;47;46;52;52;47;;;;;;;;;;;;;
ftv64.atsp;28015;ms;1872;1;47;47;53;53;47;;;;;;;;;;;;;
ftv64.atsp;27869;ms;1853;1;47;47;51;53;48;;;;;;;;;;;;;
ftv64.atsp;28120;ms;1877;1;47;46;53;53;47;;;;;;;;;;;;;
ftv64.atsp;28137;ms;1875;1;47;46;54;54;48;;;;;;;;;;;;;
ftv64.atsp;28054;ms;1872;1;46;47;53;52;47;;;;;;;;;;;;;
ftv64.atsp;27787;ms;1870;1;47;46;54;52;47;;;;;;;;;;;;;
ftv64.atsp;28157;ms;1875;1;45;45;52;52;47;;;;;;;;;;;;;
ftv64.atsp;28004;ms;1860;1;46;46;53;53;47;;;;;;;;;;;;;
ftv64.atsp;27955;ms;1875;1;45;45;52;52;45;;;;;;;;;;;;;
ftv64.atsp;27938;ms;1842;1;45;45;53;52;47;;;;;;;;;;;;;
ftv64.atsp;28023;ms;1875;1;47;46;52;52;47;;;;;;;;;;;;;
ftv64.atsp;27969;ms;1853;1;46;46;52;53;46;;;;;;;;;;;;;
ftv64.atsp;28225;ms;1875;1;45;45;54;52;47;;;;;;;;;;;;;
ftv64.atsp;28095;ms;1887;1;45;46;52;52;46;;;;;;;;;;;;;
ftv64.atsp;28113;ms;1850;1;46;45;52;52;47;;;;;;;;;;;;;
ftv64.atsp;28250;ms;1875;1;47;47;53;53;47;;;;;;;;;;;;;
ftv64.atsp;27876;ms;1860;1;47;46;52;52;47;;;;;;;;;;;;;
ftv64.atsp;28147;ms;1864;1;46;46;52;52;47;;;;;;;;;;;;;
ftv64.atsp;28060;ms;1860;1;47;46;53;52;47;;;;;;;;;;;;;
ftv64.atsp;28087;ms;1853;1;46;47;52;53;47;;;;;;;;;;;;;
ftv64.atsp;28067;ms;1875;1;46;46;52;52;46;;;;;;;;;;;;;
ftv64.atsp;28178;ms;1875;1;46;48;53;53;48;;;;;;;;;;;;;
ftv64.atsp;28199;ms;1872;1;45;45;52;52;46;;;;;;;;;;;;;
ftv64.atsp;28347;ms;1872;1;46;46;52;51;47;;;;;;;;;;;;;
ftv64.atsp;28223;ms;1875;1;45;45;51;50;45;;;;;;;;;;;;;
ftv64.atsp;28719;ms;1872;1;44;45;50;50;45;;;;;;;;;;;;;
ftv64.atsp;28596;ms;1872;1;46;46;52;51;47;;;;;;;;;;;;;
ftv64.atsp;28264;ms;1857;1;45;45;51;52;46;;;;;;;;;;;;;
ftv64.atsp;28370;ms;1875;1;46;46;52;52;46;;;;;;;;;;;;;
ftv64.atsp;27986;ms;1875;1;48;47;52;52;47;;;;;;;;;;;;;
ftv64.atsp;28019;ms;1872;1;46;46;53;52;47;;;;;;;;;;;;;
ftv64.atsp;28337;ms;1872;1;47;46;51;52;47;;;;;;;;;;;;;
ftv64.atsp;28462;ms;1868;1;45;45;51;50;46;;;;;;;;;;;;;
ftv64.atsp;28249;ms;1842;1;46;46;52;53;47;;;;;;;;;;;;;
ftv64.atsp;28110;ms;1884;1;45;44;51;50;45;;;;;;;;;;;;;
ftv64.atsp;28228;ms;1842;1;45;45;50;51;46;;;;;;;;;;;;;
ftv64.atsp;28249;ms;1842;1;45;45;53;51;46;;;;;;;;;;;;;
ftv64.atsp;28397;ms;1892;1;46;46;53;52;46;;;;;;;;;;;;;
ftv64.atsp;28518;ms;1872;1;46;45;52;52;47;;;;;;;;;;;;;
ftv64.atsp;28358;ms;1875;1;46;46;52;52;47;;;;;;;;;;;;;
ftv64.atsp;28115;ms;1873;1;45;44;51;53;47;;;;;;;;;;;;;
ftv64.atsp;28479;ms;1858;1;45;46;52;51;47;;;;;;;;;;;;;
ftv64.atsp;28450;ms;1872;1;46;45;52;52;47;;;;;;;;;;;;;
ftv64.atsp;28258;ms;1857;1;46;46;52;51;46;;;;;;;;;;;;;
ftv64.atsp;28471;ms;1893;1;46;46;51;53;47;;;;;;;;;;;;;
ftv64.atsp;28194;ms;1855;1;47;47;52;53;46;;;;;;;;;;;;;
ftv64.atsp;28290;ms;1860;1;42;43;48;49;42;;;;;;;;;;;;;
ftv64.atsp;28400;ms;1872;1;45;45;52;51;45;;;;;;;;;;;;;
ftv64.atsp;28657;ms;1875;1;45;45;51;51;46;;;;;;;;;;;;;
ftv64.atsp;28216;ms;1850;1;45;46;52;50;46;;;;;;;;;;;;;
ftv64.atsp;28395;ms;1872;1;43;42;49;48;44;;;;;;;;;;;;;
ftv64.atsp;28365;ms;1872;1;44;44;49;49;44;;;;;;;;;;;;;
ftv64.atsp;28414;ms;1875;1;45;46;52;52;46;;;;;;;;;;;;;
ftv64.atsp;28216;ms;1860;1;44;45;51;51;45;;;;;;;;;;;;;
ftv64.atsp;28523;ms;1860;1;44;45;50;51;47;;;;;;;;;;;;;
ftv64.atsp;28631;ms;1873;1;45;45;50;51;47;1867.95;1839;48.11717172;16.21719688;1931;;;;;;;;
ftv55.atsp;15212;ms;1716;1;29;30;35;35;31;;;;;;;;;;;;;
ftv55.atsp;14899;ms;1704;1;28;29;34;33;28;;;;;;;;;;;;;
ftv55.atsp;15476;ms;1716;1;27;28;31;32;29;;;;;;;;;;;;;
ftv55.atsp;15875;ms;1675;1;30;29;35;35;30;;;;;;;;;;;;;
ftv55.atsp;15042;ms;1704;1;30;30;35;35;31;;;;;;;;;;;;;
ftv55.atsp;14663;ms;1692;1;31;31;35;35;31;;;;;;;;;;;;;
ftv55.atsp;14595;ms;1702;1;31;30;34;36;30;;;;;;;;;;;;;
ftv55.atsp;14672;ms;1716;1;31;30;35;37;32;;;;;;;;;;;;;
ftv55.atsp;14672;ms;1704;1;31;31;35;33;32;;;;;;;;;;;;;
ftv55.atsp;14656;ms;1704;1;30;30;34;36;31;;;;;;;;;;;;;
ftv55.atsp;14933;ms;1747;1;31;30;35;35;32;;;;;;;;;;;;;
ftv55.atsp;14669;ms;1656;1;30;30;36;35;31;;;;;;;;;;;;;
ftv55.atsp;14828;ms;1716;1;31;31;35;36;31;;;;;;;;;;;;;
ftv55.atsp;14853;ms;1669;1;32;31;36;35;32;;;;;;;;;;;;;
ftv55.atsp;14777;ms;1716;1;30;29;35;34;32;;;;;;;;;;;;;
